timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
136635.04,3,253952,62,188126,12394772682,138,621,5938101,10,49144,9,71,11726,754,134740169,1244,1,0,70,70,8,66236,621,0,0,0,48523303,146233490,3664076574,0,621,538,2,1,8,8,15303,0,1,3671960863,3626581632,1014593712,281377579,281393963,2,1,0,12380613476,73389,73389,8,8,8,281377579,10,3,390161,6029176,2866784,28030,3671960863,5938101,45659442,52479
137638.41,3,253952,62,199441,13140294302,140,621,5981731,10,52342,9,71,11726,754,135005621,1244,1,0,70,70,8,66236,621,0,0,0,50563673,146233544,3882528437,0,621,538,2,1,8,8,15303,0,1,3889933599,3844551448,1022995003,298327210,298343594,2,1,0,13126397240,73389,73389,8,8,8,298327210,10,3,394589,6073804,2932594,29693,3889933599,5981731,47634084,52479
138642.05,3,253952,62,210858,13892766046,141,621,6026468,10,55510,9,71,11726,754,135271073,1244,1,0,70,70,8,66236,621,0,0,0,52641849,146233561,4102162057,0,621,538,2,1,8,8,15303,0,1,4109741343,4064566579,1028774003,315422138,315438522,2,1,0,13878574072,73389,73389,8,8,8,315422138,10,3,396395,6119647,2987577,31370,4109741343,6026468,49657361,52479
139645.67,3,253952,62,222153,14636976946,143,621,6070112,10,58699,9,71,11726,754,135536525,1244,1,0,70,70,8,66236,621,0,0,0,54656585,146233586,4318911034,0,621,538,2,1,8,8,15303,0,1,4327058719,4282102956,1033395999,332330809,332347193,2,1,0,14622555596,73389,73389,8,8,8,332330809,10,3,397936,6164304,3042286,33028,4327058719,6070112,51617473,52479
140648.82,3,253952,62,233229,15366570010,145,621,6113242,10,61828,9,71,11726,754,135801977,1244,1,0,70,70,8,66236,621,0,0,0,56707668,146234239,4531988379,0,621,538,2,1,8,8,15303,0,1,4540181791,4495370361,1036321191,348922151,348922151,2,1,0,15352574644,73389,73389,8,8,8,348922151,10,3,399219,6208467,3088063,34654,4540181791,6113242,53622872,52479
141652.74,3,253952,62,244228,16091647706,147,621,6155750,10,64939,9,71,11726,754,136332881,1244,1,0,70,70,8,66236,621,0,0,0,58834720,146234382,4741656879,0,621,538,2,1,8,8,15303,0,1,4751600927,4707351796,1044413251,365402679,365402679,2,1,0,16077717876,73389,73389,8,8,8,365402679,10,3,406588,6252034,3154332,36267,4751600927,6155750,55683739,52479
142655.81,3,253952,62,255204,16814421718,149,621,6195315,10,68044,9,71,11726,754,136332881,1244,1,0,70,70,8,66236,621,0,0,0,60876471,146234424,4953290129,0,621,538,2,1,8,8,15303,0,1,4962757919,4918597450,1047366941,381824148,381840532,2,1,0,16800262512,73389,73389,8,8,8,381824148,10,3,406855,6292681,3198407,37878,4962757919,6195315,57681500,52479
143658.74,3,253952,62,266458,17556211094,150,621,6237276,10,71168,9,71,11726,754,136598333,1244,1,0,70,70,8,66236,621,0,0,0,62975853,146234498,5172267174,0,621,538,2,1,8,8,15303,0,1,5179813151,5135438760,1050376007,398689700,398689700,2,1,0,17542346800,73389,73389,8,8,8,398689700,10,3,410097,6335694,3246091,39534,5179813151,6237276,59733281,52479
144661.79,3,253952,62,277480,18282530666,152,621,6276188,10,74284,9,71,11726,754,136863785,1244,1,0,70,70,8,66236,621,0,0,0,65073930,146235025,5383115028,0,621,538,2,1,8,8,15303,0,1,5391756575,5347810289,1053463654,415188771,415205155,2,1,0,18268305924,73389,73389,8,8,8,415188771,10,3,411963,6375630,3286584,41151,5391756575,6276188,61790948,52479
145665.32,3,253952,62,288643,19018090814,154,621,6312507,10,77437,9,71,11726,754,137394689,1244,1,0,70,70,8,66236,621,0,0,0,67037031,146235125,5598027343,0,621,538,2,1,8,8,15303,0,1,5606976799,5562873455,1059676137,431909026,431909026,2,1,0,19003276248,73389,73389,8,8,8,431892642,10,3,419381,6412884,3334130,42793,5606976799,6312507,63706593,52479
146668.28,3,253952,62,299356,19723799314,157,621,6350083,10,80521,9,71,11726,754,137925593,1244,1,0,70,70,8,66236,621,0,0,0,69136003,146235204,5805456994,0,621,538,2,1,8,8,15303,0,1,5812356551,5769170867,1062789750,447949345,447949345,2,1,0,19709050284,73389,73389,8,8,8,447932961,10,3,422807,6451424,3388308,44364,5812356551,6350083,65751466,52479
147671.42,3,253952,62,310773,20476005606,158,621,6388345,10,83689,9,71,11726,754,137925593,1244,1,0,70,70,8,66236,621,0,0,0,71210401,146235258,6023516034,0,621,538,2,1,8,8,15303,0,1,6032164295,5989052274,1065804671,465046432,465046432,2,1,0,20462043008,73389,73389,8,8,8,465046432,10,3,424279,6490714,3440397,46041,6032164295,6388345,67773865,52479
148674.16,3,253952,62,321570,21187153594,161,621,6425035,10,86800,9,71,11726,754,138456497,1244,1,0,70,70,8,66236,621,0,0,0,73254261,146235378,6231066203,0,621,538,2,1,8,8,15303,0,1,6238844688,6196901565,1068768348,481201439,481217823,2,1,0,21172863316,73389,73389,8,8,8,481201439,10,3,426729,6528408,3488266,47624,6238975760,6425062,69769935,52479
149677.29,3,253952,62,332662,21918060686,163,621,6462439,10,89935,9,71,11726,754,138987401,1244,1,0,70,70,8,66236,621,0,0,0,75374195,146235431,6445192341,0,621,538,2,1,8,8,15303,0,1,6452754192,6410554753,1084160043,497823390,497823390,2,1,0,21904229160,73389,73389,8,8,8,497823390,10,3,432551,6566756,3534731,49255,6452754192,6462439,71843496,52479
150680.25,3,253952,62,344036,22667448930,164,621,6501947,10,93091,9,71,11726,754,138987401,1244,1,0,70,70,8,66236,621,0,0,0,77462901,146235455,6663776137,0,621,538,2,1,8,8,15303,0,1,6671644432,6629698120,1087186659,514846749,514846749,2,1,0,22652896508,73389,73389,8,8,8,514838557,10,3,434742,6607300,3588747,50925,6671644432,6501947,73878274,52479
151683.27,3,253952,62,354836,23378695222,167,621,6539597,10,96199,9,71,11726,754,139518305,1244,1,0,70,70,8,66236,621,0,0,0,79512191,146236150,6870760062,0,621,538,2,1,8,8,15303,0,1,6878413794,6837567988,1092091308,531001756,531018140,2,1,0,23364077264,73389,73389,8,8,8,531001756,10,3,439706,6645885,3640577,52507,6878413794,6539597,75875813,52479
152686.30,3,253952,62,365937,24110192138,169,621,6578056,10,99337,9,71,11726,754,139783757,1244,1,0,70,70,8,66236,621,0,0,0,81564629,146236219,7083969048,0,621,538,2,1,8,8,15303,0,1,7092192226,7051396459,1095887596,547640091,547640091,2,1,0,24095443108,73389,73389,8,8,8,547623707,10,3,442214,6685358,3700695,54138,7092192226,6578056,77868219,52479
153689.03,3,253952,62,376837,24828250866,171,621,6616971,10,102457,9,71,11726,754,140302595,1244,1,0,70,70,8,66236,621,0,0,0,83644419,146236366,7294872142,0,621,538,2,1,8,8,15303,0,1,7301569089,7261258322,1099969622,563952905,563969289,2,1,0,24813927820,73389,73389,8,8,8,563952905,10,3,444126,6725304,3738905,55736,7301569089,6616971,79909882,52479
154692.40,3,253952,62,387955,25560861894,173,621,6656973,10,105598,9,71,11726,754,140568047,1244,1,0,70,70,8,66236,621,0,0,0,85696535,146236455,7509129692,0,621,538,2,1,8,8,15303,0,1,7515347521,7475420207,1102992428,580607624,580624008,2,1,0,25546735456,73389,73389,8,8,8,580607624,10,3,446605,6766322,3796387,57367,7515347521,6656973,81904605,52479
155695.89,3,253952,62,399148,26298653574,175,621,6697619,10,108760,9,71,11726,754,141098951,1244,1,0,70,70,8,66236,621,0,0,0,87771921,146236501,7723648502,0,621,538,2,1,8,8,15303,0,1,7730698817,7691083038,1114618036,597366680,597383064,2,1,0,26284133920,73389,73389,8,8,8,597366680,10,3,450746,6807975,3845230,59010,7730698817,6697619,83931232,52479
155929.92,3,253952,62,400935,26415466446,181,621,6703325,10,109410,9,78,11726,754,148439424,1251,1,1038,77,77,70,66254,621,421,1038,89,90662372,153398192,7768019931,8,621,538,2,1,8,8,15303,88395662,1,7763456807,7725180361,5647873880,600037902,600037902,2,1,88395662,26401667688,73389,73389,8,8,8,600037902,10,3,474128,6813816,3967308,59276,7763456807,6703325,86699720,52479
