timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
104991.78,1,253952,62,212448,13997233738,142,621,5070296,20,56048,67,6744,135271073,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,55084652,121470128,4127738274,0,621,3122,2,1,8,8,460,1,4140281119,4095151127,928249552,317787467,317803851,2,1,13982648548,73389,73389,8,8,8,317787467,10,3,508230,5160797,3497041,31603,4140281119,5070296,51590447,20938
106024.62,1,253952,62,214166,14110355490,142,621,5139290,20,56518,67,6744,135271073,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,55462125,122874102,4160669424,0,621,3122,2,1,8,8,460,1,4173311263,4128224478,940077738,320355437,320371821,2,1,14095639228,73389,73389,8,8,8,320355437,10,3,508390,5230116,3513321,31855,4173311263,5139290,51951669,20938
107183.68,1,253952,62,216513,14265230290,142,621,5218014,20,57157,67,6744,135271073,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,56292037,125654364,4206448598,0,621,3122,2,1,8,8,460,1,4218531103,4173516406,1011837559,323885745,323885745,2,1,14250251884,73389,73389,8,8,8,323869361,10,3,516418,5309272,3572524,32200,4218531103,5218014,52722420,20938
108227.66,1,253952,62,217805,14350433706,143,621,5321209,20,57552,67,6744,135536525,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,56499330,126554955,4231252731,0,621,3122,2,1,8,8,460,1,4243172639,4198339595,1013000074,325822931,325839315,2,1,14336208964,73389,73389,8,8,8,325822931,10,3,517636,5412739,3589577,32388,4243172639,5321209,52912696,20938
109275.28,1,253952,62,218962,14426524310,143,621,5329436,20,57883,67,6744,135536525,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,56917460,128262187,4253169003,0,621,3122,2,1,8,8,460,1,4265192735,4220572632,1027524782,327549284,327565668,2,1,14412168496,73389,73389,8,8,8,327549284,10,3,518348,5421209,3602949,32556,4265192735,5329436,53317482,20938
110319.75,1,253952,62,220315,14515725422,143,621,5363485,20,58250,67,6744,135536525,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,57795663,132348467,4279546084,0,621,3122,2,1,8,8,460,1,4291669279,4246632716,1071224719,329576582,329592966,2,1,14501369608,73389,73389,8,8,8,329576582,10,3,520099,5455547,3624144,32758,4291669279,5363485,54174522,20938
111356.32,1,253952,62,221530,14595882566,143,621,5439720,20,58580,67,6744,135536525,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,57998153,133343661,4302511384,0,621,3122,2,1,8,8,460,1,4314869023,4270099001,1074624699,331407272,331407272,2,1,14581199072,73389,73389,8,8,8,331390888,10,3,520105,5532009,3632179,32935,4314869023,5439720,54369010,20938
112417.71,1,253952,62,222785,14678395698,143,621,5476914,20,58924,67,6744,135536525,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,58313175,134814533,4326393746,0,621,3122,2,1,8,8,460,1,4339248415,4294241230,1149686706,333281081,333281081,2,1,14663646668,73389,73389,8,8,8,333264697,10,3,520571,5569442,3645315,33121,4339248415,5476914,54670925,20938
113464.74,1,253952,62,224185,14770942454,144,621,5550171,20,59358,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,58605847,136309270,4353816000,0,621,3122,2,1,8,8,460,1,4366118175,4321286815,1158362782,335371756,335388140,2,1,14756357264,73389,73389,8,8,8,335371756,10,3,521122,5642963,3661747,33326,4366118175,5550171,54947197,20938
114499.95,1,253952,62,225594,14863813582,144,621,5651206,20,59746,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,58778079,137172017,4380712920,0,621,3122,2,1,8,8,460,1,4393119007,4348434587,1159398310,337480974,337497358,2,1,14849162856,73389,73389,8,8,8,337480974,10,3,521176,5744282,3678807,33532,4393119007,5651206,55102393,20938
115530.04,1,253952,62,226948,14952814778,144,621,5739608,20,60111,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,59267831,139177250,4406561314,0,621,3122,2,1,8,8,460,1,4419333407,4374425531,1178423092,339518623,339518623,2,1,14938098516,73389,73389,8,8,8,339502239,10,3,524475,5832956,3707784,33732,4419333407,5739608,55563193,20938
116559.20,1,253952,62,228566,15059648382,144,621,5795216,20,60556,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,59882568,141763635,4438182850,0,621,3122,2,1,8,8,460,1,4450528543,4405675603,1200139538,341945170,341945170,2,1,15044866584,73389,73389,8,8,8,341928786,10,3,526142,5888899,3733159,33970,4450528543,5795216,56152590,20938
117599.60,1,253952,62,230258,15170800746,145,621,5830344,20,61064,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,60110959,142571178,4470330202,0,621,3122,2,1,8,8,460,1,4482903327,4438125039,1201175475,344474339,344474339,2,1,15156870916,73389,73389,8,8,8,344474339,10,3,526814,5924370,3747110,34217,4482903327,5830344,56367066,20938
118635.05,1,253952,62,231855,15275992642,145,621,5968513,20,61509,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,60324971,143393387,4501166352,0,621,3122,2,1,8,8,460,1,4513443103,4468915369,1202223570,346862085,346862085,2,1,15261931740,73389,73389,8,8,8,346862085,10,3,526835,6062886,3766199,34450,4513443103,5968513,56562025,20938
119661.43,1,253952,62,233680,15396392198,145,621,6007735,20,62005,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,61430147,147531469,4536722521,0,621,3122,2,1,8,8,460,1,4548832543,4504104648,1225056529,349583544,349599928,2,1,15381675936,73389,73389,8,8,8,349583544,10,3,528999,6102479,3791965,34720,4548832543,6007735,57641466,20938
120691.36,1,253952,62,235146,15492998878,145,621,6042404,20,62402,67,6744,135801977,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,61628483,148361097,4564933682,0,621,3122,2,1,8,8,460,1,4577144095,4532342803,1226083903,351791066,351807450,2,1,15478806904,73389,73389,8,8,8,351791066,10,3,529483,6137489,3805954,34936,4577144095,6042404,57825843,20938
121717.20,1,253952,62,236691,15594782902,146,621,6106925,20,62884,67,6744,136067429,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,62308929,151075059,4594852188,0,621,3122,2,1,8,8,460,1,4606504223,4562031657,1237098508,354105084,354121468,2,1,15580623696,73389,73389,8,8,8,354105084,10,3,531498,6202359,3837288,35160,4606504223,6106925,58474990,20938
122748.42,1,253952,62,238017,15682214542,146,621,6161503,20,63244,67,6744,136067429,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,62514996,151901957,4620442396,0,621,3122,2,1,8,8,460,1,4632063263,4587631638,1238130916,356099614,356099614,2,1,15667662120,73389,73389,8,8,8,356083230,10,3,531583,6257208,3851310,35355,4632063263,6161503,58667065,20938
123790.63,1,253952,62,239487,15779083366,146,621,6222771,20,63646,67,6744,136067429,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,63319943,154916760,4648786571,0,621,3122,2,1,8,8,460,1,4660505887,4615938757,1269937314,358290752,358307136,2,1,15764793088,73389,73389,8,8,8,358290752,10,3,533388,6318785,3879577,35572,4660505887,6222771,59443782,20938
124819.01,1,253952,62,242044,15947720726,146,621,6300940,20,64342,67,6744,136067429,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,64803423,160119210,4697319298,0,621,3122,2,1,8,8,460,1,4709788959,4665259876,1297372019,362115972,362132356,2,1,15933102768,73389,73389,8,8,8,362115972,10,3,537994,6397428,3930347,35948,4709788959,6300940,60876531,20938
125843.37,1,253952,62,243690,16056123886,147,621,6375344,20,64846,67,6744,136332881,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,65154542,161240349,4729336618,0,621,3122,2,1,8,8,460,1,4741508383,4697001421,1337096148,364593830,364593830,2,1,16041407624,73389,73389,8,8,8,364577446,10,3,540284,6472273,3956865,36190,4741508383,6375344,61201170,20938
126864.39,1,253952,62,245477,16174033074,147,621,6425524,20,65333,67,6744,136332881,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,65441870,161955364,4763843344,0,621,3122,2,1,8,8,460,1,4775849247,4731396637,1338116570,367266137,367282521,2,1,16159710028,73389,73389,8,8,8,367266137,10,3,540301,6522908,3975053,36452,4775849247,6425524,61470346,20938
127882.42,1,253952,62,247960,16337555318,147,621,6491170,20,66006,67,6744,136332881,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,66058630,163351425,4811850418,0,621,3122,2,1,8,8,460,1,4823821599,4779228575,1342869694,370987020,371003404,2,1,16323428880,73389,73389,8,8,8,370987020,10,3,542201,6589081,3995319,36818,4823821599,6491170,62066876,20938
128895.10,1,253952,62,250763,16522049082,148,621,6564703,20,66825,67,6744,136332881,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,67037468,165862316,4864839638,0,621,3122,2,1,8,8,460,1,4877692191,4833234657,1352713477,375166655,375183039,2,1,16507332820,73389,73389,8,8,8,375166655,10,3,548175,6667673,4035803,37229,4877692191,6564703,63005267,20938
129925.34,1,253952,62,254439,16764286678,148,621,6616090,20,67832,67,6744,136332881,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,67901505,167385185,4934870739,0,621,3122,2,1,8,8,460,1,4948208927,4903986176,1360086529,380685460,380701844,2,1,16750160240,73389,73389,8,8,8,380685460,10,3,550041,6720693,4079322,37767,4948208927,6616090,63825819,20938
130940.90,1,253952,62,257277,16951074202,149,621,6668913,20,68662,67,6744,136332881,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,69303903,170683228,4989432764,0,621,3122,2,1,8,8,460,1,5002997023,4958565440,1402650306,384938823,384938823,2,1,16936587316,73389,73389,8,8,8,384922439,10,3,554794,6774114,4135296,38185,5002997023,6668913,65172281,20938
131943.91,1,253952,62,266326,17547560342,150,621,6716483,20,71131,67,6744,136598333,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,73000609,177309339,5163434640,0,621,3122,2,1,8,8,460,1,5177322783,5132908426,1470691720,398493092,398493092,2,1,17533696048,73389,73389,8,8,8,398493092,10,3,561981,6822614,4225364,39515,5177322783,6716483,68778991,20938
132946.99,1,253952,62,277214,18264832638,152,621,6759896,20,74209,67,6744,136863785,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,75111808,177309478,5373364296,0,621,3122,2,1,8,8,460,1,5386775839,5342682249,1473706354,414789522,414789522,2,1,18250738968,73389,73389,8,8,8,414789522,10,3,564428,6867131,4292384,41113,5386775839,6759896,70823253,20938
133950.09,1,253952,62,288071,18980604222,154,621,6803213,20,77281,67,6744,137394689,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,77352278,177580786,5582114755,0,621,3122,2,1,8,8,460,1,5596097823,5551903592,1481967359,431040674,431057058,2,1,18965789656,73389,73389,8,8,8,431040674,10,3,570085,6911614,4367281,42710,5596097823,6803213,72988915,20938
134953.42,1,253952,62,298662,19678051878,157,621,6845172,20,80326,67,6744,137660141,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,79395666,177580843,5786265185,0,621,3122,2,1,8,8,460,1,5799118279,5755766255,1484882860,446911120,446911120,2,1,19664089280,73389,73389,8,8,8,446911120,10,3,572585,6954605,4416812,44263,5799118279,6845172,74982853,20938
135956.51,1,253952,62,309717,20406268686,158,621,6889610,20,83401,67,6744,137925593,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,81554324,177580946,5999867134,0,621,3122,2,1,8,8,460,1,6011979207,5968666042,1489851560,463461502,463461502,2,1,20392306088,73389,73389,8,8,8,463461502,10,3,578199,7000136,4485993,45887,6011979207,6889610,77072422,20938
136959.54,1,253952,62,320383,21108831458,161,621,6932104,20,86476,67,6744,138456497,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,83668200,177580984,6204927988,0,621,3122,2,1,8,8,460,1,6216169232,6174018893,1497009205,479419901,479436285,2,1,21094475644,73389,73389,8,8,8,479419901,10,3,585432,7043640,4543924,47450,6216169232,6932104,79128451,20938
137962.50,1,253952,62,331694,21854356386,163,621,6977578,20,89627,67,6744,138721949,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,85639777,177581510,6420758637,0,621,3122,2,1,8,8,460,1,6434141968,6391931449,1501104767,496375565,496375565,2,1,21840524860,73389,73389,8,8,8,496375565,10,3,589865,7090097,4602935,49113,6434141968,6977578,81041104,20938
138965.68,1,253952,62,342808,22586439818,164,621,7020650,20,92755,67,6744,138987401,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,87752902,177581541,6635016581,0,621,3122,2,1,8,8,460,1,6647920400,6606007003,1504792856,513007867,513007867,2,1,22572346148,73389,73389,8,8,8,513007867,10,3,597115,7134131,4657576,50744,6647920400,7020650,83098677,20938
139968.45,1,253952,62,353562,23294671454,167,621,7056147,20,95852,67,6744,139518305,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,89787142,177581895,6840032768,0,621,3122,2,1,8,8,460,1,6854034402,6813000389,1507788682,529105530,529105530,2,1,23280643320,73389,73389,8,8,8,529105530,10,3,598164,7170548,4705522,52321,6854034402,7056147,85086054,20938
140970.98,1,253952,62,364573,24020270130,169,621,7092281,20,98965,67,6744,139783757,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,91862681,177582445,7053241680,0,621,3122,2,1,8,8,460,1,7065846754,7025106424,1510823003,545596409,545596409,2,1,24006241996,73389,73389,8,8,8,545596409,10,3,598354,7207677,4753891,53937,7065846754,7092281,87113305,20938
141973.58,1,253952,62,375368,24731447578,171,621,7131561,20,102055,67,6744,140302595,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,93900034,177582561,7258375637,0,621,3122,2,1,8,8,460,1,7273257537,7233022742,1518390065,561745383,561761767,2,1,24716796852,73389,73389,8,8,8,561745383,10,3,600409,7247947,4820834,55520,7273257537,7131561,89083801,20938
142975.97,1,253952,62,386357,25455604462,173,621,7174200,20,105160,67,6744,140568047,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,95955954,177582598,7470534149,0,621,3122,2,1,8,8,460,1,7484545601,7444654727,1521322403,578219878,578219878,2,1,25440953736,73389,73389,8,8,8,578203494,10,3,600505,7291631,4893015,57132,7484545601,7174200,91067630,20938
143978.21,1,253952,62,397339,26179519782,175,621,7217062,20,108265,67,6744,141074819,1244,1,590,0,66,70,199,4,117305,621,0,590,5,0,0,98051553,177583419,7681775639,0,621,3122,2,1,8,8,460,1,7696226881,7656285833,1524403365,594645221,594667638,2,1,26164389724,73389,73389,8,8,8,594645221,10,3,600569,7335504,4949607,58747,7696226881,7217062,93106723,20938
144370.19,1,253952,62,400935,26415466446,178,621,7229779,20,109410,74,6744,148439424,1251,1,590,1039,73,77,202,66,117320,621,491,590,5,1039,75,102054469,188899922,7768206195,8,621,3122,2,1,8,8,460,1,7763456807,7725180361,6745414635,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,10,3,631312,7348546,5084932,59276,7763456807,7229779,96974395,20938
