timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
85988.77,253952,62,222961,14690195486,143,1,621,5542619,2,58972,71,135536525,1244,1,0,70,70,8,327,621,0,0,0,60201557,132337055,4335736428,0,621,564,2,1,8,8,6601,1,4342656287,4297682681,1025973782,333549258,333549258,2,1,14676167352,73389,73389,8,8,8,333549258,11,3,508088,5651656,3523580,33147,4342656287,5542619,56680104,2019254
87013.18,253952,62,224761,14808691190,144,1,621,5622825,2,59518,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,60558251,133753980,4370108460,0,621,564,2,1,8,8,6601,1,4377128223,4332333454,1040008949,336240108,336240108,2,1,14793843856,73389,73389,8,8,8,336223724,11,3,509110,5732207,3549787,33410,4377128223,5622825,57010627,2019254
88056.30,253952,62,226464,14921095354,144,1,621,5664495,2,59983,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,61034558,135839180,4403434802,0,621,564,2,1,8,8,6601,1,4410158367,4365142880,1050491190,338781343,338797727,2,1,14906379092,73389,73389,8,8,8,338781343,11,3,509492,5774188,3562157,33662,4410158367,5664495,57474599,2019254
89079.14,253952,62,227906,15016129170,144,1,621,5729095,2,60373,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,61514452,138181681,4430728451,0,621,564,2,1,8,8,6601,1,4437814559,4392957690,1062705001,340956097,340956097,2,1,15001347372,73389,73389,8,8,8,340939713,11,3,510799,5847122,3581499,33873,4437814559,5729095,57935184,2019254
90132.69,253952,62,229191,15100608382,144,1,621,5825655,2,60727,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,62342402,142039180,4455789955,0,621,564,2,1,8,8,6601,1,4462456095,4417629346,1084007781,342862674,342879058,2,1,15085957656,73389,73389,8,8,8,342862674,11,3,511470,5943967,3606580,34061,4462456095,5825655,58738079,2019254
91158.11,253952,62,230560,15190858070,145,1,621,5869378,2,61152,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,63117608,145546676,4481771083,0,621,564,2,1,8,8,6601,1,4488670495,4443936605,1101264980,344922740,344939124,2,1,15176600560,73389,73389,8,8,8,344922740,11,3,513791,5987985,3636015,34261,4488670495,5869378,59483882,2019254
92187.76,253952,62,232241,15301554990,145,1,621,5947824,2,61611,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,63326688,146333766,4514178281,0,621,564,2,1,8,8,6601,1,4521176351,4476354080,1102289894,347441558,347457942,2,1,15287428552,73389,73389,8,8,8,347441558,11,3,513889,6066769,3652013,34509,4521176351,5947824,59676998,2019254
93217.02,253952,62,233822,15405698310,145,1,621,6058320,2,62038,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,63522873,147166015,4544223229,0,621,564,2,1,8,8,6601,1,4551453983,4506798719,1103323457,349812920,349812920,2,1,15391047584,73389,73389,8,8,8,349796536,11,3,514156,6177569,3670768,34740,4551453983,6058320,59854457,2019254
94240.58,253952,62,235494,15515805406,145,1,621,6140693,2,62498,71,135801977,1244,1,0,70,70,8,327,621,0,0,0,63953774,148840944,4577286088,0,621,564,2,1,8,8,6601,1,4583828767,4538991493,1112588041,352315354,352315354,2,1,15501154680,73389,73389,8,8,8,352298970,11,3,516370,6260362,3693444,34987,4583828767,6140693,60262715,2019254
95254.61,253952,62,237096,15621590434,146,1,621,6203479,2,62995,71,136067429,1244,1,0,70,70,8,327,621,0,0,0,64538395,151027898,4607726317,0,621,564,2,1,8,8,6601,1,4614630687,4569920733,1120087447,354717325,354733709,2,1,15607562300,73389,73389,8,8,8,354717325,11,3,517268,6323491,3719256,35222,4614630687,6203479,60821556,2019254
96270.01,253952,62,239475,15778296934,146,1,621,6281742,2,63641,71,136067429,1244,1,0,70,70,8,327,621,0,0,0,65943358,156907468,4653244295,0,621,564,2,1,8,8,6601,1,4660374815,4615708583,1162963539,358274368,358290752,2,1,15764072192,73389,73389,8,8,8,358274368,11,3,521850,6402259,3766535,35571,4660374815,6281742,62179268,2019254
97291.53,253952,62,242033,15946903302,146,1,621,6337693,2,64339,71,136067429,1244,1,0,70,70,8,327,621,0,0,0,67091239,160950900,4702039061,0,621,564,2,1,8,8,6601,1,4709526815,4665034440,1275473437,362093555,362115972,2,1,15932116420,73389,73389,8,8,8,362093555,11,3,526766,6458688,3810034,35946,4709526815,6337693,63283688,2019254
98323.29,253952,62,244679,16121216508,147,1,621,6401736,2,65116,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,68608204,165565633,4752670224,0,621,564,2,1,8,8,6601,1,4760644895,4716038963,1314011306,366058039,366074423,2,1,16106553716,73389,73389,8,8,8,366058039,11,3,531128,6523280,3876669,36336,4760644895,6401736,64734054,2019254
99347.71,253952,62,247076,16279356042,147,1,621,6467941,2,65770,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,68926836,166272893,4799105844,0,621,564,2,1,8,8,6601,1,4806913311,4762252571,1315036564,369653883,369670267,2,1,16264770852,73389,73389,8,8,8,369653883,11,3,531933,6590012,3910896,36689,4806913311,6467941,65018495,2019254
100393.87,253952,62,248866,16397051594,148,1,621,6545112,2,66313,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,69853500,168856052,4834137297,0,621,564,2,1,8,8,6601,1,4840860959,4796623895,1327607414,372330508,372352925,2,1,16382542352,73389,73389,8,8,8,372330508,11,3,534356,6667552,3939955,36948,4840860959,6545112,65916136,2019254
101444.05,253952,62,250588,16510580282,148,1,621,6615385,2,66781,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,70475749,170820312,4867724161,0,621,564,2,1,8,8,6601,1,4874153247,4829875836,1339168033,374920895,374920895,2,1,16495798484,73389,73389,8,8,8,374904511,11,3,534819,6747271,3960188,37202,4874153247,6615385,66518188,2019254
102474.13,253952,62,252371,16627961874,148,1,621,6718303,2,67266,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,70718956,171614139,4901836971,0,621,564,2,1,8,8,6601,1,4908363039,4864140694,1340221830,377587169,377603553,2,1,16613835436,73389,73389,8,8,8,377587169,11,3,534823,6850536,3991008,37463,4908363039,6718303,66730608,2019254
103495.17,253952,62,254072,16740234966,148,1,621,6823670,2,67730,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,71005120,172661484,4934769259,0,621,564,2,1,8,8,6601,1,4941262111,4896975471,1342958061,380128404,380144788,2,1,16725649776,73389,73389,8,8,8,380128404,11,3,534828,6956268,4009318,37714,4941262111,6823670,66998497,2019254
104506.99,253952,62,255810,16854401986,149,1,621,6886699,2,68261,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,71446701,174099089,4968226222,0,621,564,2,1,8,8,6601,1,4974554399,4930310670,1350647824,382731301,382747685,2,1,16840177244,73389,73389,8,8,8,382731301,11,3,535289,7019674,4025610,37968,4974554399,6886699,67423817,2019254
105527.26,253952,62,257624,16974080646,149,1,621,6946374,2,68756,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,72026682,176134895,5003256642,0,621,564,2,1,8,8,6601,1,5009550623,4965263944,1356953331,385452760,385469144,2,1,16959921440,73389,73389,8,8,8,385452760,11,3,536098,7079727,4044071,38235,5009550623,6946374,67985370,2019254
106559.01,253952,62,259654,17107649630,149,1,621,7010578,2,69308,71,136332881,1244,1,0,70,70,8,327,621,0,0,0,73010590,179218651,5042087529,0,621,564,2,1,8,8,6601,1,5048741151,5004384565,1392468915,388495866,388495866,2,1,17093818104,73389,73389,8,8,8,388495866,11,3,538353,7144354,4073717,38534,5048741151,7010578,68939666,2019254
107597.98,253952,62,261034,17198885666,150,1,621,7023801,2,69738,71,136598333,1244,1,0,70,70,8,327,621,0,0,0,73816948,182124516,5069246271,0,621,564,2,1,8,8,6601,1,5075348767,5031014762,1420852875,390553773,390570157,2,1,17184366012,73389,73389,8,8,8,390553773,11,3,542420,7157856,4098410,38737,5075348767,7023801,69721361,2019254
108619.67,253952,62,262255,17279170574,150,1,621,7087321,2,70075,71,136598333,1244,1,0,70,70,8,327,621,0,0,0,74403967,184588163,5092997093,0,621,564,2,1,8,8,6601,1,5098810655,5054446648,1438612814,392394814,392394814,2,1,17264650920,73389,73389,8,8,8,392378430,11,3,542862,7221636,4116726,38916,5098810655,7087321,70290093,2019254
109657.87,253952,62,263324,17349759462,150,1,621,7164369,2,70363,71,136598333,1244,1,0,70,70,8,327,621,0,0,0,74923633,186991642,5113468324,0,621,564,2,1,8,8,6601,1,5119520031,5075115542,1448871687,393996128,393996128,2,1,17335108736,73389,73389,8,8,8,393979744,11,3,545090,7298934,4136068,39074,5119520031,7164369,70790440,2019254
110736.94,253952,62,264385,17419558610,150,1,621,7247005,2,70655,71,136598333,1244,1,0,70,70,8,327,621,0,0,0,75083745,187917297,5134202971,0,621,564,2,1,8,8,6601,1,5139836191,5095468325,1449959185,395575025,395591409,2,1,17405301100,73389,73389,8,8,8,395575025,11,3,545102,7381789,4146107,39229,5139836191,7247005,70940541,2019254
111781.94,253952,62,265545,17496111274,150,1,621,7349019,2,70970,71,136598333,1244,1,0,70,70,8,327,621,0,0,0,75401769,189645046,5155987947,0,621,564,2,1,8,8,6601,1,5162380575,5117884407,1479787015,397323795,397323795,2,1,17481526084,73389,73389,8,8,8,397307411,11,3,545258,7484076,4166447,39401,5162380575,7349019,71238254,2019254
112810.47,253952,62,266783,17577510294,150,1,621,7428315,2,71311,71,136598333,1244,1,0,70,70,8,327,621,0,0,0,75744034,191236018,5179477657,0,621,564,2,1,8,8,6601,1,5185842463,5141656912,1492855419,399164836,399181220,2,1,17563252784,73389,73389,8,8,8,399164836,11,3,545996,7563654,4178949,39580,5185842463,7428315,71568044,2019254
113836.29,253952,62,267894,17650851694,151,1,621,7512040,2,71666,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,75906303,192056750,5201391467,0,621,564,2,1,8,8,6601,1,5207600415,5163152801,1493902003,400839878,400839878,2,1,17636233736,73389,73389,8,8,8,400823494,11,3,546024,7647626,4192017,39746,5207600415,7512040,71717269,2019254
114889.64,253952,62,269071,17728518470,151,1,621,7524659,2,71987,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,76068097,192926033,5224354373,0,621,564,2,1,8,8,6601,1,5230275871,5185825851,1494935894,402605032,402605032,2,1,17714621408,73389,73389,8,8,8,402605032,11,3,546039,7662592,4201964,39919,5230275871,7524659,71869141,2019254
115918.77,253952,62,271112,17863073802,151,1,621,7587428,2,72545,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,76998898,196876064,5263053217,0,621,564,2,1,8,8,6601,1,5269335327,5225142736,1531870539,405654171,405670555,2,1,17848783524,73389,73389,8,8,8,405654171,11,3,547663,7725785,4231945,40217,5269335327,7587428,72769998,2019254
116943.42,253952,62,272898,17980652002,151,1,621,7629465,2,73033,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,77268432,197730247,5297297491,0,621,564,2,1,8,8,6601,1,5303807263,5259534744,1534281605,408320445,408336829,2,1,17966099580,73389,73389,8,8,8,408320445,11,3,547663,7768186,4242087,40480,5303807263,7629465,73029429,2019254
117960.69,253952,62,274414,18080511350,152,1,621,7689451,2,73498,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,77479262,198554371,5326297519,0,621,564,2,1,8,8,6601,1,5332905247,5288796844,1535316611,410571086,410593503,2,1,18065127784,73389,73389,8,8,8,410571086,11,3,548414,7828482,4258177,40702,5332905247,7689451,73224203,2019254
118986.80,253952,62,275992,18184482194,152,1,621,7809079,2,73930,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,77858788,200161437,5357394169,0,621,564,2,1,8,8,6601,1,5363313951,5319159166,1543849291,412964865,412964865,2,1,18169733164,73389,73389,8,8,8,412948481,11,3,548710,7948436,4285034,40934,5363313951,7809079,73576905,2019254
120025.71,253952,62,277432,18279384938,152,1,621,7934455,2,74317,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,78277559,201991171,5384817522,0,621,564,2,1,8,8,6601,1,5390970143,5346930491,1556740377,415106851,415123235,2,1,18264701444,73389,73389,8,8,8,415106851,11,3,550659,8074123,4311642,41145,5390970143,7934455,73969096,2019254
121071.91,253952,62,279234,18398011714,153,1,621,8039841,2,74815,71,136863785,1244,1,0,70,70,8,327,621,0,0,0,79340474,206541935,5419454294,0,621,564,2,1,8,8,6601,1,5425835295,5381618461,1620358392,417814085,417814085,2,1,18383819740,73389,73389,8,8,8,417814085,11,3,554813,8179850,4355355,41411,5425835295,8039841,74988336,2019254
122097.79,253952,62,281012,18515331078,153,1,621,8115968,2,75355,71,137129237,1244,1,0,70,70,8,327,621,0,0,0,79919465,208656219,5453698342,0,621,564,2,1,8,8,6601,1,5459914015,5415892666,1639329443,420470008,420486392,2,1,18500680352,73389,73389,8,8,8,420470008,11,3,557143,8256349,4392680,41671,5459914015,8115968,75530038,2019254
123128.43,253952,62,282645,18622882270,153,1,621,8218246,2,75799,71,137129237,1244,1,0,70,70,8,327,621,0,0,0,80330601,210451774,5485055854,0,621,564,2,1,8,8,6601,1,5491633439,5447368132,1655554164,422923290,422923290,2,1,18607903864,73389,73389,8,8,8,422906906,11,3,557602,8358983,4420260,41913,5491633439,8218246,75913623,2019254
124145.69,253952,62,284708,18758879394,153,1,621,8258375,2,76359,71,137129237,1244,1,0,70,70,8,327,621,0,0,0,80726933,211814844,5525067564,0,621,564,2,1,8,8,6601,1,5531217183,5487110468,1660410678,426005197,426021581,2,1,18744228668,73389,73389,8,8,8,426005197,11,3,558457,8399550,4448526,42215,5531217183,8258375,76280720,2019254
125178.46,253952,62,286971,18907983718,154,1,621,8308132,2,77025,71,137394689,1244,1,0,70,70,8,327,621,0,0,0,82242263,216852191,5566258278,0,621,564,2,1,8,8,6601,1,5574470943,5530680201,1714568078,429406592,429406592,2,1,18893890048,73389,73389,8,8,8,429406592,11,3,564188,8449782,4499827,42545,5574470943,8308132,77745796,2019254
126199.85,253952,62,289588,19080553238,154,1,621,8369312,2,77747,71,137394689,1244,1,0,70,70,8,327,621,0,0,0,82646809,217821114,5617677236,0,621,564,2,1,8,8,6601,1,5625064735,5581118752,1717579540,433313732,433330116,2,1,19065804208,73389,73389,8,8,8,433313732,11,3,565740,8511488,4528588,42931,5625064735,8369312,78121615,2019254
127222.65,253952,62,292230,19254495706,155,1,621,8434172,2,78502,71,137394689,1244,1,0,70,70,8,327,621,0,0,0,84276113,223441317,5669488579,0,621,564,2,1,8,8,6601,1,5676051743,5631932991,1810508585,437280375,437296759,2,1,19240336500,73389,73389,8,8,8,437280375,11,3,572740,8576927,4586138,43320,5676051743,8434172,79693407,2019254
128240.47,253952,62,295483,19468397740,156,2,621,8482436,2,79467,71,137406755,1244,1,0,70,70,8,327,621,0,0,0,85944198,227909787,5731078694,0,621,564,2,1,8,8,6601,1,5737907655,5694469105,1840885811,442145979,442145979,2,1,19454423076,73389,73389,8,8,8,442145979,11,3,581324,8625757,4641521,43796,5737907655,8482436,81306147,2019254
129258.80,253952,62,298849,19690307110,157,2,621,8522270,2,80399,71,137660141,1244,1,0,70,70,8,327,621,0,0,0,86751568,229246909,5794949341,0,621,564,2,1,8,8,6601,1,5802788295,5759371953,1848192342,447173264,447189648,2,1,19675623616,73389,73389,8,8,8,447173264,11,3,581957,8667205,4659261,44291,5802788295,8522270,82095819,2019254
130285.77,253952,62,302103,19904888514,157,2,621,8561077,2,81325,71,137925593,1244,1,0,70,70,8,327,621,0,0,0,87594901,230854583,5857115942,0,621,564,2,1,8,8,6601,1,5865309639,5822101643,1861580793,452053093,452069477,2,1,19890336092,73389,73389,8,8,8,452053093,11,3,582929,8706592,4687411,44768,5865309639,8561077,82911043,2019254
131289.24,253952,62,306348,20184416094,158,2,621,8613233,2,82483,71,137925593,1244,1,0,70,70,8,327,621,0,0,0,89095035,233361013,5938030300,0,621,564,2,1,8,8,6601,1,5946443207,5903810267,1874974775,458407482,458423866,2,1,20169929208,73389,73389,8,8,8,458407482,11,3,593475,8759429,4749305,45387,5946443207,8613233,84349327,2019254
132293.40,253952,62,317516,20920303922,160,2,621,8649121,2,85639,71,138191045,1244,1,0,70,70,8,327,621,0,0,0,91153227,233414893,6153466777,0,621,564,2,1,8,8,6601,1,6162056647,6118944930,1879114742,475144121,475144121,2,1,20905620428,73389,73389,8,8,8,475127737,11,3,595854,8796276,4803672,47032,6162056647,8649121,86353237,2019254
133297.13,253952,62,328739,21659635698,162,2,621,8684674,2,88810,71,138721949,1244,1,0,70,70,8,327,621,0,0,0,93127810,233415088,6369145871,0,621,564,2,1,8,8,6601,1,6377125648,6335022688,1881974501,491935945,491952329,2,1,21645181580,73389,73389,8,8,8,491935945,11,3,596623,8832829,4853264,48678,6377125648,8684674,88278315,2019254
134301.04,253952,62,339661,22379136218,164,2,621,8718806,2,91897,71,138987401,1244,1,0,70,70,8,327,621,0,0,0,95240569,233488972,6578420854,0,621,564,2,1,8,8,6601,1,6587234064,6545398705,1887884357,508297911,508297911,2,1,22365108084,73389,73389,8,8,8,508297911,11,3,600350,8867944,4891895,50281,6587234064,8718806,90352536,2019254
135304.80,253952,62,350189,23072556718,167,2,621,8756015,2,94933,71,139518305,1244,1,0,70,70,8,327,621,0,0,0,97306914,233489035,6780289749,0,621,564,2,1,8,8,6601,1,6789153762,6748011160,1890939527,524051510,524067894,2,1,23058266440,73389,73389,8,8,8,524051510,11,3,601234,8906100,4938946,51826,6789153762,8756015,92371913,2019254
136308.37,253952,62,361239,23800445846,169,2,621,8798677,2,98014,71,139518305,1244,1,0,70,70,8,327,621,0,0,0,99226997,233489130,6993104322,0,621,564,2,1,8,8,6601,1,7001621474,6960837584,1893614005,540601892,540601892,2,1,23786483248,73389,73389,8,8,8,540601892,11,3,601337,8949748,4978554,53447,7001621474,8798677,94252479,2019254
137311.98,253952,62,372252,24526175594,170,2,621,8839469,2,101116,71,140037143,1244,1,0,70,70,8,327,621,0,0,0,101352133,233489189,7203232048,0,621,564,2,1,8,8,6601,1,7213368396,7172996662,1900048702,557084579,557100963,2,1,24511721476,73389,73389,8,8,8,557084579,11,3,602420,8991461,5022675,55063,7213368396,8839469,96333578,2019254
138315.71,253952,62,383201,25247711038,172,2,621,8872371,2,104245,71,140568047,1244,1,0,70,70,8,327,621,0,0,0,103495215,233489578,7414331072,0,621,564,2,1,8,8,6601,1,7424252481,7383919335,1903332792,573477154,573493538,2,1,25232994776,73389,73389,8,8,8,573477154,11,3,604660,9025306,5056506,56672,7424252481,8872371,98442913,2019254
139319.28,253952,62,394337,25981501714,174,2,621,8904955,2,107392,71,140833499,1244,1,0,70,70,8,327,621,0,0,0,105468837,233490455,7629113344,0,621,564,2,1,8,8,6601,1,7638030913,7598348031,1906234274,590172833,590172833,2,1,25967604652,73389,73389,8,8,8,590172833,11,3,606160,9058809,5100386,58303,7638030913,8904955,100372745,2019254
139993.38,253952,62,400935,26415466446,178,2,621,8924355,2,109410,78,148439424,1251,1,1039,77,77,70,347,621,545,1039,95,108718096,239020338,7768721673,8,621,564,2,1,8,8,6601,1,7763456807,7725180361,7994062929,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,11,3,621768,9078770,5202439,59276,7763456807,8924355,103521072,2019254
