timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
147986.94,1,253952,62,300450,19796026602,157,2,621,5982141,15,80821,49,67,1,75091,137925593,1244,1,0,66,70,4,106788,621,0,0,0,66745681,112848781,5822647512,0,621,3657,2,1,8,8,509,1,5833328071,5790230296,885686024,449583427,449599811,2,1,19781670788,73389,73389,8,8,8,449583427,8,3,238744,6110636,2883971,44524,5833328071,5982141,63865449,19561
148989.91,1,253952,62,311766,20541348306,159,2,621,6022054,15,84016,49,67,1,75091,137925593,1244,1,0,66,70,4,106788,621,0,0,0,68775020,112848869,6042411212,0,621,3657,2,1,8,8,509,1,6051169735,6008178839,894195397,466518833,466535217,2,1,20526828652,73389,73389,8,8,8,466518833,8,3,242474,6151419,2941832,46186,6051169735,6022054,65837014,19561
149993.02,1,253952,62,323091,21287364754,161,2,621,6062161,15,87214,49,67,1,75091,138456497,1244,1,0,66,70,4,106788,621,0,0,0,70768606,112849011,6259139194,0,621,3657,2,1,8,8,509,1,6268204816,6226179554,897159572,483490881,483490881,2,1,21273598764,73389,73389,8,8,8,483490881,8,3,242853,6192337,2984027,47847,6268204816,6062161,67788496,19561
150995.76,1,253952,62,334401,22032824146,163,2,621,6102860,15,90409,49,67,1,75091,138987401,1244,1,0,66,70,4,106788,621,0,0,0,72785474,112849067,6478378464,0,621,3657,2,1,8,8,509,1,6486308624,6444102650,900179316,500430161,500430161,2,1,22018927084,73389,73389,8,8,8,500430161,8,3,243431,6233874,3039283,49511,6486308624,6102860,69750201,19561
151998.92,1,253952,62,345566,22768515366,165,2,621,6142202,15,93563,49,67,1,75091,139252853,1244,1,0,66,70,4,106788,621,0,0,0,74778735,112849449,6691717400,0,621,3657,2,1,8,8,509,1,6701135632,6659261127,903094988,517142224,517158608,2,1,22754257856,73389,73389,8,8,8,517142224,8,3,246587,6274134,3085023,51150,6701135632,6142202,71697804,19561
153002.05,1,253952,62,356395,23481131298,168,2,621,6176474,15,96682,49,67,1,75091,139518305,1244,1,0,66,70,4,106788,621,0,0,0,76840323,112849545,6899355545,0,621,3657,2,1,8,8,509,1,6908167138,6867520966,906051058,533342509,533358893,2,1,23467070396,73389,73389,8,8,8,533342509,8,3,248447,6309355,3131129,52734,6908167138,6176474,73713365,19561
154004.99,1,253952,62,367488,24212369378,170,2,621,6214931,15,99817,49,67,1,75091,139783757,1244,1,0,66,70,4,106788,621,0,0,0,78964389,112849626,7112563289,0,621,3657,2,1,8,8,509,1,7121814498,7081214868,909209291,549954109,549970493,2,1,24197980796,73389,73389,8,8,8,549954109,8,3,248710,6348818,3174517,54364,7121814498,6214931,75794119,19561
155007.69,1,253952,62,378637,24947012022,172,2,621,6250935,15,103002,49,67,1,75091,140302595,1244,1,0,66,70,4,106788,621,0,0,0,80949962,112849677,7327006456,0,621,3657,2,1,8,8,509,1,7336303169,7296045221,919601356,566657980,566674364,2,1,24932951120,73389,73389,8,8,8,566657980,8,3,252771,6385681,3231907,56001,7336303169,6250935,77722391,19561
156010.52,1,253952,62,390262,25712849802,173,2,621,6292688,15,106225,49,67,1,75091,140568047,1244,1,0,66,70,4,106788,621,0,0,0,82950140,112849767,7550179591,0,621,3657,2,1,8,8,509,1,7559912001,7519832341,922567109,584049979,584066363,2,1,25698199076,73389,73389,8,8,8,584049979,8,3,257281,6428306,3292824,57707,7559912001,6292688,79661744,19561
157013.11,1,253952,62,400935,26415466446,178,2,621,6329384,15,109410,49,67,1,75091,141098951,1244,1,0,66,70,4,106788,621,0,0,0,84871434,112850247,7754727236,0,621,3657,2,1,8,8,509,1,7763456807,7725180361,925512433,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,8,3,261340,6465803,3340783,59276,7763456807,6329384,81535163,19561
157021.48,1,253952,62,400935,26415466446,178,2,621,6329384,15,109410,49,74,1,75091,148439424,1251,1,1038,73,77,66,106827,621,235,1038,72,88158859,124780149,7767760815,8,621,3657,2,1,8,8,509,1,7763456807,7725180361,4888918733,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,8,3,273237,6465803,3460542,59276,7763456807,6329384,84702888,19561
