timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
119047.21,2,253952,62,153630,10121992566,132,1,621,5676837,14,39461,71,2917,133678361,1244,1,0,70,70,1,8,23679,621,0,0,0,44660261,141987001,2996568326,0,621,478,2,1,8,8,419,0,1,3009010030,2962283717,1071641034,229713804,229730188,2,1,0,10107407376,73389,73389,8,8,8,229713804,9,3,346595,5777073,2729911,22968,3009010030,5676837,41932925,45210
120083.96,2,253952,62,155213,10226266958,132,1,621,5769153,14,39895,71,2917,133678361,1244,1,0,70,70,1,8,23679,621,0,0,0,44884214,142790004,3026747381,0,621,478,2,1,8,8,419,0,1,3039549806,2992757036,1072667417,232085166,232101550,2,1,0,10211747304,73389,73389,8,8,8,232085166,9,3,346626,5869733,2748934,23201,3039549806,5769153,42137887,45210
121115.97,2,253952,62,156932,10339454246,132,1,621,5813866,14,40363,71,2917,133678361,1244,1,0,70,70,1,8,23679,621,0,0,0,45692685,145739153,3060859155,0,621,478,2,1,8,8,419,0,1,3072186734,3025849018,1111645843,234653136,234669520,2,1,0,10324737984,73389,73389,8,8,8,234653136,9,3,347669,5927575,2772789,23450,3072186734,5813866,42922535,45210
122153.26,2,253952,62,158907,10469258218,133,1,621,5831462,14,40954,71,2917,133678361,1244,1,0,70,70,1,8,23679,621,0,0,0,46160392,147117800,3099050831,0,621,478,2,1,8,8,419,0,1,3109793055,3063788935,1117651227,237620355,237620355,2,1,0,10454574724,73389,73389,8,8,8,237603971,9,3,349183,5945561,2783006,23741,3109793055,5831462,43380062,45210
123184.94,2,253952,62,160403,10567830978,133,1,621,5884263,14,41364,71,2917,133943813,1244,1,0,70,70,1,8,23679,621,0,0,0,46393083,147917400,3127393423,0,621,478,2,1,8,8,419,0,1,3138366751,3092601170,1118683182,239860645,239860645,2,1,0,10553868380,73389,73389,8,8,8,239860645,9,3,349194,5998693,2801511,23959,3138366751,5884263,43594281,45210
124210.69,2,253952,62,162236,10688754822,134,1,621,5979066,14,41905,71,2917,133943813,1244,1,0,70,70,1,8,23679,621,0,0,0,46785616,149056326,3162687188,0,621,478,2,1,8,8,419,0,1,3173625119,3127947792,1125437186,242598488,242614872,2,1,0,10674333472,73389,73389,8,8,8,242598488,9,3,352832,6093911,2833522,24228,3173625119,5979066,43954839,45210
125245.09,2,253952,62,164225,10819902282,134,1,621,6049952,14,42460,71,2917,134209265,1244,1,0,70,70,1,8,23679,621,0,0,0,47060669,149800020,3200995544,0,621,478,2,1,8,8,419,0,1,3212160287,3166248382,1126455256,245582091,245598475,2,1,0,10805612004,73389,73389,8,8,8,245582091,9,3,352926,6165254,2854675,24522,3212160287,6049952,44208772,45210
126268.98,2,253952,62,166419,10964484622,134,1,621,6115975,14,43058,71,2917,134209265,1244,1,0,70,70,1,8,23679,621,0,0,0,47634144,151414391,3243501126,0,621,478,2,1,8,8,419,0,1,3254103327,3208544095,1133606826,248876990,248893374,2,1,0,10950587560,73389,73389,8,8,8,248876990,9,3,353239,6231746,2885454,24842,3254103327,6115975,44751508,45210
127288.28,2,253952,62,168757,11118238694,135,1,621,6198940,14,43750,71,2917,134209265,1244,1,0,70,70,1,8,23679,621,0,0,0,48348252,153320412,3287943244,0,621,478,2,1,8,8,419,0,1,3299061023,3253494446,1144545877,252362464,252378848,2,1,0,11103948416,73389,73389,8,8,8,252362464,9,3,356490,6324188,2920364,25185,3299061023,6198940,45430743,45210
128306.29,2,253952,62,171944,11328429186,135,1,621,6237134,14,44618,71,2917,134209265,1244,1,0,70,70,1,8,23679,621,0,0,0,48886537,154326465,3348536321,0,621,478,2,1,8,8,419,0,1,3360271647,3314949776,1147757826,257143989,257160373,2,1,0,11314335516,73389,73389,8,8,8,257143989,9,3,359115,6369013,2953404,25652,3360271647,6237134,45936029,45210
129328.19,2,253952,62,175955,11592886794,136,1,621,6291542,14,45734,71,2917,134474717,1244,1,0,70,70,1,8,23679,621,0,0,0,51316664,160924615,3423287243,0,621,478,2,1,8,8,419,0,1,3437341983,3392240179,1238607070,263152155,263152155,2,1,0,11577708472,73389,73389,8,8,8,263129738,9,3,367218,6424138,3026021,26240,3437341983,6291542,48293581,45210
130349.30,2,253952,62,180351,11882310310,136,1,621,6337232,14,46962,71,2917,134474717,1244,1,0,70,70,1,8,23679,621,0,0,0,52210620,162290148,3508524357,0,621,478,2,1,8,8,419,0,1,3522145567,3476866092,1244037488,269735920,269735920,2,1,0,11867659584,73389,73389,8,8,8,269719536,9,3,369288,6470497,3055461,26887,3522145567,6337232,49158136,45210
131353.05,2,253952,62,184915,12183274778,137,1,621,6397074,14,48214,71,2917,134740169,1244,1,0,70,70,1,8,23679,621,0,0,0,54749133,167995399,3595727161,0,621,478,2,1,8,8,419,0,1,3609963807,3564779564,1299818080,276569319,276585703,2,1,0,12169050036,73389,73389,8,8,8,276569319,9,3,383427,6531023,3140784,27557,3609963807,6397074,51611368,45210
132356.88,2,253952,62,196068,12917914114,139,1,621,6440745,14,51364,71,2917,134740169,1244,1,0,70,70,1,8,23679,621,0,0,0,56793917,168007844,3809590186,0,621,478,2,1,8,8,419,0,1,3824790815,3779528542,1302742164,293275349,293275349,2,1,0,12903394460,73389,73389,8,8,8,293258965,9,3,388070,6575667,3198195,29196,3824790815,6440745,53598828,45210
133360.84,2,253952,62,207140,13647727674,141,1,621,6485155,14,54493,71,2917,135271073,1244,1,0,70,70,1,8,23679,621,0,0,0,58903574,168040090,4023059571,0,621,478,2,1,8,8,419,0,1,4037913887,3992931713,1308011107,309831764,309854181,2,1,0,13632597616,73389,73389,8,8,8,309831764,9,3,391686,6621055,3277914,30822,4037913887,6485155,55628852,45210
134364.58,2,253952,62,218131,14371798442,143,1,621,6527998,14,57601,71,2917,135536525,1244,1,0,70,70,1,8,23679,621,0,0,0,61014055,168040107,4235611094,0,621,478,2,1,8,8,419,0,1,4249726239,4204622332,1312257843,326298067,326314451,2,1,0,14357114948,73389,73389,8,8,8,326298067,9,3,392644,6664873,3319012,32438,4249726239,6527998,57698316,45210
135369.75,2,253952,62,229464,15118765162,144,1,621,6573240,14,60748,71,2917,135801977,1244,1,0,70,70,1,8,23679,621,0,0,0,63011841,168040122,4454194324,0,621,478,2,1,8,8,419,0,1,4467830047,4422943658,1315731099,343278307,343294691,2,1,0,15104245508,73389,73389,8,8,8,343278307,9,3,393588,6711130,3373571,34102,4467830047,6573240,59641628,45210
136372.60,2,253952,62,240405,15839510866,146,1,621,6617826,14,63841,71,2917,136067429,1244,1,0,70,70,1,8,23679,621,0,0,0,65050414,168040254,4663731690,0,621,478,2,1,8,8,419,0,1,4678069535,4633662761,1319875373,359656657,359673041,2,1,0,15824892908,73389,73389,8,8,8,359656657,9,3,396065,6756731,3425960,35706,4678069535,6617826,61627893,45210
137375.90,2,253952,62,251466,16568386342,148,1,621,6661321,14,66967,71,2917,136332881,1244,1,0,70,70,1,8,23679,621,0,0,0,67120659,168040282,4876807928,0,621,478,2,1,8,8,419,0,1,4891061535,4846775832,1322934691,376221264,376237648,2,1,0,16553735616,73389,73389,8,8,8,376221264,9,3,397254,6801236,3486746,37331,4891061535,6661321,63637442,45210
138379.93,2,253952,62,262289,17281398798,150,1,621,6704322,14,70030,71,2917,136598333,1244,1,0,70,70,1,8,23679,621,0,0,0,69232176,168074754,5085820340,0,621,478,2,1,8,8,419,0,1,5099334943,5055126696,1333754831,392443966,392443966,2,1,0,17266813608,73389,73389,8,8,8,392427582,9,3,402610,6845241,3554719,38920,5099334943,6704322,65681073,45210
139383.53,2,253952,62,273065,17991596514,152,1,621,6746592,14,73068,71,2917,136863785,1244,1,0,70,70,1,8,23679,621,0,0,0,71267549,168075003,5293389244,0,621,478,2,1,8,8,419,0,1,5307084063,5262763734,1336683007,408582589,408582589,2,1,0,17977633916,73389,73389,8,8,8,408582589,9,3,404803,6888605,3599612,40505,5307084063,6746592,67671632,45210
140386.69,2,253952,62,284056,18715884470,153,1,621,6788887,14,76132,71,2917,137129237,1244,1,0,70,70,1,8,23679,621,0,0,0,73371080,168076102,5506728758,0,621,478,2,1,8,8,419,0,1,5518896415,5474570109,1341522564,425032508,425048892,2,1,0,18701430352,73389,73389,8,8,8,425032508,9,3,406857,6931945,3665778,42121,5518896415,6788887,69709091,45210
141390.23,2,253952,62,294767,19421556894,155,1,621,6829565,14,79162,71,2917,137394689,1244,1,0,70,70,1,8,23679,621,0,0,0,75434234,168076313,5711953746,0,621,478,2,1,8,8,419,0,1,5724826373,5680806618,1344548967,441066794,441083178,2,1,0,19406938936,73389,73389,8,8,8,441066794,9,3,410717,6973548,3723167,43693,5724826373,6829565,71714933,45210
142394.08,2,253952,62,305250,20111926662,158,1,621,6866490,14,82183,71,2917,137925593,1244,1,0,70,70,1,8,23679,621,0,0,0,77484583,168076510,5913859286,0,621,478,2,1,8,8,419,0,1,5925733831,5882620977,1347546488,456773400,456773400,2,1,0,20098029600,73389,73389,8,8,8,456773400,9,3,411339,7011449,3768813,45229,5925733831,6866490,73719722,45210
143397.09,2,253952,62,316291,20839491418,159,1,621,6907581,14,85249,71,2917,137925593,1244,1,0,70,70,1,8,23679,621,0,0,0,79553980,168076569,6125756160,0,621,478,2,1,8,8,419,0,1,6138070471,6095350753,1350557059,473305239,473305239,2,1,0,20824709620,73389,73389,8,8,8,473288855,9,3,411551,7053557,3809405,46849,6138070471,6907581,75748616,45210
144400.41,2,253952,62,326806,21532158254,162,1,621,6945479,14,88282,71,2917,138721949,1244,1,0,70,70,1,8,23679,621,0,0,0,81625538,168077358,6326882064,0,621,478,2,1,8,8,419,0,1,6339901200,6297763606,1361850524,489050646,489050646,2,1,0,21517507528,73389,73389,8,8,8,489034262,9,3,412375,7092428,3862821,48394,6339901200,6945479,77766843,45210
145403.78,2,253952,62,337867,22261033730,164,1,621,6983554,14,91384,71,2917,138987401,1244,1,0,70,70,1,8,23679,621,0,0,0,83649401,168077439,6540352260,0,621,478,2,1,8,8,419,0,1,6552893200,6510841149,1369526152,505615253,505615253,2,1,0,22247071132,73389,73389,8,8,8,505615253,9,3,416804,7131467,3918118,50019,6552893200,6983554,79735494,45210
146407.41,2,253952,62,348658,22971690198,166,1,621,7020678,14,94460,71,2917,139518305,1244,1,0,70,70,1,8,23679,621,0,0,0,85732425,168077479,6746285736,0,621,478,2,1,8,8,419,0,1,6759924706,6718641543,1372586387,521762068,521762068,2,1,0,22957530992,73389,73389,8,8,8,521762068,9,3,418865,7169548,3963972,51603,6759924706,7020678,81772745,45210
147410.71,2,253952,62,359728,23700890046,168,1,621,7058364,14,97588,71,2917,139518305,1244,1,0,70,70,1,8,23679,621,0,0,0,87832113,168077601,6959493521,0,621,478,2,1,8,8,419,0,1,6973047778,6931736250,1377953194,538337026,538337026,2,1,0,23686829144,73389,73389,8,8,8,538337026,9,3,420044,7208167,4013987,53229,6973047778,7058364,83822509,45210
148414.06,2,253952,62,370696,24423670674,170,1,621,7096021,14,100690,71,2917,140037143,1244,1,0,70,70,1,8,23679,621,0,0,0,89865805,168077877,7168768725,0,621,478,2,1,8,8,419,0,1,7183418338,7143066867,1385201702,554762369,554762369,2,1,0,24409544236,73389,73389,8,8,8,554762369,9,3,425247,7246774,4071392,54834,7183418338,7096021,85798892,45210
149417.07,2,253952,62,381322,25124037990,172,1,621,7134525,14,103735,71,2917,140568047,1244,1,0,70,70,1,8,23679,621,0,0,0,91963658,168077892,7372984080,0,621,478,2,1,8,8,419,0,1,7388076609,7347760450,1388316588,570679808,570696192,2,1,0,25109911552,73389,73389,8,8,8,570679808,9,3,425834,7286299,4114304,56396,7388076609,7134525,87853907,45210
150420.16,2,253952,62,392160,25838033486,174,1,621,7174801,14,106798,71,2917,140833499,1244,1,0,70,70,1,8,23679,621,0,0,0,94007812,168077989,7582258837,0,621,478,2,1,8,8,419,0,1,7596218945,7556409112,1391305966,586910702,586910702,2,1,0,25824070888,73389,73389,8,8,8,586910702,9,3,426229,7327603,4166811,57984,7596218945,7174801,89845644,45210
151292.75,2,253952,62,400935,26415466446,180,1,621,7206480,14,109410,78,2917,148439424,1251,1,1039,77,77,1,70,23694,621,393,1039,75,98399084,175967748,7768109681,8,621,478,2,1,8,8,419,101556685,1,7763456807,7725180361,6496358220,600037902,600037902,2,1,101556685,26401667688,73389,73389,8,8,8,600037902,9,3,444159,7360069,4339612,59276,7763456807,7206480,94064247,45210
