timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolExpansions,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,GlobalThreadPoolThreadCreationMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
142404.22,253952,62,247958,16337424246,147,1,621,6017679,16,65956,49,68,52,115055,136332881,1244,1,0,67,70,6694,5,134547,621,0,0,0,57799748,130006893,4814912765,0,621,6713,2,1,8,8,400,1,4823821599,4779227983,944690494,370987020,370987020,2,1,16323428880,73389,73389,8,8,8,370987020,12,3,258656,6104453,2667331,36818,4823821599,6017679,55136377,8819
143406.88,253952,62,259148,17074488414,149,1,621,6059061,16,69118,49,68,52,115055,136332881,1244,1,0,67,70,6694,5,134547,621,0,0,0,59910952,130006909,5031790979,0,621,6713,2,1,8,8,400,1,5039041823,4994645031,947819219,387742202,387742202,2,1,17060656888,73389,73389,8,8,8,387742202,12,3,258740,6146648,2725906,38460,5039041823,6059061,57189095,8819
144409.10,253952,62,270360,17813525278,151,1,621,6100551,16,72289,49,68,52,115055,136863785,1244,1,0,67,70,6694,5,134547,621,0,0,0,61922446,130007213,5245785662,0,621,6713,2,1,8,8,400,1,5254786335,5210653199,954720797,404534026,404550410,2,1,17799497144,73389,73389,8,8,8,404534026,12,3,264423,6189012,2777448,40106,5254786335,6100551,59149136,8819
145411.43,253952,62,281610,18554787058,153,1,621,6141638,16,75463,49,68,52,115055,137129237,1244,1,0,67,70,6694,5,134547,621,0,0,0,63915760,130007348,5463844568,0,621,6713,2,1,8,8,400,1,5471710495,5427439652,959311444,421377161,421377161,2,1,18539874188,73389,73389,8,8,8,421360777,12,3,271148,6230955,2839826,41761,5471710495,6141638,61080159,8819
146413.90,253952,62,292955,19302274758,155,1,621,6183093,16,78667,49,68,52,115055,137394689,1244,1,0,67,70,6694,5,134547,621,0,0,0,65953326,130007364,5681377290,0,621,6713,2,1,8,8,400,1,5689683231,5645949259,962889669,438367752,438367752,2,1,19288181088,73389,73389,8,8,8,438367752,12,3,272561,6273286,2895125,43424,5689683231,6183093,63062521,8819
147416.17,253952,62,304382,20055041414,157,1,621,6225811,16,81892,49,68,52,115055,137925593,1244,1,0,67,70,6694,5,134547,621,0,0,0,67936821,130007392,5901129228,0,621,6713,2,1,8,8,400,1,5909349831,5865975853,965848839,455462680,455479064,2,1,20040357920,73389,73389,8,8,8,455462680,12,3,272768,6316875,2954480,45104,5909349831,6225811,64986743,8819
148418.31,253952,62,315796,20806785646,159,1,621,6266868,16,85114,49,68,52,115055,137925593,1244,1,0,67,70,6694,5,134547,621,0,0,0,69974817,130007963,6120760422,0,621,6713,2,1,8,8,400,1,6128764359,6085777737,968899317,472561926,472561926,2,1,20792724744,73389,73389,8,8,8,472561926,12,3,273236,6358807,2999667,46778,6128764359,6266868,66979636,8819
149420.24,253952,62,326925,21539957038,162,1,621,6307639,16,88315,49,68,52,115055,138721949,1244,1,0,67,70,6694,5,134547,621,0,0,0,72009546,130007984,6335258836,0,621,6713,2,1,8,8,400,1,6341867280,6300005634,971913904,489230870,489230870,2,1,21526158280,73389,73389,8,8,8,489230870,12,3,273619,6400434,3049799,48409,6341867280,6307639,68964318,8819
150422.40,253952,62,338349,22292622082,164,1,621,6348440,16,91540,49,68,52,115055,138987401,1244,1,0,67,70,6694,5,134547,621,0,0,0,74006109,130008022,6555414998,0,621,6713,2,1,8,8,400,1,6562068240,6520087191,974870741,506319765,506336149,2,1,22278069660,73389,73389,8,8,8,506319765,12,3,273671,6442123,3092402,50089,6562068240,6348440,70918364,8819
151424.84,253952,62,349162,23004720342,167,1,621,6386414,16,94651,49,68,52,115055,139518305,1244,1,0,67,70,6694,5,134547,621,0,0,0,76051821,130008112,6762529506,0,621,6713,2,1,8,8,400,1,6769361890,6728246710,977920781,522515732,522515732,2,1,22990692208,73389,73389,8,8,8,522515732,12,3,274372,6481028,3140957,51675,6769361890,6386414,72915608,8819
152427.06,253952,62,360774,23769706154,168,1,621,6422324,16,97873,49,68,52,115055,139518305,1244,1,0,67,70,6694,5,134547,621,0,0,0,78074209,130008146,6985439457,0,621,6713,2,1,8,8,400,1,6992839650,6951882680,994171545,539899539,539899539,2,1,23755579716,73389,73389,8,8,8,539899539,12,3,278409,6517884,3200038,53380,6992839650,6422324,74879007,8819
153429.48,253952,62,372132,24518311274,170,1,621,6456728,16,101083,49,68,52,115055,140037143,1244,1,0,67,70,6694,5,134547,621,0,0,0,80102343,130008169,7202515304,0,621,6713,2,1,8,8,400,1,7211271244,7170693057,998266407,556904355,556920739,2,1,24503791620,73389,73389,8,8,8,556904355,12,3,279946,6553172,3244099,55047,7211271244,6456728,76863171,8819
154432.45,253952,62,383139,25243647806,172,1,621,6496679,16,104230,49,68,52,115055,140568047,1244,1,0,67,70,6694,5,134547,621,0,0,0,82156403,130008264,7414663161,0,621,6713,2,1,8,8,400,1,7422810689,7382642258,1001287436,573395234,573411618,2,1,25229390296,73389,73389,8,8,8,573395234,12,3,280674,6594048,3276779,56661,7422810689,6496679,78884641,8819
155435.60,253952,62,394267,25976914194,174,1,621,6537016,16,107374,49,68,52,115055,140833499,1244,1,0,67,70,6694,5,134547,621,0,0,0,84106660,130008326,7629180625,0,621,6713,2,1,8,8,400,1,7636851265,7596990741,1004054491,590058145,590074529,2,1,25962558380,73389,73389,8,8,8,590058145,12,3,280786,6635379,3324481,58294,7636851265,6537016,80787276,8819
156104.69,253952,62,400935,26415466446,178,1,621,6560462,16,109410,49,75,52,115055,148439424,1251,1,1038,74,77,6694,67,134563,621,334,1038,82,87998570,137097883,7767828354,8,621,6713,2,1,8,8,400,1,7763456807,7725180361,5132178908,600037902,600037902,2,1,26401667688,73389,73389,8,8,8,600037902,12,3,297662,6659380,3419697,59276,7763456807,6560462,84584088,8819
