timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
312366.01,43,253952,62,388554,25597298492,13,97747274,2197,16,16,5440,2543,4,1170,3041282,8,4,152421,10,0,225849003,2342,1,1081,0,4,1645,483179235,8,1932652252,9,30,4,1589,1170,1081,8,0,0,192841105,4868198,8434580414,0,1162,1163,8,3,1,14,14,2300,3,8427779999,8089534795,295081240,490268010,490284394,1,3,1,25493936552,73389,73389,14,14,14,490268014,10,3,327385,3112896,3982247,70045,8427779999,3041282,188866342,3988
314375.76,43,253952,62,397593,26192525972,13,98892786,2280,16,16,5440,2598,4,1170,3135316,8,4,155951,10,0,226464369,2342,1,1081,0,4,1645,494387154,8,1977548616,9,30,4,1589,1170,1081,8,0,0,197602814,4975479,8648510298,0,1162,1163,8,3,1,14,14,2300,3,8642073095,8278828745,301082991,501602691,501619075,1,3,1,26083339964,73389,73389,14,14,14,501602695,10,3,338063,3208827,4103962,71825,8642073095,3135316,193506536,3988
316383.29,43,253952,62,406625,26787608416,13,100154938,2361,16,16,5440,2655,4,1170,3218172,8,4,159474,10,0,226778085,2342,1,1081,0,4,1645,505578688,8,2022250148,9,30,4,1589,1170,1081,8,0,0,202328856,5050897,8863130337,0,1162,1163,8,3,1,14,14,2300,3,8855722623,8468184350,307124040,512935213,512935213,1,3,1,26672631108,73389,73389,14,14,14,512935217,10,3,339011,3293616,4198010,73598,8855722623,3218172,198138603,3988
318390.81,44,253952,62,415620,27380024708,13,101383618,2446,16,16,5440,2709,4,1170,3299847,8,4,162983,10,0,227103867,2342,1,1081,0,4,1645,516703917,8,2066815668,9,30,4,1589,1170,1081,8,0,0,207054977,5126297,9070068736,0,1162,1163,8,3,1,14,14,2300,3,9062607011,8656189842,313142114,524220742,524237126,1,3,1,27259478616,73389,73389,14,14,14,524220746,10,3,342753,3377130,4317645,75310,9062607011,3299847,202745396,3988
320396.35,44,253952,62,423818,27920186086,13,102561327,2511,16,16,5440,2765,4,1377,3368074,8,4,166150,10,0,262876175,2756,1,1081,0,4,1645,526751748,8,2107006992,9,30,4,1589,1377,1081,8,0,0,211031626,5175012,9269641629,0,1369,1355,8,3,1,14,14,2300,3,9262415060,8828810397,318309568,534461569,534461569,1,3,1,27792001620,73389,73389,14,14,14,534461573,10,3,349895,3446971,4412602,76972,9262415060,3368074,206627248,4657
322402.94,44,253952,62,430377,28352971934,14,105172329,2530,17,17,5440,2804,4,1512,3406970,8,4,168730,10,0,287465808,3026,1,1081,0,4,1645,534894698,8,2139578792,9,31,4,1589,1512,1081,8,0,0,213849081,5186017,9423591804,0,1504,1441,8,3,1,14,14,2300,3,9415732185,8966273607,323763858,542703548,542719932,1,3,1,28220584528,73389,73389,14,14,14,542703552,10,3,353164,3486934,4462542,78237,9415732185,3406970,209394876,5006
324410.01,46,253952,62,439683,28965082160,14,106346626,2615,17,17,5440,2866,4,1539,3482472,8,4,172333,10,0,291958379,3080,1,1081,0,4,1645,546332027,8,2185328108,9,31,4,1589,1539,1081,8,0,0,218656644,5241257,9650161611,0,1531,1464,8,3,1,14,14,2300,3,9642347958,9161510458,329796705,554321075,554321075,1,3,1,28824695932,73389,73389,14,14,14,554321079,10,3,354560,3564379,4547772,80107,9642347958,3482472,214117395,5098
326415.85,46,253952,62,449525,29615155192,14,107403873,2712,17,17,5440,2925,4,1539,3559093,8,4,176157,10,0,293816543,3080,1,1081,0,4,1645,558460939,8,2233779132,9,31,4,1589,1539,1081,8,0,0,223614145,5250408,9891274824,0,1531,1464,8,3,1,14,14,2300,3,9882888757,9369088325,335815497,566623683,566623683,1,3,1,29464431548,73389,73389,14,14,14,566623687,10,3,360655,3642979,4661767,82085,9882888757,3559093,218961104,5098
328421.26,47,253952,62,459464,30269666722,14,108564252,2807,17,17,5440,2988,6,1539,3636889,8,4,180006,10,0,294419843,3080,1,1081,0,4,1645,570700440,8,2282672200,9,31,4,1589,1539,1081,8,0,0,228494010,5254881,10137000927,0,1531,1464,8,3,1,14,14,2300,3,10128543064,9578134578,341857593,579021165,579021165,1,3,1,30109100612,73389,73389,14,14,14,579021169,10,3,367654,3722758,4755814,84117,10128543064,3636889,223747122,5098
330427.65,47,253952,62,469322,30918616450,14,109745701,2901,17,17,5440,3050,7,1539,3719797,8,4,183833,10,0,295059341,3080,1,1081,0,4,1645,582812862,8,2331251448,9,31,4,1589,1539,1081,8,0,0,233317146,5267999,10379767921,0,1531,1464,8,3,1,14,14,2300,3,10370975134,9785295496,347858780,591306118,591338886,1,3,1,30747918168,73389,73389,14,14,14,591306122,10,3,377143,3807654,4859960,86124,10370975134,3719797,228466329,5098
331942.77,47,253952,62,476249,31375118182,14,110554752,2975,17,17,5440,3127,7,1539,3772580,8,4,186584,17,12,303353028,3087,1,1081,1226,4,1645,591599349,8,2366397396,16,38,9,1824,1539,1081,8,1226,955,237029976,5276143,10538211680,8,1531,1464,8,3,1,14,14,2300,3,10529002962,9930119294,478462373,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,10,3,404089,3861787,4944736,87393,10529002962,3772580,232094528,5098
