timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
274426.96,26,253952,62,375236,24720708668,15,96426642,0,2190,18,18,4630,2457,13,1143,3019044,6,21,147234,20,1,214630045,2288,1,1081,0,4,2827,466809177,8,1867172036,19,32,14,134,1143,1081,6,0,0,191103833,4296347,8137782388,0,1137,1004,6,3,1,14,14,3404,0,3,8130970085,7810338359,291521517,473623642,473623642,1,3,1,0,24628429416,73389,73389,14,14,14,473623646,9,3,401331,3093105,4203859,67561,8130970085,3019044,186907351,3798
276440.54,28,253952,62,381546,25137005596,15,98451699,0,2232,18,18,4630,2502,13,1206,3092682,6,21,149697,20,1,225999526,2414,1,1081,0,4,2827,474568338,8,1898273352,19,32,14,134,1206,1081,6,0,0,194776781,4673806,8287780109,0,1200,1055,6,3,1,14,14,3404,0,3,8281010862,7943301743,297581537,481517683,481517683,1,3,1,0,25038919548,73389,73389,14,14,14,481517687,9,3,403314,3168239,4290631,68830,8281010862,3092682,190493665,4023
278449.39,28,253952,62,387920,25556474526,15,100385251,0,2288,18,18,4630,2537,14,1242,3157366,6,21,152182,20,1,232017870,2486,1,1081,0,4,2827,482444347,8,1929777388,19,32,14,134,1242,1081,6,0,0,198488845,5102303,8435541833,0,1236,1087,6,3,1,14,14,3404,0,3,8428195410,8076713656,303638527,489506154,489506154,1,3,1,0,25454320040,73389,73389,14,14,14,489506158,9,3,409820,3234447,4378616,70040,8428195410,3157366,194117879,4157
280457.70,28,253952,62,394424,25985556180,15,102433925,0,2329,18,18,4630,2576,14,1260,3223109,6,21,154721,20,1,236245955,2522,1,1081,0,4,2827,490518249,8,1962072996,19,32,14,134,1260,1081,6,0,0,202244051,5319716,8585478053,0,1254,1101,6,3,1,14,14,3404,0,3,8578522563,8212600815,309649575,497695107,497695107,1,3,1,0,25880145596,73389,73389,14,14,14,497695111,9,3,413983,3301743,4446383,71288,8578522563,3223109,197805453,4220
282462.96,28,253952,62,399932,26348145312,16,104658905,0,2358,18,18,4630,2615,14,1269,3280451,6,21,156849,20,1,237744771,2540,1,1081,0,4,2827,497243992,8,1988975968,19,32,14,134,1269,1081,6,0,0,204945388,5340343,8718588246,0,1263,1104,6,3,1,14,14,3404,0,3,8711265824,8328269108,314595050,504565592,504565592,1,3,1,0,26236558848,73389,73389,14,14,14,504549212,9,3,451758,3360244,4615208,72398,8711265824,3280451,200338063,4272
284472.42,28,253952,62,406327,26768502896,16,105917613,0,2379,19,19,4630,2653,14,1269,3337064,6,21,159337,20,1,238058487,2540,1,1081,0,4,2827,505151163,8,2020604652,19,33,14,134,1269,1081,6,0,0,208306496,5393975,8869024107,0,1263,1104,6,3,1,14,14,3404,0,3,8861336113,8462056026,319202014,512535964,512552348,1,3,1,0,26651870160,73389,73389,14,14,14,512535968,9,3,463196,3418266,4706346,73639,8861336113,3337064,203608155,4272
286482.40,29,253952,62,413338,27231137084,16,107868565,0,2405,19,19,4630,2699,14,1269,3407361,6,21,162075,20,1,238685919,2540,1,1081,0,4,2827,513835991,8,2055343964,19,33,14,134,1269,1081,6,0,0,212331616,5501627,9040651390,0,1263,1104,6,3,1,14,14,3404,0,3,9033075014,8609128971,325295133,521345350,521345350,1,3,1,0,27109958232,73389,73389,14,14,14,521345354,9,3,468630,3490180,4802331,75062,9033075014,3407361,207537430,4272
288489.68,29,253952,62,420384,27694805850,16,109621410,0,2450,19,19,4630,2743,15,1305,3476943,6,21,164804,20,1,244634576,2612,1,1081,0,4,2827,522488744,8,2089954976,19,33,14,134,1305,1081,6,0,0,216476026,5702512,9212450495,0,1299,1149,6,3,1,14,14,3404,0,3,9204471185,8757400614,331434515,530122412,530122412,1,3,1,0,27566365456,73389,73389,14,14,14,530122416,9,3,471370,3561408,4891199,76481,9204471185,3476943,211593109,4421
290500.83,29,253952,62,427068,28135262318,16,111413492,0,2485,19,19,4630,2781,15,1350,3540174,6,21,167399,20,1,252743484,2702,1,1081,0,4,2827,530716417,8,2122865668,19,33,14,134,1350,1081,6,0,0,220517457,5807961,9369853551,0,1344,1200,6,3,1,14,14,3404,0,3,9362528704,8897602769,337236318,538499781,538499781,1,3,1,0,28001988644,73389,73389,14,14,14,538499785,9,3,475133,3626267,4980229,77785,9362528704,3540174,215545646,4596
292511.18,30,253952,62,433705,28571938122,16,113225448,0,2532,19,19,4630,2828,15,1530,3615757,6,21,169965,20,1,283736518,3062,1,1081,0,4,2827,538863353,8,2155388752,19,33,14,134,1530,1081,6,0,0,224610896,6024292,9537961521,0,1524,1407,6,3,1,14,14,3404,0,3,9529718309,9037130665,343474649,546746522,546746522,1,3,1,0,28430819176,73389,73389,14,14,14,546746526,9,3,482808,3703429,5078121,79176,9529718309,3615757,219541320,5332
294523.46,30,253952,62,440592,29026361384,16,114935568,0,2579,19,19,4630,2873,15,1575,3681385,6,21,172646,20,1,291834245,3152,1,1081,0,4,2827,547339053,8,2189356212,19,33,14,134,1575,1081,6,0,0,228804389,6172117,9702571413,0,1569,1455,6,3,1,14,14,3404,0,3,9694451966,9182313995,349512938,555359300,555359300,1,3,1,0,28878683632,73389,73389,14,14,14,555359304,9,3,484776,3770611,5139114,80538,9694451966,3681385,223673962,5505
296531.66,30,253952,62,447371,29472358552,16,116651489,0,2628,19,19,4630,2912,15,1746,3750765,6,21,175262,20,1,321577702,3494,1,1081,0,4,2827,555666339,8,2222471448,19,33,14,134,1746,1081,6,0,0,232968585,6366325,9866460236,0,1740,1611,6,3,1,14,14,3404,0,3,9857808744,9324720438,355537159,563806523,563806523,1,3,1,0,29317939228,73389,73389,14,14,14,563806527,9,3,489679,3841489,5225837,81879,9857808744,3750765,227751574,6108
298539.33,35,253952,62,454139,29918802040,16,118207103,0,2686,19,19,4630,2956,15,1863,3823764,6,21,177894,20,1,342671611,3728,1,1081,0,4,2827,563985803,8,2255943212,19,33,14,134,1863,1081,6,0,0,237187954,6580723,10032060928,0,1857,1720,6,3,1,14,14,3404,0,3,10024178814,9466824196,361535632,572259779,572276163,1,3,1,0,29757508540,73389,73389,14,14,14,572259783,9,3,491067,3916087,5323679,83258,10024178814,3823764,231873238,6550
300544.64,37,253952,62,460686,30351557540,16,119700283,0,2742,19,19,4630,2999,15,2061,3890796,6,21,180425,20,1,376915024,4124,1,1081,0,4,2827,571974648,8,2287898592,19,33,14,134,2061,1081,6,0,0,241178322,6729906,10193612454,0,2055,1935,6,3,1,14,14,3404,0,3,10186241931,9605857633,367037620,580393103,580409487,1,3,1,0,30179589420,73389,73389,14,14,14,580376723,9,3,493397,3984598,5397520,84593,10186241931,3890796,235789894,7311
302552.00,37,253952,62,465565,30672168444,17,122506208,0,2755,19,19,4630,3025,15,2241,3923476,6,21,182330,20,1,407941980,4484,1,1081,0,4,2827,578020704,8,2312082816,19,33,14,134,2241,1081,6,0,0,243400070,6731520,10310007991,0,2235,2070,6,3,1,14,14,3404,0,3,10301125930,9707496743,372177084,586528467,586528467,1,3,1,0,30499480316,73389,73389,14,14,14,586528471,9,3,498324,4018099,5437455,85530,10301125930,3923476,237971809,7859
304565.28,38,253952,62,473136,31170284126,17,123656298,0,2822,20,20,4630,3084,15,2448,3998837,6,21,185271,20,1,443084038,4898,1,1081,0,4,2827,587393925,8,2349575700,19,34,14,134,2448,1081,6,0,0,247887863,6829588,10492878856,0,2442,2320,6,3,1,14,14,3404,0,3,10484105466,9866651650,377901722,595969081,595969081,1,3,1,0,30990392244,73389,73389,14,14,14,595969085,9,3,505181,4095116,5535307,87026,10484105466,3998837,242361908,8635
305529.46,38,253952,62,476328,31381043618,18,124296965,1,2863,21,21,4630,3130,15,2448,4027532,6,21,186584,27,11,451993091,4905,1,1081,1226,4,2827,591599349,8,2366397396,26,42,19,177,2448,1081,6,1226,147,250098608,6930243,10562359370,8,2442,2320,6,3,1,14,14,3404,137549757,3,10553110004,9932617489,655938051,600037902,600037902,1,3,1,137549757,31201970936,73389,73389,14,14,14,600037906,9,3,526739,4124508,5615340,87557,10553110004,4027532,244492704,8635
