timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
494394.62,19,253952,62,378655,24946190482,10,85992922,0,3048,13,13,5481,2476,18,918,2952491,2,15,148574,15,174881135,1838,1,1081,0,4,673,471086156,6,1884344624,14,27,131,10,108,918,1081,4,0,0,200812382,6895069,8208449833,0,916,814,2,3,1,14,14,1336,0,3,8201078450,7882101514,293118387,477938667,477938667,1,3,1,0,24852810716,73389,73389,14,14,14,477938671,9,3,396009,3027926,4193056,68090,8201078450,2952491,196627073,2850
496408.14,19,253952,62,383942,25293704924,10,88154984,0,3104,13,13,5481,2513,18,954,3013638,2,15,150628,15,180876937,1910,1,1081,0,4,673,477573065,6,1910292260,14,27,131,10,108,954,1081,4,0,0,203942264,7562469,8331086105,0,952,841,2,3,1,14,14,1336,0,3,8323853203,7992374511,299070509,484567710,484567710,1,3,1,0,25197520952,73389,73389,14,14,14,484567714,9,3,403939,3090365,4266712,69113,8323853203,3013638,199683426,2982
498414.51,20,253952,62,388760,25611708264,11,90685103,0,3134,13,13,5481,2541,18,1011,3046989,2,15,152512,15,190558694,2024,1,1081,0,4,673,483541072,6,1934164288,14,27,131,10,108,1011,1081,4,0,0,206223368,7574053,8439452498,0,1009,875,2,3,1,14,14,1336,0,3,8431966780,8093396375,303888580,490620710,490637094,1,3,1,0,25512276952,73389,73389,14,14,14,490620714,9,3,406459,3124627,4318691,70001,8431966780,3046989,201912648,3162
500420.63,20,253952,62,393690,25936707172,11,92442962,0,3169,13,13,5481,2576,18,1098,3082301,2,15,154448,15,205701115,2198,1,1081,0,4,673,489682902,6,1958731608,14,27,131,10,108,1098,1081,4,0,0,208584375,7612100,8554275993,0,1096,932,2,3,1,14,14,1336,0,3,8546323316,8196612981,308036913,496800908,496800908,1,3,1,0,25833647248,73389,73389,14,14,14,496800912,9,3,411886,3160857,4371571,70955,8546323316,3082301,204220872,3440
502433.03,20,253952,62,398927,26281611630,11,93771093,0,3199,14,14,5481,2607,18,1179,3128114,2,15,156486,15,219474656,2360,1,1081,0,4,673,496154690,6,1984618760,14,28,131,10,108,1179,1081,4,0,0,211295689,8114460,8670106497,0,1177,1000,2,3,1,14,14,1336,0,3,8662297316,8305651958,312579706,503404931,503404931,1,3,1,0,26177056444,73389,73389,14,14,14,503404935,9,3,416325,3207729,4438616,71914,8662297316,3128114,206865260,3733
504443.06,20,253952,62,404505,26648438368,11,96464674,0,3259,14,14,5481,2640,18,1188,3180376,2,15,158665,15,221285991,2378,1,1081,0,4,673,503067816,6,2012271264,14,28,131,10,108,1188,1081,4,0,0,214432397,8742854,8794265074,0,1186,1005,2,3,1,14,14,1336,0,3,8786195708,8421909656,319027907,510408647,510408647,1,3,1,0,26541249676,73389,73389,14,14,14,510408651,9,3,421299,3261196,4514393,72932,8786195708,3180376,209926321,3767
506452.62,21,253952,62,410062,27014341908,11,98671720,0,3307,14,14,5481,2681,18,1242,3237941,2,15,160832,15,230288945,2486,1,1081,0,4,673,509925233,6,2039700932,14,28,131,10,108,1242,1081,4,0,0,217588556,9453072,8920362409,0,1240,1048,2,3,1,14,14,1336,0,3,8912425087,8538387908,325077584,517364926,517364926,1,3,1,0,26902976184,73389,73389,14,14,14,517364930,9,3,424436,3320063,4590810,73992,8912425087,3237941,213006203,3955
508462.93,21,253952,62,415658,27383313574,11,100740743,0,3354,14,14,5481,2715,19,1260,3298920,2,15,163029,15,233623917,2522,1,1081,0,4,673,516874346,6,2067497384,14,28,131,10,108,1260,1081,4,0,0,220798533,10044822,9047361063,0,1258,1065,2,3,1,14,14,1336,0,3,9038899866,8655344693,330933919,524411317,524411317,1,3,1,0,27269388516,73389,73389,14,14,14,524411321,9,3,425818,3382312,4657756,75041,9038899866,3298920,216149368,4020
510469.32,21,253952,62,420548,27706571860,12,103430820,0,3376,14,14,5481,2746,19,1260,3331708,2,15,164945,15,233913501,2522,1,1081,0,4,673,522944985,6,2091779940,14,28,131,10,108,1260,1081,4,0,0,222947068,10059219,9161797101,0,1258,1065,2,3,1,14,14,1336,0,3,9153371745,8758102719,335786308,530568654,530568654,1,3,1,0,27589570040,73389,73389,14,14,14,530568658,9,3,430687,3415965,4696715,75987,9153371745,3331708,218259043,4020
512477.23,21,253952,62,425832,28055397944,12,105019029,0,3426,15,15,5481,2778,19,1260,3379521,2,15,167008,15,234239283,2522,1,1081,0,4,673,529485092,6,2117940368,14,29,131,10,108,1260,1081,4,0,0,225949055,10539612,9283007488,0,1258,1065,2,3,1,14,14,1336,0,3,9274592539,8868653179,340835508,537203286,537219670,1,3,1,0,27934570904,73389,73389,14,14,14,537203290,9,3,436893,3464991,4774257,76992,9274592539,3379521,221183601,4020
514492.02,22,253952,62,431369,28419863488,12,107344794,0,3486,15,15,5481,2813,20,1260,3429968,2,15,169168,15,234866715,2522,1,1081,0,4,673,536340065,6,2145360260,14,29,131,10,108,1260,1081,4,0,0,229176757,11027315,9410857805,0,1258,1065,2,3,1,14,14,1336,0,3,9402317257,8984297726,346873228,544155691,544172075,1,3,1,0,28296095964,73389,73389,14,14,14,544155695,9,3,447574,3516667,4854905,78052,9402317257,3429968,224330778,4020
516506.54,22,253952,62,437039,28792454086,12,109635688,0,3544,15,15,5481,2849,20,1287,3481719,2,15,171360,15,239989872,2576,1,1081,0,4,673,543327518,6,2173245288,14,29,131,10,108,1287,1081,4,0,0,232495573,11641943,9542251529,0,1285,1094,2,3,1,14,14,1336,0,3,9533577486,9102903549,352750403,551243486,551259870,1,3,1,0,28664661304,73389,73389,14,14,14,551243490,9,3,454301,3569774,4933454,79147,9533577486,3481719,227571177,4121
518518.60,22,253952,62,442711,29166977020,12,111829520,0,3609,15,15,5481,2886,20,1404,3536670,2,15,173587,15,260136209,2810,1,1081,0,4,673,550367756,6,2201471024,14,29,131,10,108,1404,1081,4,0,0,235818095,12178255,9673643449,0,1402,1204,2,3,1,14,14,1336,0,3,9665365157,9221677738,359110013,558400247,558400247,1,3,1,0,29036812876,73389,73389,14,14,14,558400251,9,3,459837,3626034,5004192,80240,9665365157,3536670,230823086,4543
520532.19,22,253952,62,448784,29565911192,12,113947719,0,3667,15,15,5481,2921,20,1539,3594865,2,15,175938,15,283016227,3080,1,1081,0,4,673,557838264,6,2231223920,14,29,131,10,108,1539,1081,4,0,0,239312666,12633422,9813667365,0,1537,1338,2,3,1,14,14,1336,0,3,9804994353,9348778024,365154536,565977403,565977403,1,3,1,0,29430824988,73389,73389,14,14,14,565977407,9,3,470153,3685557,5081655,81389,9804994353,3594865,234240320,5018
522537.56,23,253952,62,454442,29939223608,13,116608375,0,3706,15,15,5481,2958,20,1674,3638247,2,15,178131,15,307283133,3350,1,1081,0,4,673,564769579,6,2259078316,14,29,131,10,108,1674,1081,4,0,0,242118075,12686867,9949309625,0,1672,1439,2,3,1,14,14,1336,0,3,9940659952,9468042099,370673524,573040178,573040178,1,3,1,0,29798089288,73389,73389,14,14,14,573040182,9,3,475176,3730047,5140876,82514,9940659952,3638247,236986616,5432
524553.26,23,253952,62,460277,30323858378,13,117618923,0,3734,17,17,5481,2997,20,1791,3687392,2,15,180413,16,328098950,3584,1,1081,0,4,673,572008151,6,2288032604,15,31,131,10,118,1791,1081,4,0,0,245133654,12820250,10093876778,0,1789,1537,2,3,1,14,14,1336,0,3,10084722144,9590420879,374765078,580348713,580348713,1,3,1,0,30178133108,73389,73389,14,14,14,580348717,9,3,480465,3780411,5207875,83698,10084722144,3687392,239935308,5836
526572.28,24,253952,62,466833,30756096816,14,120008264,0,3761,17,17,5481,3035,20,1989,3747463,2,15,182949,16,363421877,3980,1,1081,0,4,673,580028213,6,2320112852,15,31,131,10,118,1989,1081,4,0,0,248947900,13112835,10250689192,0,1987,1762,2,3,1,14,14,1336,0,3,10241795572,9728431087,381257881,588510931,588527315,1,3,1,0,30602568444,73389,73389,14,14,14,588510935,9,3,484352,3841981,5274483,84992,10241795572,3747463,243683084,6583
528586.43,24,253952,62,473572,31199062944,14,122459914,0,3786,17,17,5481,3088,20,2097,3804862,2,15,185575,16,382413857,4196,1,1081,0,4,673,588376891,6,2353507564,15,31,131,10,118,2097,1081,4,0,0,252925390,13235812,10404043523,0,2095,1883,2,3,1,14,14,1336,0,3,10394754560,9869386168,387868777,596949962,596949962,1,3,1,0,31041398056,73389,73389,14,14,14,596949966,9,3,486404,3900863,5341102,86243,10394754560,3804862,247594089,6961
529377.93,24,253952,62,476000,31359427150,15,123254383,1,3803,17,17,5481,3130,20,2097,3824298,2,15,186584,23,390683412,4203,1,1081,1226,4,673,591599349,6,2366397396,22,38,131,18,149,2097,1081,4,1226,112,254558680,13300748,10457873805,8,2095,1883,2,3,1,14,14,1336,139448367,3,10448130295,9919779991,669233989,600037902,600037902,1,3,1,139448367,31201970936,73389,73389,14,14,14,600037906,9,3,499913,3920830,5389318,86655,10448130295,3824298,249179229,6961
