timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
505355.42,28,253952,62,411640,27121130876,11,99190488,3252,14,14,4953,2682,39,1269,3439935,0,24,161214,16,111,248916856,2540,1,4,721,511102410,8,2044409640,15,28,9,10,203,1269,218350612,9893285,9154958243,1269,1105,0,3,1,14,14,1258,3,9146954855,8585379227,326831960,518522354,518522354,1,3,1,26963162440,73389,73389,14,14,14,518522358,7,3,408474,3524574,4655365,75910,9146954855,3439935,213703771,4006
507372.47,29,253952,62,417146,27483287286,11,101265541,3301,14,14,4953,2718,39,1269,3503187,0,24,163351,16,111,248916856,2540,1,4,721,517894259,8,2071512392,15,28,9,10,203,1269,221558864,10578013,9282150253,1269,1105,0,3,1,14,14,1258,3,9273754325,8700691686,332807602,525411382,525411382,1,3,1,27321391896,73389,73389,14,14,14,525411386,7,3,412289,3589129,4742144,76973,9273754325,3503187,216825365,4006
509378.67,29,253952,62,422458,27833320946,12,104215587,3346,14,14,4953,2752,39,1404,3551412,0,24,165419,16,111,271763424,2810,1,4,721,524440388,8,2097761552,15,28,9,10,203,1404,224358053,10863631,9407390488,1404,1204,0,3,1,14,14,1258,3,9398748488,8812385394,338828194,532050332,532050332,1,3,1,27666617296,73389,73389,14,14,14,532050336,7,3,415141,3638485,4797161,78003,9398748488,3551412,219569657,4445
511395.65,29,253952,62,427443,28162163878,12,105795752,3370,15,15,4953,2781,39,1503,3588943,0,24,167365,16,111,288928955,3008,1,4,721,530612368,8,2122449472,15,29,9,10,203,1503,226749522,11020913,9518390120,1503,1282,0,3,1,14,14,1258,3,9510431955,8916783120,342949709,538326675,538343059,1,3,1,27992987132,73389,73389,14,14,14,538326679,7,3,425240,3676958,4849117,78926,9510431955,3588943,221909277,4742
513414.21,29,253952,62,433032,28529885398,12,108340731,3420,15,15,4953,2820,39,1638,3648116,2,24,169553,16,111,311447971,3278,1,4,721,537529009,8,2150116036,15,29,9,10,203,1638,229949497,11530844,9657296430,1636,1415,2,3,1,14,14,1258,3,9648425927,9033402469,349196162,545342457,545342457,1,3,1,28357807796,73389,73389,14,14,14,545342461,7,3,428645,3737401,4922249,80070,9648425927,3648116,225036245,5225
515429.12,29,253952,62,438660,28900350916,12,110478582,3472,15,15,4953,2853,39,1638,3710691,2,24,171719,16,111,312751099,3278,1,4,721,544415883,8,2177663532,15,29,9,10,203,1638,233241811,12141230,9787602387,1636,1415,2,3,1,14,14,1258,3,9778603427,9151756048,355233687,552360398,552360398,1,3,1,28722740728,73389,73389,14,14,14,552360402,7,3,434907,3801291,5011910,81131,9778603427,3710691,228239028,5225
517447.53,29,253952,62,444346,29275172558,12,112599485,3534,15,15,4953,2888,39,1638,3772412,2,24,173933,16,111,313993897,3278,1,4,721,551443557,8,2205709476,15,29,9,10,203,1638,236540115,12701947,9924238893,1636,1415,2,3,1,14,14,1258,3,9916409361,9271204320,361203523,559472325,559472325,1,3,1,29092560932,73389,73389,14,14,14,559472329,7,3,440069,3864360,5080760,82268,9916409361,3772412,231468611,5225
519461.80,30,253952,62,450193,29660255912,12,114733945,3590,15,15,4953,2925,39,1638,3841251,2,24,176219,16,111,315502147,3278,1,4,721,558683692,8,2234734768,15,29,9,10,203,1638,239925816,13271804,10060920815,1636,1415,2,3,1,14,14,1258,3,10052050385,9393345684,367268218,566815787,566815787,1,3,1,29473568988,73389,73389,14,14,14,566799407,7,3,447378,3934531,5158705,83388,10052050385,3841251,234776502,5225
521467.36,30,253952,62,456455,30072512574,12,116560237,3649,15,15,4953,2967,39,1638,3903215,2,24,178652,16,111,316479493,3278,1,4,721,566409095,8,2265636380,15,29,9,10,203,1638,243479242,13688717,10214729528,1636,1415,2,3,1,14,14,1258,3,10205719348,9524844473,373056076,574650769,574650769,1,3,1,29881840020,73389,73389,14,14,14,574650773,7,3,452638,3997991,5249118,84666,10205719348,3903215,238239652,5225
523478.20,30,253952,62,461565,30409971592,13,119353256,3668,15,15,4953,2994,39,1638,3940464,2,24,180652,16,111,317758489,3278,1,4,721,572756607,8,2291026428,15,29,9,10,203,1638,245701607,13702607,10335052823,1636,1415,2,3,1,14,14,1258,3,10325557541,9631973964,378085189,581072409,581072409,1,3,1,30215765300,73389,73389,14,14,14,581072413,7,3,472823,4036148,5310128,85654,10325557541,3940464,240401108,5225
525492.85,30,253952,62,468089,30839459016,13,120649383,3713,16,16,4953,3041,39,1638,4003454,2,24,183165,16,111,318060139,3278,1,4,721,580723495,8,2322829344,15,30,9,10,203,1638,249382479,13885621,10495885075,1636,1415,2,3,1,14,14,1258,3,10486652141,9769956224,383230200,589153151,589153151,1,3,1,30635963884,73389,73389,14,14,14,589153155,7,3,486286,4100690,5397944,87003,10486652141,4003454,243994302,5225
527500.26,30,253952,62,474822,31282381190,13,122363528,3735,16,16,4953,3094,40,1764,4061468,6,24,185814,16,111,338086174,3530,1,4,721,589188978,8,2356691244,15,30,9,10,203,1764,253294625,14021752,10646863712,1758,1538,6,3,1,14,14,1258,3,10637366344,9909564915,388995520,597658348,597658348,1,3,1,31078234128,73389,73389,14,14,14,597658352,7,3,490903,4160219,5477665,88235,10637366344,4061468,247826867,6442
