timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
510916.82,51,253952,62,384047,25302258050,13,101138454,0,3101,15,15,5684,2518,14,900,3338682,19,150674,16,200,175390811,1802,1,0,4,1262,477653556,7,1910614224,15,29,10,477,900,0,0,208698289,11163758,8326552780,0,900,881,3,1,14,14,1904,3,8318775932,7995458328,319658386,484663411,484663411,1,3,1,25202497404,73389,73389,14,14,14,484663415,7,3,364397,3423284,4567908,69230,8318775932,3338682,204138419,3047
512928.35,51,253952,62,389402,25655097692,13,102326991,0,3151,16,16,5684,2544,14,900,3404280,19,152765,16,200,175390811,1802,1,0,4,1262,484328896,7,1937250988,15,30,10,477,900,0,0,211855148,11760691,8442193558,0,900,881,3,1,14,14,1904,3,8434162806,8107057520,324514239,491417049,491417049,1,3,1,25553686580,73389,73389,14,14,14,491417053,7,3,371071,3490082,4647215,70172,8434162806,3404280,207216096,3047
514945.65,52,253952,62,395119,26031987148,13,104337579,0,3205,16,16,5684,2587,14,900,3461602,19,155013,16,200,175704527,1802,1,0,4,1262,491421359,7,1965685436,15,30,10,477,900,0,0,215109664,12420416,8569241290,0,900,881,3,1,14,14,1904,3,8561208866,8226487292,330522344,498610896,498627280,1,3,1,25927766624,73389,73389,14,14,14,498610900,7,3,373263,3548714,4713938,71235,8561208866,3461602,210404023,3047
516959.68,52,253952,62,401031,26419992670,13,106596434,0,3265,16,16,5684,2621,14,909,3522233,19,157307,16,200,177226491,1820,1,0,4,1262,498734473,7,1994873264,15,30,10,477,909,0,0,218426780,12864695,8701942146,0,909,892,3,1,14,14,1904,3,8693651231,8349343316,336524309,506028530,506028530,1,3,1,26313483592,73389,73389,14,14,14,506028534,7,3,376019,3610710,4804417,72341,8693651231,3522233,213630784,3078
518975.46,52,253952,62,406863,26804906368,13,108880698,0,3320,16,16,5684,2661,15,954,3588554,19,159593,16,200,185322715,1910,1,0,4,1262,505958569,7,2023834276,15,30,10,477,954,0,0,221763833,13403792,8836530135,0,954,957,3,1,14,14,1904,3,8828632172,8471512997,342639557,513355164,513371548,1,3,1,26694468560,73389,73389,14,14,14,513355168,7,3,382436,3678391,4875860,73466,8828632172,3588554,216896528,3251
520988.94,52,253952,62,413115,27216634946,13,111156147,0,3372,16,16,5684,2702,15,1017,3655833,19,162034,16,200,196440637,2036,1,0,4,1262,513681037,7,2054724148,15,30,10,477,1017,0,0,225329925,13692108,8979951430,0,1017,1017,3,1,14,14,1904,3,8971920548,8602319550,348785516,521202212,521218596,1,3,1,27102515056,73389,73389,14,14,14,521202216,7,3,392751,3747066,4955469,74665,8971920548,3655833,220383146,3477
522995.47,52,253952,62,418484,27569454374,14,113517559,0,3400,16,16,5684,2733,15,1089,3698672,19,164120,16,200,208442514,2180,1,0,4,1262,520303705,7,2081214820,15,30,10,477,1089,0,0,227762343,13699954,9102038872,0,1089,1071,3,1,14,14,1904,3,9093775982,8714281878,353584476,527937751,527937751,1,3,1,27451911116,73389,73389,14,14,14,527921371,7,3,409514,3790908,5018484,75677,9093775982,3698672,222752646,3695
525008.88,52,253952,62,425094,28004839672,14,114274378,0,3434,16,16,5684,2776,15,1125,3761428,19,166703,16,200,214372622,2252,1,0,4,1262,528483930,7,2113935720,15,30,10,477,1125,0,0,231171062,13794233,9250681829,0,1125,1112,3,1,14,14,1904,3,9242159772,8852543481,357838178,536235359,536235359,1,3,1,27884238700,73389,73389,14,14,14,536235363,7,3,419489,3855064,5114472,76899,9242159772,3761428,226065509,3835
527018.38,54,253952,62,432351,28484476534,14,115119428,0,3460,17,17,5684,2820,15,1125,3835766,19,169553,16,200,215000054,2252,1,0,4,1262,537534339,7,2150072612,15,31,10,477,1125,0,0,235033974,13918736,9411335342,0,1125,1112,3,1,14,14,1904,3,9402539313,9004074307,362664404,545415100,545415100,1,3,1,28361585232,73389,73389,14,14,14,545415104,7,3,422991,3931028,5192448,78230,9402539313,3835766,229850582,3835
529027.32,56,253952,62,440078,28993475422,14,117277829,0,3478,17,17,5684,2869,16,1177,3914380,19,172568,16,200,224170891,2355,1,0,4,1262,547071480,7,2188285920,15,31,10,477,1177,0,0,238998547,14038943,9587255209,0,1177,1171,3,1,14,14,1904,3,9579086921,9166194305,368900399,555088520,555104904,1,3,1,28864603072,73389,73389,14,14,14,555088524,7,3,425929,4011333,5286492,79688,9579086921,3914380,233721261,4025
531033.16,56,253952,62,446714,29429965030,15,119743409,0,3512,17,17,5684,2913,18,1350,3965658,19,175160,16,200,253700332,2702,1,0,4,1262,555283920,7,2221135680,15,31,10,477,1350,0,0,242064879,14083005,9747329449,0,1350,1334,3,1,14,14,1904,3,9738523615,9305013261,374468269,563417181,563417181,1,3,1,29297693444,73389,73389,14,14,14,563417185,7,3,431608,4063915,5359617,81023,9738523615,3965658,236714589,4575
533037.95,56,253952,62,452332,29799609450,16,121326082,0,3539,18,18,5684,2947,18,1521,4004102,19,177332,16,200,282125592,3044,1,0,4,1262,562176282,7,2248640648,15,32,10,477,1521,0,0,244473472,14083220,9881417967,0,1521,1448,3,1,14,14,1904,3,9872385106,9422583708,378459233,570441155,570441155,1,3,1,29662940092,73389,73389,14,14,14,570441159,7,3,438418,4103325,5406530,82132,9872385106,4004102,239076376,5032
535043.27,56,253952,62,458719,30220685544,16,122503558,0,3565,19,19,5684,2988,18,1521,4056710,19,179817,16,200,283682106,3044,1,0,4,1262,570060831,7,2280243324,15,33,10,477,1521,0,0,247481115,14094239,10035392053,0,1521,1448,3,1,14,14,1904,3,10025980902,9556923365,382655667,578419275,578419275,1,3,1,30077802332,73389,73389,14,14,14,578419279,7,3,440296,4157183,5465564,83415,10025980902,4056710,242025104,5032
537050.26,57,253952,62,464575,30606708636,17,125016392,0,3580,20,20,5684,3022,18,1521,4100180,19,182091,16,200,284599122,3044,1,0,4,1262,577264177,7,2309056708,15,34,10,477,1521,0,0,250068153,14102989,10178367738,0,1521,1448,3,1,14,14,1904,3,10169514567,9679962968,387781451,585744194,585744194,1,3,1,30457846152,73389,73389,14,14,14,585727814,7,3,445581,4201774,5525445,84595,10169514567,4100180,244569351,5032
539060.22,65,253952,62,472457,31125833446,17,126575330,0,3637,20,20,5684,3076,18,1521,4177408,19,185150,16,200,285262752,3044,1,0,4,1262,587004028,7,2347951552,15,34,10,477,1521,0,0,254356850,14273350,10369629688,0,1521,1448,3,1,14,14,1904,3,10360223834,9845456579,393776843,595606474,595622858,1,3,1,30971536680,73389,73389,14,14,14,595606478,7,3,452156,4280778,5614306,86172,10360223834,4177408,248752373,5032
540100.85,65,253952,62,475948,31355850354,18,127441804,1,3667,20,20,5684,3127,18,1521,4205778,19,186584,21,200,293496109,3051,1,1226,4,1262,591599349,7,2366397396,20,41,15,690,1521,1226,126,256575394,14331688,10445390646,8,1521,1448,3,1,14,14,1904,3,10435637285,9917814141,540609965,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,7,3,476098,4309885,5704490,86772,10435637285,4205778,250880813,5032
