timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
579398.34,37,253952,62,375056,24711973706,16,103320038,2509,18,18,5157,2461,17,603,3025601,0,3,147430,17,121981982,1208,1,0,4,4765,467507365,8,1870029460,16,32,11,397,603,0,0,192941408,11538969,7962856159,0,603,2076,0,3,1,14,14,5402,3,7955442972,7795559654,307379155,474259829,474259829,1,3,1,24661511140,73389,73389,14,14,14,474259833,9,1,3,356150,3097577,4038914,65997,7955442972,3025601,188910111,2252
581406.28,37,253952,62,381435,25132247994,16,105006645,2541,19,19,5157,2495,17,639,3075216,0,3,149921,17,128112164,1280,1,0,4,4765,475399037,8,1901596148,16,33,11,397,639,0,0,196172252,11607313,8103188502,0,639,2105,0,3,1,14,14,5402,3,8095791392,7928438048,312363092,482281068,482297452,1,3,1,25078615568,73389,73389,14,14,14,482281072,9,1,3,363049,3148368,4104883,67145,8095791392,3075216,192075099,2386
583414.93,37,253952,62,388836,25620153048,16,106450728,2612,19,19,5157,2544,17,738,3145556,0,3,152838,17,143913682,1478,1,0,4,4765,484640068,8,1938495620,16,33,11,397,738,0,0,200570607,11784199,8267295029,0,738,2193,0,3,1,14,14,5402,3,8259611199,8082397922,318368387,491653543,491653543,1,3,1,25565984268,73389,73389,14,14,14,491653547,9,1,3,371283,3220315,4201733,68521,8259611199,3145556,196376764,2737
585427.30,37,253952,62,396500,26124524510,16,107884235,2682,19,19,5157,2595,17,864,3214992,2,3,155833,17,165143884,1730,1,0,4,4765,494139561,8,1976493508,16,33,11,397,864,0,0,205036340,11953214,8437794687,0,862,2317,2,3,1,14,14,5402,3,8430344913,8242036144,324397444,501288606,501288606,1,3,1,26067007544,73389,73389,14,14,14,501288610,9,1,3,378209,3291419,4286630,69943,8430344913,3214992,200757757,3186
587435.37,37,253952,62,404586,26656848844,16,109240054,2754,19,19,5157,2645,17,954,3291111,2,3,159003,17,180331411,1910,1,0,4,4765,504145845,8,2016583380,16,33,11,397,954,0,0,209604875,12077414,8616887577,0,952,2395,2,3,1,14,14,5402,3,8608876048,8410182976,330454042,511487388,511487388,1,3,1,26597344208,73389,73389,14,14,14,511487392,9,1,3,381655,3369287,4391503,71427,8608876048,3291111,205221587,3533
589442.10,38,253952,62,412638,27186487342,16,110677822,2826,19,19,5157,2697,17,1089,3369931,2,3,162134,17,204042254,2180,1,0,4,4765,514086004,8,2056344016,16,33,11,397,1089,0,0,214093493,12173589,8801531025,0,1087,2507,2,3,1,14,14,5402,3,8793222379,8578359537,336459358,521569137,521569137,1,3,1,27121595156,73389,73389,14,14,14,521569141,9,1,3,382677,3449825,4480512,72949,8793222379,3369931,209621358,4012
591447.51,38,253952,62,420321,27693221442,16,111916842,2883,19,19,5157,2747,17,1224,3435947,2,3,165128,17,227044909,2450,1,0,4,4765,523562428,8,2094249712,16,33,11,397,1224,0,0,218054965,12262118,8977418560,0,1222,2618,2,3,1,14,14,5402,3,8969480979,8739767701,341735870,531197279,531197279,1,3,1,27622258540,73389,73389,14,14,14,531197283,9,1,3,388416,3517400,4575368,74412,8969480979,3435947,213488126,4483
593454.75,38,253952,62,426267,28083664784,17,114489544,2896,20,20,5157,2784,17,1341,3477563,2,3,167428,17,246869985,2684,1,0,4,4765,530849312,8,2123332588,16,34,11,397,1341,0,0,220639903,12278006,9117819096,0,1339,2672,2,3,1,14,14,5402,3,9109391689,8864319274,346903918,538604118,538604118,1,3,1,28007414168,73389,73389,14,14,14,538604122,9,1,3,394045,3560055,4625326,75576,9109391689,3477563,216023202,4814
595460.15,38,253952,62,432784,28512049640,18,116859446,2940,20,20,5157,2828,17,1467,3527842,2,3,169956,17,268407155,2936,1,0,4,4765,538829210,8,2155316840,16,34,11,397,1467,0,0,223728436,12375692,9272279944,0,1465,2736,2,3,1,14,14,5402,3,9264125355,9000964199,352433633,546730138,546730138,1,3,1,28429967208,73389,73389,14,14,14,546730142,9,1,3,400663,3611604,4695337,76852,9264125355,3527842,219041848,5161
597466.27,38,253952,62,438142,28866534454,18,118657699,2966,20,20,5157,2861,17,1602,3559715,2,3,172047,17,291883389,3206,1,0,4,4765,545451435,8,2181740996,16,34,11,397,1602,0,0,225951449,12375955,9396541724,0,1600,2794,2,3,1,14,14,5402,3,9388169384,9113396770,356454563,553479014,553479014,1,3,1,28780908760,73389,73389,14,14,14,553479018,9,1,3,405676,3644330,4749927,77876,9388169384,3559715,221210355,5523
599476.66,38,253952,62,444735,29300833446,18,120010501,2994,21,21,5157,2904,17,1647,3612029,2,3,174618,17,300597341,3296,1,0,4,4765,553596864,8,2214323024,16,35,11,397,1647,0,0,229153895,12427262,9554447832,0,1645,2832,2,3,1,14,14,5402,3,9546082672,9252111818,361058626,561721437,561721437,1,3,1,29209514756,73389,73389,14,14,14,561721441,9,1,3,413725,3697956,4826357,79181,9546082672,3612029,224336499,5662
601489.60,40,253952,62,452111,29785431806,18,121981253,3015,21,21,5157,2949,18,1818,3681871,2,3,177460,17,329729517,3638,1,0,4,4765,562634735,8,2250474536,16,35,11,397,1818,0,0,233197020,12478733,9733323344,0,1816,3004,2,3,1,14,14,5402,3,9724816478,9406855693,367117883,570904225,570904225,1,3,1,29686167764,73389,73389,14,14,14,570887845,9,1,3,415547,3769424,4900206,80655,9724816478,3681871,228305922,6285
603505.52,41,253952,62,459703,30285752624,18,123695966,3055,21,21,5157,2999,18,1971,3760677,2,3,180405,17,356855264,3944,1,0,4,4765,571932476,8,2287729904,16,35,11,397,1971,0,0,237341151,12697621,9921762487,0,1969,3164,2,3,1,14,14,5402,3,9912972961,9566822828,373181471,580352587,580352587,1,3,1,30177482588,73389,73389,14,14,14,580336207,9,1,3,425750,3849938,5010856,82214,9912972961,3760677,232339547,6848
605513.90,41,253952,62,467774,30816789490,18,125203475,3110,21,21,5157,3046,18,2133,3838743,2,3,183536,17,384856527,4268,1,0,4,4765,581858433,8,2327433732,16,35,11,397,2133,0,0,241721215,12856402,10116468650,0,2131,3367,2,3,1,14,14,5402,3,10107383777,9736386468,379214677,590419667,590419667,1,3,1,30701822716,73389,73389,14,14,14,590419671,9,1,3,428561,3929825,5096837,83822,10107383777,3838743,236633788,7416
607521.52,41,253952,62,475385,31318531276,18,126715437,3173,21,21,5157,3127,20,2169,3905620,2,3,186564,17,392251703,4340,1,0,4,4765,591599349,8,2366397396,16,35,11,397,2169,0,0,246128039,13018523,10287953122,0,2167,3410,2,3,1,14,14,5402,3,10278445778,9894835214,385290047,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,9,1,3,441111,3998342,5198188,85201,10278445778,3905620,240939421,7543
607555.98,41,253952,62,475385,31318531276,18,126745063,3173,21,21,5157,3127,20,2169,3905620,2,3,186584,24,399592176,4347,1,1226,4,4765,591599349,8,2366397396,23,42,16,431,2169,1226,1150,246197327,13022719,10287960497,8,2167,3410,2,3,1,14,14,5402,3,10278445778,9894835214,528056471,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,9,1,3,460045,3998342,5237352,85201,10278445778,3905620,240969549,7543
