timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
544403.76,21,253952,62,348245,22945950290,14,103062801,2641,17,17,10459,2284,10,693,2816657,0,11,136800,19,22,139791117,1388,1,0,4,482,433761391,7,1735045564,18,31,14,93,693,0,0,189096901,12342976,7458793308,0,693,367,0,3,1,14,14,962,3,7451864705,7243236484,304048343,440050986,440050986,1,3,1,22881799336,73389,73389,14,14,14,440034606,5,1,3,420281,2886438,3939192,61789,7451864705,2816657,185164919,1615
546412.18,21,253952,62,354877,23382141556,15,105508544,2658,18,18,10459,2326,10,693,2861427,0,11,139390,19,22,140104833,1388,1,0,4,482,441972089,7,1767888356,18,32,14,93,693,0,0,191931004,12351360,7610846509,0,693,367,0,3,1,14,14,962,3,7603544793,7381474898,309334428,448363263,448363263,1,3,1,23314889708,73389,73389,14,14,14,448363267,5,1,3,425716,2932275,3992233,63043,7603544793,2861427,187946096,1615
548419.77,25,253952,62,364422,24009926952,15,106736730,2743,18,18,10459,2388,10,702,2945590,0,11,143094,19,22,141603858,1406,1,0,4,482,453725629,7,1814837980,18,32,14,93,702,0,0,196670881,12422570,7836911886,0,702,377,0,3,1,14,14,962,3,7829679056,7581305279,315340847,460300278,460300278,1,3,1,23935614488,73389,73389,14,14,14,460300282,5,1,3,430239,3018346,4095228,64911,7829679056,2945590,192583180,1651
550425.66,25,253952,62,373993,24641564032,15,107919893,2836,18,18,10459,2452,10,702,3029666,0,11,146830,19,22,141603858,1406,1,0,4,482,465569459,7,1862213148,18,32,14,93,702,0,0,201487263,12477724,8058303376,0,702,377,0,3,1,14,14,962,3,8050874351,7782503017,321408348,472312292,472312292,1,3,1,24560239216,73389,73389,14,14,14,472312296,5,1,3,434702,3104326,4204355,66740,8050874351,3029666,197290647,1651
552433.13,25,253952,62,383735,25283526950,15,109069342,2924,18,18,10459,2505,10,702,3115156,0,11,150627,19,22,141627990,1406,1,0,4,482,477630880,7,1910523520,18,32,14,93,702,0,0,206317533,12533228,8284096213,0,702,377,0,3,1,14,14,962,3,8276837325,7986202472,327429724,484560159,484560159,1,3,1,25196276332,73389,73389,14,14,14,484543779,5,1,3,462215,3191712,4340589,68584,8276837325,3115156,201984893,1651
554437.93,25,253952,62,390117,25703756526,16,111227872,2948,18,18,10459,2554,10,702,3159987,0,11,153115,19,22,141627990,1406,1,0,4,482,485499739,7,1941998956,18,32,14,93,702,0,0,208943023,12534030,8435559022,0,702,377,0,3,1,14,14,962,3,8428090431,8120063060,332213171,492526213,492526213,1,3,1,25611363108,73389,73389,14,14,14,492526217,5,1,3,471339,3237611,4394600,69852,8428090431,3159987,204556471,1651
556443.81,25,253952,62,398591,26262861116,16,111983794,2954,18,18,10459,2599,10,702,3221632,0,11,156416,19,22,141627990,1406,1,0,4,482,496005816,7,1983958636,18,32,14,93,702,0,0,212675490,12534531,8632829759,0,702,377,0,3,1,14,14,962,3,8624832015,8297815093,336702190,503182673,503182673,1,3,1,26165499028,73389,73389,14,14,14,503182677,5,1,3,474711,3300686,4466550,71460,8624832015,3221632,208217148,1651
558450.37,25,253952,62,407643,26858076164,16,113183436,2965,19,19,10459,2659,10,792,3291408,4,11,159928,19,22,156528375,1586,1,0,4,482,507113494,7,2028389504,18,33,14,93,792,0,0,216731544,12536750,8848127723,0,788,435,4,3,1,14,14,962,3,8840747738,8487298574,341960723,514480268,514480268,1,3,1,26752973968,73389,73389,14,14,14,514480272,5,1,3,483230,3372094,4556576,73262,8840747738,3291408,212183344,1918
560454.81,25,253952,62,413786,27261623234,17,115353143,2998,19,19,10459,2700,10,1008,3332394,6,11,162329,19,22,192004511,2018,1,0,4,482,514721282,7,2058885128,18,33,14,93,1008,0,0,219424880,12536954,8993662722,0,1002,547,6,3,1,14,14,962,3,8985888619,8615063644,346821641,522193444,522193444,1,3,1,27154059120,73389,73389,14,14,14,522193448,5,1,3,488780,3414086,4620586,74476,8985888619,3332394,214812786,2525
562462.32,25,253952,62,422058,27805550512,17,116778920,3060,20,20,10459,2753,10,1188,3393972,6,11,165540,19,22,223498483,2378,1,0,4,482,524858487,7,2099433948,18,34,14,93,1188,0,0,223604880,12576681,9188652386,0,1182,654,6,3,1,14,14,962,3,9180717032,8788878473,352441350,532493774,532493774,1,3,1,27689676280,73389,73389,14,14,14,532493778,5,1,3,496670,3477204,4699527,76081,9180717032,3393972,218914008,3079
564467.40,25,253952,62,429947,28324140866,17,118052014,3133,20,20,10459,2800,10,1314,3456712,6,11,168597,19,22,245420759,2630,1,0,4,482,534602748,7,2138346528,18,34,14,93,1314,0,0,227619245,12595208,9373380143,0,1308,761,6,3,1,14,14,962,3,9364761887,8953412946,357759211,542382789,542382789,1,3,1,28203905060,73389,73389,14,14,14,542382793,5,1,3,499192,3541440,4776480,77594,9364761887,3456712,222851580,3456
566474.63,25,253952,62,436423,28751633794,18,120562407,3150,21,21,10459,2844,10,1548,3502713,6,11,171122,19,22,286403343,3098,1,0,4,482,542534341,7,2170137364,18,35,14,93,1548,0,0,230500303,12604701,9532167131,0,1542,903,6,3,1,14,14,962,3,9523962288,9089934579,363157699,550471279,550487663,1,3,1,28624506540,73389,73389,14,14,14,550471283,5,1,3,506749,3588555,4836383,78912,9523962288,3502713,225672841,4064
568483.85,25,253952,62,444626,29292221156,18,121985365,3226,21,21,10459,2896,10,1719,3581285,6,11,174299,19,22,316199986,3440,1,0,4,482,552598222,7,2210328260,18,35,14,93,1719,0,0,235028547,12736299,9727373669,0,1713,1040,6,3,1,14,14,962,3,9718477109,9262426055,369180414,560720298,560720298,1,3,1,29157455528,73389,73389,14,14,14,560720302,5,1,3,512605,3668872,4922342,80520,9718477109,3581285,230115302,4687
570488.89,25,253952,62,450361,29669976544,19,124330331,3248,21,21,10459,2934,10,1926,3619968,6,11,176519,19,22,352231617,3854,1,0,4,482,559669677,7,2238678708,18,35,14,93,1926,0,0,237477346,12740894,9870417004,0,1920,1140,6,3,1,14,14,962,3,9861558804,9383233135,374010945,567867152,567867152,1,3,1,29529091936,73389,73389,14,14,14,567867156,5,1,3,514309,3708544,4970282,81699,9861558804,3619968,232516251,5239
572504.17,27,253952,62,457797,30158893176,19,125924359,3298,22,22,10459,2979,10,2124,3685840,6,11,179404,19,22,386447769,4250,1,0,4,482,568801596,7,2275077100,18,36,14,93,2124,0,0,241552324,12860220,10049328270,0,2118,1324,6,3,1,14,14,962,3,10040584658,9539058932,379787348,577146085,577146085,1,3,1,30011596452,73389,73389,14,14,14,577146089,5,1,3,521033,3775943,5050852,83185,10040584658,3685840,236510800,5918
574515.39,27,253952,62,465337,30655935174,19,127368363,3369,22,22,10459,3023,10,2349,3758949,6,11,182332,19,22,426106754,4700,1,0,4,482,578052607,7,2312210428,18,36,14,93,2349,0,0,245960833,13040324,10232926945,0,2343,1568,6,3,1,14,14,962,3,10223898808,9697896178,385781665,586543136,586543136,1,3,1,30500243104,73389,73389,14,14,14,586543140,5,1,3,525028,3850732,5139706,84693,10223898808,3758949,240830609,6713
576522.12,28,253952,62,472674,31139379062,19,128825148,3430,22,22,10459,3075,10,2466,3834231,6,11,185185,19,22,446348572,4934,1,0,4,482,587145768,7,2348518684,18,36,14,93,2466,0,0,250345988,13228810,10411396326,0,2460,1724,6,3,1,14,14,962,3,10402614357,9852650154,391797226,595684520,595684520,1,3,1,30975595072,73389,73389,14,14,14,595684524,5,1,3,527884,3927661,5230462,86172,10402614357,3834231,245125152,7165
577551.54,28,253952,62,476089,31365042666,19,129616540,3461,22,22,10459,3127,10,2466,3864360,6,11,186584,23,22,454919777,4941,1,1226,4,482,591599349,7,2366397396,22,43,18,1482,2466,1226,123,252577916,13304645,10485611604,8,2460,1724,6,3,1,14,14,962,3,10475961581,9923340055,540581239,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,5,1,3,555050,3958493,5290519,86735,10475961581,3864360,247297100,7165
