timestamp_ms,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
88018.59,253952,62,334510,22039967570,50,50,3978563,170,621,1515006,8,90439,59,257,138987401,1244,1,0,58,58,8,8192,621,0,0,0,66197735,10883637,6485198120,0,621,425,2,1,8,8,450,1,6488405776,6446184728,187575462,500594001,500594001,1,2,1,22025415148,73389,73389,8,8,8,500577617,9,3,751942,1552063,3417699,49527,6488405776,1515006,62782673,2481
88520.99,253952,62,340222,22416167366,50,50,3979707,171,621,1529964,8,92050,59,257,138987401,1244,1,0,58,58,8,8192,621,0,0,0,67202436,10883706,6595999393,0,621,425,2,1,8,8,450,1,6598244112,6556204052,190253309,509139528,509139528,1,2,1,22401418336,73389,73389,8,8,8,509123144,9,3,754486,1567458,3446336,50365,6598244112,1529964,63758779,2481
89023.57,253952,62,346117,22804625702,50,50,3981176,172,621,1545376,8,93712,59,257,139252853,1244,1,0,58,58,8,8192,621,0,0,0,68191444,10883719,6709158002,0,621,425,2,1,8,8,450,1,6711584091,6669835374,191803311,517961424,517961424,1,2,1,22790302656,73389,73389,8,8,8,517961424,9,3,754953,1583276,3473627,51230,6711584091,1545376,64720542,2481
89526.25,253952,62,351691,23171522694,50,50,3982671,174,621,1564319,8,95341,59,257,139518305,1244,1,0,58,58,8,8192,621,0,0,0,69162591,10883833,6816091513,0,621,425,2,1,8,8,450,1,6817989602,6776986430,194444864,526308184,526308184,1,2,1,23157560096,73389,73389,8,8,8,526308184,9,3,755078,1602604,3510451,52046,6817989602,1564319,65654908,2481
90028.50,253952,62,357474,23552375546,50,50,3983109,175,621,1580475,8,96973,59,257,139518305,1244,1,0,58,58,8,8192,621,0,0,0,70136504,10883877,6927415065,0,621,425,2,1,8,8,450,1,6929400802,6888349366,195951119,534960207,534960207,1,2,1,23538249108,73389,73389,8,8,8,534960207,9,3,760446,1619170,3541051,52896,6929400802,1580475,66598268,2481
90530.19,253952,62,363281,23935066714,50,50,3983531,176,621,1596536,8,98614,59,257,139783757,1244,1,0,58,58,8,8192,621,0,0,0,71100536,10883884,7037296356,0,621,425,2,1,8,8,450,1,7040549858,7000170109,197465415,543651031,543667415,1,2,1,23920645364,73389,73389,8,8,8,543651031,9,3,763448,1635631,3559017,53744,7040549858,1596536,67544380,2481
91032.42,253952,62,368374,24270699726,50,50,3984260,177,621,1612352,8,100057,59,257,140037143,1244,1,0,58,58,8,8192,621,0,0,0,72165144,10883950,7136706575,0,621,425,2,1,8,8,450,1,7138853858,7098316135,200440068,551287246,551287246,1,2,1,24256638824,73389,73389,8,8,8,551287246,9,3,765362,1651847,3587188,54494,7138853858,1612352,68580875,2481
91535.61,253952,62,373577,24613541698,50,50,3985229,178,621,1629530,8,101526,59,257,140037143,1244,1,0,58,58,8,8192,621,0,0,0,73206545,10884066,7236706722,0,621,425,2,1,8,8,450,1,7238916673,7198562483,202412932,559079109,559079109,1,2,1,24599480796,73389,73389,8,8,8,559079109,9,3,766939,1669459,3617211,55258,7238916673,1629530,69592316,2481
92038.48,253952,62,379154,24981159586,50,50,3985652,179,621,1649416,8,103141,59,257,140568047,1244,1,0,58,58,8,8192,621,0,0,0,74202995,10884223,7343299943,0,621,425,2,1,8,8,450,1,7346133569,7306003774,204024112,567434061,567434061,1,2,1,24967098684,73389,73389,8,8,8,567434061,9,3,771335,1689772,3658177,56076,7346133569,1649416,70547844,2481
92540.98,253952,62,384449,25330030870,50,50,3986587,179,621,1666814,8,104587,59,257,140568047,1244,1,0,58,58,8,8192,621,0,0,0,75283486,10884281,7446251535,0,621,425,2,1,8,8,450,1,7447845441,7407924603,206517604,575356996,575373380,1,2,1,25315707824,73389,73389,8,8,8,575356996,9,3,772731,1707586,3686366,56852,7447845441,1666814,71600201,2481
93043.08,253952,62,390213,25709638538,50,50,3987015,180,621,1686658,8,106213,59,257,140568047,1244,1,0,58,58,8,8192,621,0,0,0,76233120,10884405,7556395422,0,621,425,2,1,8,8,450,1,7558863425,7518868435,208023302,583984443,584000827,1,2,1,25695315492,73389,73389,8,8,8,583984443,9,3,776602,1727872,3713702,57699,7558863425,1686658,72522544,2481
93546.12,253952,62,396017,26092133098,50,50,3987433,181,621,1706459,8,107851,59,257,140833499,1244,1,0,58,58,8,8192,621,0,0,0,77200881,10884409,7669947197,0,621,425,2,1,8,8,450,1,7670667841,7630704815,209525510,592675267,592691651,1,2,1,26077711748,73389,73389,8,8,8,592675267,9,3,777292,1748092,3733851,58552,7670667841,1706459,73470201,2481
94048.85,253952,62,400935,26415466446,62,62,3987829,185,621,1722418,8,109410,71,276,141098951,1244,1,0,70,70,8,8246,621,383,0,0,78332536,10988124,7766591267,0,621,425,2,1,8,8,450,1,7763456807,7725180361,1350391416,600037902,600037902,1,2,1,26401667688,73389,73389,8,8,8,600037902,9,3,780210,1764386,3763340,59276,7763456807,1722418,74572438,2481
94056.42,253952,62,400935,26415466446,62,62,3987928,185,621,1722418,8,109410,78,276,148439424,1251,1,1037,77,77,70,8260,621,383,1037,50,78523041,11013428,7766632919,8,621,425,2,1,8,8,450,1,7763456807,7725180361,1917212724,600037902,600037902,1,2,1,26401667688,73389,73389,8,8,8,600037902,9,3,784532,1764386,3840820,59276,7763456807,1722418,74685537,2481
