timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompileExpressionsBytes,CompileExpressionsMicroseconds,CompileFunction,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
44086.36,1,253952,62,8192,35225,1,235494,15515805406,2,2000200,2,2,25,25,945516,152,621,1805965,4,62446,31,64,135801977,1244,1,0,30,33,2071,5,4203,621,0,0,0,58186073,28218606,4581318841,0,621,462,2,1,6,10,427,1,4583828767,4538991493,233056058,352315354,352315354,1,2,1,15501154680,73389,73389,8,8,8,352298970,9,3,890656,1837954,4311673,34987,4583828767,1805965,53876136,2368
44589.13,1,253952,62,8192,35225,1,240971,15876869694,2,2000200,2,2,25,25,945516,153,621,1827015,4,63997,31,64,136067429,1244,1,0,30,33,2071,5,4203,621,0,0,0,59295454,28218674,4686874327,0,621,462,2,1,6,10,427,1,4689341727,4644528864,234760690,360514658,360531042,1,2,1,15862644952,73389,73389,8,8,8,360514658,9,3,896226,1859533,4355861,35792,4689341727,1827015,54941372,2368
45091.92,1,253952,62,8192,35225,1,246451,16238130590,2,2000200,2,2,25,25,945516,154,621,1847418,4,65545,31,64,136332881,1244,1,0,30,33,2071,5,4203,621,0,0,0,60237130,28218687,4790987552,0,621,462,2,1,6,10,427,1,4794592543,4750184042,236065102,368730346,368730346,1,2,1,16223414328,73389,73389,8,8,8,368713962,9,3,902666,1880462,4392076,36595,4794592543,1847418,55846874,2368
45594.74,1,253952,62,8192,35225,1,251925,16598732818,2,2000200,2,2,25,25,945516,155,621,1867891,4,67093,31,64,136332881,1244,1,0,30,33,2071,5,4203,621,0,0,0,61298349,28218695,4897723210,0,621,462,2,1,6,10,427,1,4899974431,4855623418,237643367,376915425,376931809,1,2,1,16584278700,73389,73389,8,8,8,376915425,9,3,908905,1901450,4425647,37399,4899974431,1867891,56874565,2368
46097.33,1,253952,62,8192,35225,1,257521,16967330438,2,2000200,2,2,25,25,945516,156,621,1888550,4,68676,31,64,136332881,1244,1,0,30,33,2071,5,4203,621,0,0,0,62381102,28218698,5005770059,0,621,462,2,1,6,10,427,1,5007846687,4963370286,242122058,385305304,385321688,1,2,1,16953433376,73389,73389,8,8,8,385305304,9,3,916673,1922572,4462376,38222,5007846687,1888550,57920628,2368
46600.38,1,253952,62,8192,35225,1,263169,17339601382,2,2000200,2,2,25,25,945516,157,621,1909389,4,70270,31,64,136598333,1244,1,0,30,33,2071,5,4203,621,0,0,0,63339776,28218719,5113423185,0,621,462,2,1,6,10,427,1,5116374303,5072132364,246224229,393766752,393766752,1,2,1,17325737088,73389,73389,8,8,8,393766752,9,3,928660,1943865,4514218,39050,5116374303,1909389,58827498,2368
47103.44,1,253952,62,8192,35225,1,268818,17711937862,2,2000200,2,2,25,25,945516,158,621,1929935,4,71866,31,64,136863785,1244,1,0,30,33,2071,5,4203,621,0,0,0,64400256,28218754,5223567186,0,621,462,2,1,6,10,427,1,5225164063,5180994439,248412930,402228200,402228200,1,2,1,17698040800,73389,73389,8,8,8,402228200,9,3,934914,1964867,4537703,39880,5225164063,1929935,59864538,2368
47606.37,1,253952,62,8192,35225,1,274463,18083746746,2,2000200,2,2,25,25,945516,159,621,1950776,4,73459,31,64,136863785,1244,1,0,30,33,2071,5,4203,621,0,0,0,65424889,28218756,5331220819,0,621,462,2,1,6,10,427,1,5333822751,5289729641,250504054,410675423,410675423,1,2,1,18069718612,73389,73389,8,8,8,410675423,9,3,940065,1986200,4559880,40709,5333822751,1950776,60867038,2368
48114.24,1,253952,62,8192,35225,1,279240,18398404930,2,2000200,2,2,25,25,945516,160,621,1981425,4,74820,31,64,136863785,1244,1,0,30,33,2071,5,4203,621,0,0,0,66321021,28330492,5419337380,0,621,462,2,1,6,10,427,1,5425966367,5381745726,264776044,417814085,417830469,1,2,1,18383819740,73389,73389,8,8,8,417814085,9,3,950308,2017385,4611573,41412,5425966367,1981425,61711513,2368
48620.00,1,253952,62,8192,35225,1,282865,18637300190,2,2000200,2,2,25,25,945516,160,621,2013848,4,75805,31,64,137129237,1244,1,0,30,33,2071,5,4203,621,0,0,0,67534767,29167043,5492763558,0,621,462,2,1,6,10,427,1,5495696671,5451587586,304708227,423250970,423250970,1,2,1,18623042680,73389,73389,8,8,8,423250970,9,3,962567,2050335,4694437,41944,5495696671,2013848,62842420,2368
49125.92,1,253952,62,8192,35225,1,286002,18844213882,2,2000200,2,2,25,25,945516,161,621,2044288,4,76733,31,64,137394689,1244,1,0,30,33,2071,5,4203,621,0,0,0,68429339,29826649,5552952925,0,621,462,2,1,6,10,427,1,5556251935,5512036859,307997761,427942383,427958767,1,2,1,18829464852,73389,73389,8,8,8,427942383,9,3,981041,2081266,4770686,42406,5556251935,2044288,63660772,2368
49634.39,1,253952,62,8192,35225,1,289852,19097854742,2,2000200,2,2,25,25,945516,161,621,2076799,4,77769,31,64,137394689,1244,1,0,30,33,2071,5,4203,621,0,0,0,69617581,30645506,5627034984,0,621,462,2,1,6,10,427,1,5630045471,5586178432,312698578,433723332,433723332,1,2,1,19083105712,73389,73389,8,8,8,433706948,9,3,996117,2114320,4842076,42969,5630045471,2076799,64777652,2368
50144.55,1,253952,62,8192,35225,1,293307,19325343430,2,2000200,2,2,25,25,945516,162,621,2105852,4,78781,31,64,137394689,1244,1,0,30,33,2071,5,4203,621,0,0,0,70672233,31327629,5694567336,0,621,462,2,1,6,10,427,1,5696367903,5652701416,316788520,438892040,438892040,1,2,1,19311249760,73389,73389,8,8,8,438892040,9,3,1008917,2143891,4912702,43475,5696367903,2105852,65761706,2368
50653.05,1,253952,62,8192,35225,1,296893,19561322338,2,2000200,2,2,25,25,945516,163,621,2138384,4,79798,31,64,137660141,1244,1,0,30,33,2071,5,4203,621,0,0,0,71722829,32023254,5762087640,0,621,462,2,1,6,10,427,1,5764777415,5721666411,320350547,444255197,444271581,1,2,1,19547228668,73389,73389,8,8,8,444255197,9,3,1014763,2176949,4971557,44001,5764777415,2138384,66753476,2368
51159.53,1,253952,62,8192,35225,1,300257,19783112702,2,2000200,2,2,25,25,945516,164,621,2167494,4,80773,31,64,137925593,1244,1,0,30,33,2071,5,4203,621,0,0,0,72384892,32451136,5824369318,0,621,462,2,1,6,10,427,1,5829658055,5786502485,323448888,449298866,449298866,1,2,1,19768429208,73389,73389,8,8,8,449282482,9,3,1023961,2209492,5034883,44496,5829658055,2167494,67352241,2368
51672.26,1,253952,62,8192,35225,1,303932,20025284762,2,2000200,2,2,25,25,945516,164,621,2196560,4,81802,31,64,137925593,1244,1,0,30,33,2071,5,4203,621,0,0,0,73234662,33049727,5894645384,0,621,462,2,1,6,10,427,1,5900699079,5857310236,326590539,454801287,454817671,1,2,1,20011256628,73389,73389,8,8,8,454801287,9,3,1037063,2239083,5101520,45038,5900699079,2196560,68135393,2368
52179.29,1,253952,62,8192,35225,1,307401,20253690954,2,2000200,2,2,25,25,945516,165,621,2227287,4,82779,31,64,137925593,1244,1,0,30,33,2071,5,4203,621,0,0,0,74494450,34008710,5960466482,0,621,462,2,1,6,10,427,1,5967152583,5924030032,331934408,459986379,460002763,1,2,1,20239400676,73389,73389,8,8,8,459986379,9,3,1053542,2270336,5194015,45545,5967152583,2227287,69302712,2368
52691.52,1,253952,62,8192,35225,1,311000,20490882278,2,2000200,2,2,25,25,945516,166,621,2258005,4,83762,31,64,137925593,1244,1,0,30,33,2071,5,4203,621,0,0,0,75676243,34815420,6030091127,0,621,462,2,1,6,10,427,1,6036489671,5993435867,340437576,465382304,465382304,1,2,1,20476821376,73389,73389,8,8,8,465382304,9,3,1064925,2301566,5263788,46074,6036489671,2258005,70413758,2368
53198.69,1,253952,62,8192,35225,1,314441,20717453462,2,2000200,2,2,25,25,945516,166,621,2288046,4,84765,31,64,137925593,1244,1,0,30,33,2071,5,4203,621,0,0,0,76511839,35371860,6097091863,0,621,462,2,1,6,10,427,1,6102549959,6059692666,344054982,470518244,470534628,1,2,1,20702802736,73389,73389,8,8,8,470518244,9,3,1073966,2332098,5320806,46578,6102549959,2288046,71193357,2368
53708.18,1,253952,62,8192,35225,1,317817,20940030258,2,2000200,2,2,25,25,945516,167,621,2318602,4,85725,31,64,138191045,1244,1,0,30,33,2071,5,4203,621,0,0,0,77853823,36436838,6163310109,0,621,462,2,1,6,10,427,1,6167561671,6124664744,349556691,475586489,475602873,1,2,1,20925805516,73389,73389,8,8,8,475586489,9,3,1084091,2363132,5397720,47074,6167561671,2318602,72458458,2368
54214.20,1,253952,62,8192,35225,1,321731,21197704890,2,2000200,2,3,25,25,945516,168,621,2351181,4,86843,31,64,138456497,1244,1,0,30,33,2071,5,4203,621,0,0,0,78943895,37044738,6239075486,0,621,462,2,1,6,10,427,1,6242252560,6200002269,353377483,481447199,481463583,1,2,1,21183676756,73389,73389,8,8,8,481447199,9,3,1093241,2396269,5465268,47649,6242252560,2351181,73481006,2368
54725.27,1,253952,62,8192,35225,1,326007,21479529538,2,2000200,2,3,25,25,945516,169,621,2385686,4,88082,31,64,138721949,1244,1,0,30,33,2071,5,4203,621,0,0,0,80187144,37311626,6321032142,0,621,462,2,1,6,10,427,1,6324565776,6282325508,356735782,487848581,487864965,1,2,1,21465337564,73389,73389,8,8,8,487848581,9,3,1103566,2433049,5543920,48277,6324565776,2385686,74644808,2368
55240.46,1,253952,62,8192,35225,1,330018,21743721694,3,3000299,3,3,25,25,945516,169,621,2419930,4,89167,31,64,138721949,1244,1,0,30,33,2071,5,4203,621,0,0,0,81303606,37825818,6398791573,0,621,462,2,1,6,10,427,1,6401505040,6359609118,396643682,493858906,493875290,1,2,1,21729791864,73389,73389,8,8,8,493858906,9,3,1107035,2467922,5595540,48864,6401505040,2419930,75710514,2368
55746.56,1,253952,62,8192,35225,1,333657,21983799910,3,3000299,3,3,25,25,945516,170,621,2450118,4,90213,31,64,138987401,1244,1,0,30,33,2071,5,4203,621,0,0,0,82428999,38315906,6469209527,0,621,462,2,1,6,10,427,1,6471759632,6429764765,400307670,499310016,499326400,1,2,1,21969640704,73389,73389,8,8,8,499310016,9,3,1121048,2498709,5660504,49400,6471759632,2450118,76770980,2368
56254.55,1,253952,62,8192,35225,1,337807,22257101570,3,3000299,3,3,25,25,945516,170,621,2490043,4,91345,31,64,138987401,1244,1,0,30,33,2071,5,4203,621,0,0,0,83397352,38770844,6546834971,0,621,462,2,1,6,10,427,1,6551844624,6509651848,403304722,505516949,505533333,1,2,1,22242745756,73389,73389,8,8,8,505516949,9,3,1128098,2539304,5705103,50011,6551844624,2490043,77694762,2368
56761.37,1,253952,62,8192,35225,1,341539,22503009182,3,3000299,3,3,25,25,945516,171,621,2526252,4,92412,31,64,138987401,1244,1,0,30,33,2071,5,4203,621,0,0,0,84570816,39354747,6620525324,0,621,462,2,1,6,10,427,1,6623541008,6581583912,409061908,511101290,511117674,1,2,1,22488456760,73389,73389,8,8,8,511101290,9,3,1145534,2576074,5809160,50558,6623541008,2526252,78764197,2368
57269.51,1,253952,62,8192,35225,1,345014,22732074042,3,3000299,3,3,25,25,945516,172,621,2551842,4,93422,31,64,139252853,1244,1,0,30,33,2071,5,4203,621,0,0,0,85554408,39953245,6689496585,0,621,462,2,1,6,10,427,1,6690518800,6648622796,412528295,516300607,516316991,1,2,1,22717226708,73389,73389,8,8,8,516300607,9,3,1157581,2602191,5883000,51069,6690518800,2551842,79673976,2368
57778.43,1,253952,62,8192,35225,1,348482,22960155862,3,3000299,3,3,25,25,945516,173,621,2581930,4,94411,31,64,139518305,1244,1,0,30,33,2071,5,4203,621,0,0,0,86482355,40587767,6754338472,0,621,462,2,1,6,10,427,1,6756647906,6715266894,416160541,521499924,521499924,1,2,1,22945275760,73389,73389,8,8,8,521483540,9,3,1171899,2632816,5961756,51578,6756647906,2581930,80523192,2368
58283.98,1,253952,62,8192,35225,1,351836,23181025414,3,3000299,3,3,25,25,945516,174,621,2612989,4,95388,31,64,139518305,1244,1,0,30,33,2071,5,4203,621,0,0,0,87522377,41318088,6821342682,0,621,462,2,1,6,10,427,1,6820742114,6779806198,419895235,526521176,526521176,1,2,1,23166210848,73389,73389,8,8,8,526504792,9,3,1177816,2664394,6016735,52067,6820742114,2612989,81508261,2368
58792.70,1,253952,62,8192,35225,1,355533,23424373814,3,3000299,3,3,25,25,945516,175,621,2644642,4,96447,31,64,139518305,1244,1,0,30,33,2071,5,4203,621,0,0,0,88663475,42111489,6891096967,0,621,462,2,1,6,10,427,1,6891783138,6850915033,424786909,532042140,532058524,1,2,1,23409854160,73389,73389,8,8,8,532042140,9,3,1186073,2696602,6066592,52609,6891783138,2644642,82599524,2368
59295.25,1,253952,62,8192,35225,1,359473,23683912914,3,3000299,3,3,25,25,945516,175,621,2673132,4,97519,31,64,139518305,1244,1,0,30,33,2071,5,4203,621,0,0,0,89725232,42803502,6962950360,0,621,462,2,1,6,10,427,1,6967542754,6926802921,434749030,537937777,537954161,1,2,1,23669262188,73389,73389,8,8,8,537937777,9,3,1202332,2725657,6156840,53187,6967542754,2673132,83571057,2368
59801.18,1,253952,62,8192,35225,1,364294,24001720134,3,3000299,3,3,25,25,945516,176,621,2696442,4,98906,31,64,139783757,1244,1,0,30,33,2071,5,4203,621,0,0,0,90703896,42945019,7057096793,0,621,462,2,1,6,10,427,1,7060210658,7019660235,437262642,545164392,545180776,1,2,1,23987233248,73389,73389,8,8,8,545164392,9,3,1204469,2749504,6197488,53894,7060210658,2696442,84509113,2368
60312.26,1,253952,62,8192,35225,1,367807,24233275362,3,3000299,3,3,25,25,945516,177,621,2728165,4,99908,31,64,139783757,1244,1,0,30,33,2071,5,4203,621,0,0,0,91801870,43678015,7126328720,0,621,462,2,1,6,10,427,1,7127843810,7087348534,442704396,550429245,550445629,1,2,1,24218886780,73389,73389,8,8,8,550429245,9,3,1218330,2781777,6279173,54410,7127843810,2728165,85525425,2368
60820.20,1,253952,62,8192,35225,1,371107,24450871422,3,3000299,3,3,25,25,945516,177,621,2765019,4,100858,31,64,140037143,1244,1,0,30,33,2071,5,4203,621,0,0,0,92722464,44367629,7189006097,0,621,462,2,1,6,10,427,1,7191282658,7150958445,446581492,555374610,555390994,1,2,1,24436482840,73389,73389,8,8,8,555374610,9,3,1225965,2819126,6332189,54894,7191282658,2765019,86393026,2368
61326.85,1,253952,62,8192,35225,1,374474,24672592942,3,3000299,3,3,25,25,945516,178,621,2790313,4,101822,31,64,140302595,1244,1,0,30,33,2071,5,4203,621,0,0,0,93570746,44915123,7251998054,0,621,462,2,1,6,10,427,1,7256087105,7215795779,449375200,560412246,560428630,1,2,1,24658138824,73389,73389,8,8,8,560412246,9,3,1230316,2844879,6367698,55389,7256087105,2790313,87205825,2368
61839.12,1,253952,62,8192,35225,1,378285,24923677898,3,3000299,3,3,25,25,945516,178,621,2821502,4,102860,31,64,140302595,1244,1,0,30,33,2071,5,4203,621,0,0,0,94576507,45482792,7325816552,0,621,462,2,1,6,10,427,1,7329880641,7289231205,456724048,566127659,566127659,1,2,1,24909616996,73389,73389,8,8,8,566127659,9,3,1246743,2876660,6441215,55952,7329880641,2821502,88138088,2368
62348.59,1,253952,62,8192,35225,1,381861,25159361894,3,3000299,3,3,25,25,945516,179,621,2849505,4,103890,31,64,140568047,1244,1,0,30,33,2071,5,4203,621,0,0,0,95624295,46131112,7395571342,0,621,462,2,1,6,10,427,1,7398038081,7358043777,460948734,571482624,571499008,1,2,1,25145235456,73389,73389,8,8,8,571482624,9,3,1257836,2905242,6502997,56472,7398038081,2849505,89124121,2368
62858.59,1,253952,62,8192,35225,1,385301,25385891674,3,3000299,3,3,25,25,945516,180,621,2881535,4,104912,31,64,140568047,1244,1,0,30,33,2071,5,4203,621,0,0,0,96659858,46760098,7459429843,0,621,462,2,1,6,10,427,1,7464229441,7424287078,464401779,576634948,576634948,1,2,1,25371937712,73389,73389,8,8,8,576634948,9,3,1266962,2937853,6561696,56977,7464229441,2881535,90101011,2368
63367.92,1,253952,62,8192,35225,1,389398,25655961246,3,3000299,3,3,25,25,945516,180,621,2916770,4,105994,31,64,140568047,1244,1,0,30,33,2071,5,4203,621,0,0,0,97927839,47578600,7540325739,0,621,462,2,1,6,10,427,1,7543265857,7503169574,470619084,582765994,582782378,1,2,1,25641703736,73389,73389,8,8,8,582765994,9,3,1284868,2973669,6661462,57580,7543265857,2916770,91269251,2368
63879.12,1,253952,62,8192,35225,1,392634,25869363002,3,3000299,3,3,25,25,945516,181,621,2943842,4,106928,31,64,140833499,1244,1,0,30,33,2071,5,4203,621,0,0,0,99080494,48421081,7600648730,0,621,462,2,1,6,10,427,1,7605393985,7565589781,475032013,587621247,587621247,1,2,1,25855334868,73389,73389,8,8,8,587621247,9,3,1300531,3001218,6730699,58054,7605393985,2943842,92352702,2368
64384.60,1,253952,62,8192,35225,1,396472,26122217430,3,3000299,3,3,25,25,945516,181,621,2978283,4,107974,31,64,140833499,1244,1,0,30,33,2071,5,4203,621,0,0,0,100299223,49237645,7678273219,0,621,462,2,1,6,10,427,1,7679449665,7639488802,481832101,593369428,593369428,1,2,1,26107533936,73389,73389,8,8,8,593353044,9,3,1310178,3036285,6806691,58619,7679449665,2978283,93495471,2368
64892.09,1,253952,62,8192,35225,1,399888,26347415666,3,3000299,3,3,25,25,945516,182,621,3010563,4,108987,31,64,141098951,1244,1,0,30,33,2071,5,4203,621,0,0,0,101103016,49649187,7744351843,0,621,462,2,1,6,10,427,1,7744978043,7705358022,484186851,598486825,598486825,1,2,1,26333420300,73389,73389,8,8,8,598486825,9,3,1325299,3069094,6876709,59120,7744978043,3010563,94229273,2368
65164.45,1,253952,62,8192,35225,1,400935,26415466446,3,3000299,3,3,26,26,945516,185,621,3019207,4,109410,34,64,148439424,1251,1,1037,33,41,2071,30,5467,621,840,1037,90,102068905,50460751,7766407441,8,621,462,2,1,6,10,427,1,7763456807,7725180361,1138537876,600037902,600037902,1,2,1,26401667688,73389,73389,8,8,8,600037902,9,3,1333055,3077911,6929096,59276,7763456807,3019207,95142806,2368
