timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,LoadedMarksCount,LoadedMarksFiles,LoadedMarksMemoryBytes,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MarkCacheMisses,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,PartsLockHoldMicroseconds,PartsLocks,QueriesWithSubqueries,Query,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
28637.60,1,253952,62,252714,16649213410,0,911,4,4,62,62,83525,155,1,669,1840097,120,44,67270,71,241,139679065,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,64290214,24036536,4865388524,0,549,473,120,19,1,2,1,16,335,1,4912326423,4868234431,261390331,377832929,377832929,1,2,1,16624648876,73389,73389,8,8,8,377832929,5,3,783841,1879284,4963567,37534,4912326423,1840097,59328627,237894
29148.56,1,253952,62,256819,16919565950,0,911,4,4,62,62,83525,156,1,669,1871346,120,44,68436,71,241,139679065,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,65502024,24534784,4944584544,0,549,473,120,19,1,2,1,16,335,1,4991362839,4947226599,265175483,383966134,383982518,1,2,1,16894509896,73389,73389,8,8,8,383966134,5,3,794897,1912378,5036634,38137,4991362839,1871346,60467399,237894
29660.10,1,253952,62,260506,17162524442,0,911,4,4,62,62,83525,156,1,669,1903889,120,44,69450,71,241,139679065,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,66459042,25111488,5016960061,0,549,473,120,19,1,2,1,16,335,1,5062534935,5018272444,268646078,389501323,389517707,1,2,1,17138058212,73389,73389,8,8,8,389501323,5,3,801595,1945472,5098460,38680,5062534935,1903889,61362611,237894
30167.96,1,253952,62,263755,17376778166,0,911,4,4,62,62,83525,157,1,669,1932200,120,44,70417,71,241,139944517,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,67340772,25710674,5078324008,0,549,473,120,19,1,2,1,16,335,1,5125187351,5080837184,272722399,394372960,394372960,1,2,1,17352410240,73389,73389,8,8,8,394372960,5,3,806310,1974251,5138018,39158,5125187351,1932200,62204808,237894
30675.97,1,253952,62,267072,17595488338,0,911,4,4,62,62,83525,158,1,669,1966058,120,44,71327,71,241,139944517,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,68443657,26487045,5144930394,0,549,473,120,19,1,2,1,16,335,1,5189150487,5144790272,280187045,399342901,399342901,1,2,1,17571087644,73389,73389,8,8,8,399342901,5,3,814780,2008626,5203930,39646,5189150487,1966058,63241803,237894
31184.39,1,253952,62,270495,17821145326,0,911,4,4,62,62,83525,158,1,669,1999360,120,44,72289,71,241,140209969,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,69404716,27242405,5206293894,0,549,473,120,19,1,2,1,16,335,1,5255079703,5210757236,284016739,404468490,404484874,1,2,1,17796613560,73389,73389,8,8,8,404468490,5,3,822713,2042460,5257661,40149,5255079703,1999360,64149153,237894
31699.33,1,253952,62,273874,18043653278,0,911,4,4,62,62,83525,159,1,669,2025009,120,44,73255,71,241,140209969,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,70529986,28030399,5276571339,0,549,473,120,19,1,2,1,16,335,1,5320091415,5275877979,288004669,409522510,409522510,1,2,1,18018990440,73389,73389,8,8,8,409522510,5,3,833327,2068610,5320126,40645,5320091415,2025009,65211982,237894
32210.11,1,253952,62,277556,18286139298,0,911,4,4,62,62,83525,159,1,669,2061800,120,44,74270,71,241,140209969,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,71263543,28487334,5345013742,0,549,473,120,19,1,2,1,16,335,1,5390608151,5346691348,290019030,415018898,415041315,1,2,1,18260831512,73389,73389,8,8,8,415018898,5,3,837431,2105948,5366102,41183,5390608151,2061800,65899585,237894
32721.60,1,253952,62,280781,18498699498,0,911,4,4,62,62,83525,160,1,669,2083853,120,44,75197,71,241,140475421,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,72610301,29554468,5409655971,0,549,473,120,19,1,2,1,16,335,1,5452867351,5408919373,298237946,419857767,419874151,1,2,1,18473741748,73389,73389,8,8,8,419857767,5,3,848775,2128475,5423769,41658,5452867351,2083853,67188698,237894
33229.49,1,253952,62,284151,18720883078,0,911,4,4,62,62,83525,160,1,669,2121322,120,44,76126,71,241,140475421,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,73265567,30056392,5474690465,0,549,473,120,19,1,2,1,16,335,1,5518272279,5473872963,301000943,424901436,424917820,1,2,1,18695663184,73389,73389,8,8,8,424901436,5,3,851764,2166487,5454917,42158,5518403351,2121351,67812841,237894
33733.77,1,253952,62,287554,18945229346,0,911,4,4,62,62,83525,161,1,669,2147122,120,44,77096,71,241,140740873,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,74531173,31046955,5538154024,0,549,473,120,19,1,2,1,16,335,1,5583415063,5539437646,306471915,430002449,430018833,1,2,1,18920107756,73389,73389,8,8,8,430002449,5,3,863061,2192765,5532144,42654,5583415063,2147122,69001244,237894
34242.13,1,253952,62,291277,19190547134,0,911,4,4,62,62,83525,161,1,669,2177103,120,44,78106,71,241,140740873,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,75680430,31832868,5610662551,0,549,473,120,19,1,2,1,16,335,1,5655111447,5611168042,310682649,435586790,435586790,1,2,1,19165818760,73389,73389,8,8,8,435586790,5,3,870186,2223284,5585300,43201,5655111447,2177103,70097374,237894
34749.04,1,253952,62,294680,19414627950,0,911,4,4,62,62,83525,162,1,669,2203463,120,44,79104,71,241,140740873,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,76599244,32469029,5672440515,0,549,473,120,19,1,2,1,16,335,1,5720532221,5676603439,313643336,440673578,440689962,1,2,1,19389637432,73389,73389,8,8,8,440673578,5,3,880218,2250144,5650016,43701,5720532221,2203463,70951495,237894
35260.49,1,253952,62,298202,19646412554,0,911,4,4,62,62,83525,163,1,669,2236364,120,44,80111,71,241,141006325,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,77701231,33169730,5742823572,0,549,473,120,19,1,2,1,16,335,1,5787877311,5744384884,318350383,445938431,445954815,1,2,1,19621290964,73389,73389,8,8,8,445938431,5,3,886596,2283592,5713052,44218,5787877311,2236364,71990472,237894
35768.72,1,253952,62,301042,19833596602,0,911,4,4,62,62,83525,164,1,669,2261619,120,44,80972,71,241,141271777,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,78656058,33881780,5800518548,0,549,473,120,19,1,2,1,16,335,1,5842272191,5799098194,322414932,450206019,450206019,1,2,1,19808343940,73389,73389,8,8,8,450189635,5,3,895004,2312339,5764000,44633,5842272191,2261619,72894376,237894
36280.19,1,253952,62,304534,20063775574,0,911,4,4,62,62,83525,164,1,669,2304737,120,44,81926,71,241,141271777,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,79458384,34474137,5866732726,0,549,473,120,19,1,2,1,16,335,1,5909512127,5866351061,325088548,455429912,455446296,1,2,1,20038916128,73389,73389,8,8,8,455429912,5,3,898638,2356006,5815568,45146,5909512127,2304737,73645157,237894
36792.81,1,253952,62,308435,20320505384,0,911,4,4,62,62,83525,165,1,669,2335536,120,44,83004,71,241,141271777,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,80828676,35390535,5943438006,0,549,473,120,19,1,2,1,16,335,1,5984485311,5941479755,330397987,461270364,461270364,1,2,1,20295175120,73389,73389,8,8,8,461253980,5,3,902409,2387363,5874059,45718,5984485311,2335536,74956986,237894
37298.46,1,253952,62,312161,20566007714,0,911,4,4,62,62,83525,166,1,669,2363524,120,44,84078,71,241,141271777,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,82115737,36122136,6014376194,0,549,473,120,19,1,2,1,16,335,1,6056050623,6013241719,339131068,466846513,466862897,1,2,1,20541246572,73389,73389,8,8,8,466846513,5,3,912845,2415863,5930936,46264,6056050623,2363524,76187197,237894
37801.34,1,253952,62,316579,20857138474,0,911,4,4,62,62,83525,166,1,669,2389099,120,44,85279,71,241,141271777,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,83271187,36670357,6097250698,0,549,473,120,19,1,2,1,16,335,1,6141378495,6098383197,342875748,473452695,473469079,1,2,1,20831918580,73389,73389,8,8,8,473452695,5,3,919171,2442038,5970965,46915,6141378495,2389099,77302656,237894
38304.24,1,253952,62,321781,21199754378,0,911,4,4,62,62,83525,168,1,669,2408664,120,44,86809,71,241,141802681,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,84380367,36708630,6200256529,0,549,473,120,19,1,2,1,16,335,1,6240317704,6198422566,345151905,481250591,481266975,1,2,1,21175026004,73389,73389,8,8,8,481250591,5,3,923403,2462139,6009731,47675,6240317704,2408664,78373111,237894
38807.26,1,253952,62,327299,21563252256,0,911,4,4,62,62,83525,169,1,669,2429094,120,44,88369,71,241,142068133,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,85375247,36708639,6305025433,0,549,473,120,19,1,2,1,16,335,1,6346617096,6304656796,346531833,489509398,489525782,1,2,1,21538413512,73389,73389,8,8,8,489509398,5,3,923857,2483121,6033091,48486,6346617096,2429094,79344676,237894
39310.05,1,253952,62,332824,21927450206,0,911,4,4,62,62,83525,170,1,669,2448900,120,44,89932,71,241,142333585,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,86440079,36710174,6412284260,0,549,473,120,19,1,2,1,16,335,1,6453178632,6411178150,349638959,497790622,497807006,1,2,1,21902787368,73389,73389,8,8,8,497790622,5,3,927610,2503468,6067603,49299,6453178632,2448900,80375036,237894
39812.94,1,253952,62,338332,22290280658,0,911,4,4,62,62,83525,171,1,669,2467204,120,44,91486,71,241,142333585,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,87488904,36710259,6517708085,0,549,473,120,19,1,2,1,16,335,1,6559215880,6517269712,351148215,506024853,506041237,1,2,1,22265093532,73389,73389,8,8,8,506024853,5,3,930370,2522259,6090859,50108,6559215880,2467204,81400649,237894
40315.68,1,253952,62,344119,22671661106,0,911,4,4,62,62,83525,171,1,669,2487720,120,44,93064,71,241,142333585,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,88549034,36710313,6629033141,0,549,473,120,19,1,2,1,16,335,1,6670496008,6628734923,352676387,514707485,514707485,1,2,1,22647129340,73389,73389,8,8,8,514707485,5,3,930529,2543328,6122663,50957,6670496008,2487720,82429026,237894
40818.31,1,253952,62,349089,22998708902,0,911,4,4,62,62,83525,174,1,669,2506149,120,44,94568,71,241,142864489,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,89477427,36710329,6723548968,0,549,473,120,19,1,2,1,16,335,1,6765460954,6724363775,356427153,522138900,522138900,1,2,1,22974111600,73389,73389,8,8,8,522138900,5,3,934682,2562215,6149495,51686,6765460954,2506149,83330618,237894
41320.92,1,253952,62,354710,23368944922,0,911,4,4,62,62,83525,174,1,669,2527733,120,44,96115,71,241,142864489,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,90562315,36710388,6830284094,0,549,473,120,19,1,2,1,16,335,1,6873595354,6832580133,357997845,530553355,530553355,1,2,1,23344347620,73389,73389,8,8,8,530553355,5,3,940689,2584334,6191550,52511,6873595354,2527733,84373493,237894
41823.66,1,253952,62,360281,23735904142,0,911,4,4,62,62,83525,175,1,669,2548555,120,44,97690,71,241,142864489,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,91644883,36710484,6939247947,0,549,473,120,19,1,2,1,16,335,1,6980681178,6939823447,360413391,538894082,538894082,1,2,1,23711339608,73389,73389,8,8,8,538894082,5,3,943283,2605620,6223640,53328,6980681178,2548555,85424013,237894
42326.24,1,253952,62,365840,24102342382,0,911,4,4,62,62,83525,176,1,669,2569111,120,44,99262,71,241,143129941,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,92678799,36710484,7047163707,0,549,473,120,19,1,2,1,16,335,1,7087242714,7046925581,362490475,547224458,547224458,1,2,1,24077876152,73389,73389,8,8,8,547224458,5,3,946044,2626639,6258475,54141,7087242714,2569111,86423137,237894
42829.30,1,253952,62,371461,24472843854,0,911,4,4,62,62,83525,177,1,669,2589499,120,44,100852,71,241,143383327,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,93713842,36710500,7153636588,0,549,473,120,19,1,2,1,16,335,1,7195770330,7155282275,367292697,555636754,555653138,1,2,1,24448017176,73389,73389,8,8,8,555636754,5,3,951311,2647487,6290082,54969,7195770330,2589499,87426618,237894
43331.92,1,253952,62,376870,24829186242,0,911,4,4,62,62,83525,178,1,669,2607494,120,44,102415,71,241,143648779,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,94740708,36710569,7260426003,0,549,473,120,19,1,2,1,16,335,1,7299634233,7259447144,368861558,563739913,563739913,1,2,1,24804556172,73389,73389,8,8,8,563739913,5,3,954750,2665901,6325643,55762,7299634233,2607494,88417966,237894
43834.42,1,253952,62,382546,25203292194,0,911,4,4,62,62,83525,179,1,669,2624840,120,44,104017,71,241,143914231,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,95743634,36710573,7367686339,0,549,473,120,19,1,2,1,16,335,1,7408817209,7368787789,370375612,572242321,572242321,1,2,1,25178662124,73389,73389,8,8,8,572242321,5,3,954873,2683696,6351667,56595,7408817209,2624840,89394909,237894
44336.80,1,253952,62,388198,25575559830,0,911,4,4,62,62,83525,180,1,669,2643030,120,44,105613,71,241,143914231,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,96766095,36710577,7477438009,0,549,473,120,19,1,2,1,16,335,1,7517344825,7477562421,374005436,580705928,580705928,1,2,1,25551060832,73389,73389,8,8,8,580705928,5,3,959621,2702356,6386652,57423,7517344825,2643030,90382434,237894
44839.33,1,253952,62,393899,25951304182,0,911,4,4,62,62,83525,181,1,669,2660487,120,44,107224,71,241,144179683,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,97663845,36710602,7587450908,0,549,473,120,19,1,2,1,16,335,1,7627183161,7587380390,375263962,589232912,589249296,1,2,1,25926248128,73389,73389,8,8,8,589232912,5,3,960116,2720313,6409088,58261,7627183161,2660487,91257788,237894
45341.86,1,253952,62,399573,26325279062,0,911,4,4,62,62,83525,182,1,669,2677742,120,44,108826,71,241,144445135,1340,1,0,440382,48,1935856,70,70,23,8,402,573,48,0,0,0,98757487,36710604,7696931416,0,549,473,120,19,1,2,1,16,335,1,7736489587,7696731151,378067792,597743512,597743512,1,2,1,26300714528,73389,73389,8,8,8,597743512,5,3,963810,2738043,6437205,59096,7736489587,2677742,92323351,237894
45558.89,1,253952,62,401115,26426035614,2,7726,6,6,62,62,83525,185,1,669,2683081,120,44,109410,78,241,151785608,1347,1,1035,440382,48,1935856,77,77,24,70,419,573,48,678,1035,90,99821041,36868105,7767522780,8,549,473,120,19,1,2,1,16,335,1,7764405535,7726129089,2855665909,600037902,600037902,1,2,1,26401667688,73389,73389,8,8,8,600037902,5,3,1009671,2743511,6666813,59324,7764405535,2683081,93157379,237894
