timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
594016.51,45,253952,62,409244,26965423156,15,107344875,2708,18,18,10196,2675,6,855,3007371,0,10,160632,14,28,169946531,1712,1,4,389,509276091,5,2037104364,13,32,5,9,217,855,201360676,13103558,8838949400,855,697,0,3,1,14,14,849,3,8831493895,8517948317,321319406,516702015,516718399,1,3,1,26868504812,73389,73389,14,14,14,516702019,7,3,337980,3083143,4125390,73358,8831493895,3007371,197243522,2260
596021.72,45,253952,62,415174,27355680546,16,109856568,2730,18,18,10196,2710,6,855,3044331,0,10,162936,14,28,170248181,1712,1,4,389,516614481,5,2066457924,13,32,5,9,217,855,203801612,13116272,8976435502,855,697,0,3,1,14,14,849,3,8968431770,8642052135,326282633,524145940,524145940,1,3,1,27255588912,73389,73389,14,14,14,524145944,7,3,341180,3121037,4173379,74494,8968431770,3044331,199636563,2260
598027.60,45,253952,62,420857,27730317646,16,111651252,2758,18,18,10196,2745,6,909,3078965,0,10,165139,14,28,179264141,1820,1,4,389,523595357,5,2094381428,13,32,5,9,217,909,206139414,13116322,9108854457,909,730,0,3,1,14,14,849,3,9100499043,8761095125,330414189,531274251,531274251,1,3,1,27626261084,73389,73389,14,14,14,531274255,7,3,348531,3156574,4220407,75592,9100499043,3078965,201927432,2390
600041.06,45,253952,62,428436,28229338278,16,113204276,2794,19,19,10196,2791,6,1044,3138477,0,10,168106,14,28,202733651,2090,1,4,389,532995421,5,2131981684,13,33,5,9,217,1044,209927694,13185127,9289330061,1044,860,0,3,1,14,14,849,3,9281090271,8920308573,335574246,540749348,540765732,1,3,1,28118966128,73389,73389,14,14,14,540749352,7,3,357624,3217625,4306403,77085,9281090271,3138477,205629864,2822
602048.88,48,253952,62,436180,28738601818,16,114994006,2822,19,19,10196,2843,7,1152,3203732,0,10,171117,14,28,221823197,2306,1,4,389,542524455,5,2170097820,13,33,5,9,217,1152,213970707,13312657,9480654786,1152,976,0,3,1,14,14,849,3,9472133466,9082642857,341771341,550425371,550425371,1,3,1,28622119324,73389,73389,14,14,14,550425375,7,3,359025,3284698,4396363,78670,9472133466,3203732,209583077,3224
604059.00,49,253952,62,444041,29257544906,16,117059618,2843,19,19,10196,2893,7,1152,3266856,0,10,174165,14,28,223041863,2306,1,4,389,552174425,5,2208697700,13,33,5,9,217,1152,218016279,13414629,9669772274,1152,976,0,3,1,14,14,849,3,9661752872,9248014386,347981075,560262631,560262631,1,3,1,29133656844,73389,73389,14,14,14,560262635,7,3,365356,3349555,4482283,80222,9661752872,3266856,213542855,3224
606063.81,49,253952,62,450014,29651075178,17,119501392,2868,19,19,10196,2930,7,1161,3302435,2,10,176489,14,28,225087172,2324,1,4,389,559572142,5,2238288568,13,33,5,9,217,1161,220517967,13446170,9815109163,1159,980,2,3,1,14,14,849,3,9806602059,9373508882,352958534,567732847,567732847,1,3,1,29522108076,73389,73389,14,14,14,567732851,7,3,369381,3386130,4531317,81425,9806602059,3302435,215995637,3248
608074.90,50,253952,62,457534,30143499198,17,120884279,2886,20,20,10196,2980,7,1440,3360616,2,10,179397,14,28,270225630,2882,1,4,389,568792398,5,2275105072,13,34,5,9,217,1440,224216532,13561229,9997637863,1438,1254,2,3,1,14,14,849,3,9988724588,9530302260,357163960,577084867,577084867,1,3,1,30008413116,73389,73389,14,14,14,577084871,7,3,375799,3445908,4611398,82946,9988724588,3360616,219614273,4255
610082.37,51,253952,62,465466,30665188182,17,122794372,2922,20,20,10196,3028,8,1701,3429987,2,10,182469,14,28,315434218,3404,1,4,389,578519576,5,2314078304,13,34,5,9,217,1701,228284298,13711393,10189953401,1699,1523,2,3,1,14,14,849,3,10181144815,9696990495,364290635,586951021,586951021,1,3,1,30521453124,73389,73389,14,14,14,586951025,7,3,377728,3517026,4690597,84553,10181144815,3429987,223602993,5220
612099.39,52,253952,62,473568,31198999306,17,124421613,2971,20,20,10196,3087,8,1881,3497923,2,10,185645,14,28,347964105,3764,1,4,389,588629874,5,2354519496,13,34,5,9,217,1881,232555213,13895650,10381593566,1879,1713,2,3,1,14,14,849,3,10372230316,9866466337,370323407,597124153,597124153,1,3,1,31050455988,73389,73389,14,14,14,597124157,7,3,385315,3586835,4771675,86121,10372230316,3497923,227792994,5863
