timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
493156.13,66,253952,62,409919,27006914418,9,86795306,0,3532,12,12,4934,2671,18,1080,3812239,19,160610,14,11,208492540,2162,1,0,4,427,509194743,5,2036714292,13,26,62,9,91,1080,0,0,0,222017168,7835672,9027853641,0,1080,939,3,1,14,14,917,3,9019559976,8544530016,315881069,516604785,516604785,1,3,1,26863448852,73389,73389,14,14,14,516604789,8,3,378307,3899615,5102199,74978,9019559976,3812239,216923285,3199
495174.67,66,253952,62,414942,27337766854,9,89074813,0,3580,12,12,4934,2710,19,1150,3877821,19,162562,14,11,220425841,2302,1,0,4,427,515337840,5,2061351360,13,26,62,9,91,1150,0,0,0,225175852,8605489,9147754869,0,1150,1034,3,1,14,14,917,3,9140770992,8649809450,322064243,522869062,522901830,1,3,1,27189191256,73389,73389,14,14,14,522869066,8,3,383130,3966503,5186913,76009,9140770992,3877821,219997368,3474
497181.80,66,253952,62,419902,27664707710,9,90815378,0,3630,12,12,4934,2736,19,1269,3933388,19,164493,14,11,240669458,2540,1,0,4,427,521480728,5,2085922912,13,26,62,9,91,1269,0,0,0,228091919,9047269,9261690849,0,1269,1167,3,1,14,14,917,3,9253422548,8753357911,327128486,529131180,529131180,1,3,1,27514821392,73389,73389,14,14,14,529131184,8,3,384812,4023206,5246758,76931,9253422548,3933388,222853708,3899
499200.03,66,253952,62,424563,27971561782,10,93735331,0,3642,12,12,4934,2774,20,1359,3971802,19,166326,14,11,256022357,2720,1,0,4,427,527275062,5,2109100248,13,26,62,9,91,1359,0,0,0,230213334,9072509,9372179172,0,1359,1257,3,1,14,14,917,3,9364096107,8850876040,332221002,534991890,534991890,1,3,1,27819578312,73389,73389,14,14,14,534991894,8,3,388492,4062569,5309695,77863,9364096107,3971802,224912272,4173
501214.71,66,253952,62,429606,28303624092,10,95341067,0,3670,12,12,4934,2799,20,1359,4013104,19,168277,14,11,256951439,2720,1,0,4,427,533500983,5,2133939292,13,26,62,9,91,1359,0,0,0,232580622,9141307,9489407003,0,1359,1257,3,1,14,14,917,3,9480816454,8956495646,336263266,541305319,541305319,1,3,1,28147876620,73389,73389,14,14,14,541305323,8,3,392231,4104930,5378718,78813,9480816454,4013104,227210641,4173
503224.98,67,253952,62,435072,28663654412,10,97384553,0,3722,13,13,4934,2834,20,1413,4079035,19,170422,14,11,266906643,2828,1,0,4,427,540278494,5,2161113976,13,27,62,9,91,1413,0,0,0,235718046,9908328,9615935349,0,1413,1322,3,1,14,14,917,3,9607212972,9070799389,342183694,548163294,548163294,1,3,1,28504491320,73389,73389,14,14,14,548163298,8,3,397932,4172198,5456072,79858,9607212972,4079035,230270848,4377
505239.73,68,253952,62,440640,29030525618,10,99542840,0,3767,13,13,4934,2873,20,1422,4141594,19,172589,14,11,268755747,2846,1,0,4,427,547160639,5,2188577868,13,27,62,9,91,1422,0,0,0,238858039,10600908,9748299664,0,1422,1332,3,1,14,14,917,3,9739971269,9187672778,348187113,555129924,555129924,1,3,1,28866756080,73389,73389,14,14,14,555129928,8,3,399444,4236151,5522442,80962,9739971269,4141594,233344599,4414
507250.59,68,253952,62,446131,29392869390,10,101842472,0,3819,13,13,4934,2899,20,1422,4209448,19,174733,14,11,269093595,2846,1,0,4,427,553960938,5,2215843752,13,27,62,9,91,1422,0,0,0,242006344,11350157,9871880674,0,1422,1332,3,1,14,14,917,3,9863158310,9302572052,354363819,562043084,562043084,1,3,1,29226240400,73389,73389,14,14,14,562043088,8,3,403483,4305334,5588209,81966,9863158310,4209448,236427268,4414
509257.30,74,253952,62,451475,29744348638,11,104462412,0,3873,13,13,4934,2940,20,1422,4265656,19,176811,14,11,269733093,2846,1,0,4,427,560544778,5,2242179112,13,27,62,9,91,1422,0,0,0,244850859,11798465,10003564567,0,1422,1332,3,1,14,14,917,3,9994460142,9414666218,360204020,568702736,568702736,1,3,1,29572542304,73389,73389,14,14,14,568702740,8,3,405746,4362797,5657039,83067,9994460142,4265656,239203066,4414
511273.48,74,253952,62,456541,30077620944,11,106047509,0,3894,14,14,4934,2969,20,1422,4308163,19,178783,14,11,270650109,2846,1,0,4,427,566801949,5,2267207796,13,28,62,9,91,1422,0,0,0,247250793,12068935,10122193732,0,1422,1332,3,1,14,14,917,3,10113088648,9520731545,364484285,575051092,575051092,1,3,1,29902656816,73389,73389,14,14,14,575051096,8,3,410240,4406310,5716066,84043,10113088648,4308163,241544070,4414
513288.73,80,253952,62,462152,30447865234,12,108044604,0,3941,15,15,4934,3006,25,1422,4376520,19,180962,14,11,271265475,2846,1,0,4,427,573715151,5,2294795728,13,29,62,9,91,1422,0,0,0,250408806,12778801,10261381592,0,1422,1332,3,1,14,14,917,3,10252037316,9638889111,370376457,582078940,582078940,1,3,1,30268104912,73389,73389,14,14,14,582078944,8,3,415356,4476111,5791435,85209,10252037316,4376520,244626844,4414
515302.78,80,253952,62,467804,30820229398,12,110121694,0,3997,15,15,4934,3042,25,1422,4442722,19,183161,14,11,271591257,2846,1,0,4,427,580680661,5,2322722644,13,29,62,9,91,1422,0,0,0,253591041,13356845,10399666745,0,1422,1332,3,1,14,14,917,3,10390063057,9757814480,376125920,589127490,589127490,1,3,1,30634629512,73389,73389,14,14,14,589127494,8,3,419524,4543720,5861991,86350,10390063057,4442722,247738659,4414
517318.37,81,253952,62,473428,31191313590,12,112416241,0,4042,15,15,4934,3072,25,1422,4513702,19,185344,14,11,272508273,2846,1,0,4,427,587642532,5,2350570128,13,29,62,9,91,1422,0,0,0,256808928,14064696,10529874501,0,1422,1332,3,1,14,14,917,3,10520138518,9875754869,382395887,596171722,596188106,1,3,1,31000929576,73389,73389,14,14,14,596171726,8,3,423374,4616026,5945818,87406,10520138518,4513702,250872860,4414
518552.60,81,253952,62,476485,31392310116,13,113732997,1,4071,15,15,4934,3127,25,1422,4542105,19,186584,18,11,280150396,2853,1,1226,4,427,591599349,5,2366397396,17,36,62,13,2071,1422,1,1226,129,258855059,14508919,10598468322,8,1422,1332,3,1,14,14,917,3,10588648352,9939255114,524103821,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,8,3,443529,4645230,6004469,87963,10588648352,4542105,252860420,4414
