timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLockWaitMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
702340.69,15,253952,62,369363,24335004994,17,101199903,2113,20,20,4125,2420,3,702,3114862,8,145089,9,141371140,1406,1,1081,4,3998,460015995,7,1840063980,8,34,4,3680,702,1081,9,193895992,4931068,7908112216,702,748,3,1,14,14,4586,3,7901201180,7681443880,299641443,466724077,466724077,1,3,1,24269652036,73389,73389,14,14,14,466724081,7,1,3,357377,3188259,4150969,65656,7901201180,3114862,189752179,2292
704347.38,15,253952,62,378283,24923515956,17,102397098,2206,20,20,4125,2473,3,711,3189736,8,148587,9,142813149,1424,1,1081,4,3998,471115800,7,1884398592,8,34,4,3680,711,1081,9,198675413,4991148,8107586255,711,756,3,1,14,14,4586,3,8101136019,7867431457,305667958,477982427,477982427,1,3,1,24855086236,73389,73389,14,14,14,477982431,7,1,3,363067,3264958,4241134,67327,8101136019,3189736,194441612,2325
706352.33,15,253952,62,386893,25489761150,17,103591231,2279,20,20,4125,2536,3,729,3261147,8,151934,9,145629054,1460,1,1081,4,3998,481720671,7,1926818240,8,34,4,3680,729,1081,9,203040494,5020600,8303911418,729,768,3,1,14,14,4586,3,8296905915,8047226471,311249722,488770403,488770403,1,3,1,25416060988,73389,73389,14,14,14,488770407,7,1,3,367268,3338138,4343274,68975,8296905915,3261147,198704723,2378
708358.31,16,253952,62,393016,25894388752,18,106187756,2290,21,21,4125,2579,4,819,3301824,8,154350,9,160260068,1640,1,1081,4,3998,489339282,7,1957292632,8,35,4,3680,819,1081,9,205609865,5026717,8444695096,819,833,3,1,14,14,4586,3,8437723110,8175620772,316420736,496496286,496496286,1,3,1,25817806904,73389,73389,14,14,14,496496290,7,1,3,372515,3379868,4388207,70162,8437723110,3301824,201229264,2641
710363.19,18,253952,62,401283,26438465864,18,107287156,2356,21,21,4125,2626,4,909,3364456,8,157564,9,175898671,1820,1,1081,4,3998,499550998,7,1998139392,8,35,4,3680,909,1081,9,209617875,5043267,8630981633,909,913,3,1,14,14,4586,3,8623193110,8347973553,321538684,506863226,506863226,1,3,1,26356887784,73389,73389,14,14,14,506863230,7,1,3,375822,3444045,4465114,71689,8623193110,3364456,205160526,2942
712367.93,18,253952,62,407246,26830602974,19,109816900,2390,21,21,4125,2669,4,1017,3403789,8,159892,9,194146760,2036,1,1081,4,3998,506911762,7,2027647048,8,35,4,3680,1017,1081,9,212076136,5043456,8773000620,1017,958,3,1,14,14,4586,3,8765113541,8472648597,326526141,514337760,514337760,1,3,1,26745563552,73389,73389,14,14,14,514337764,7,1,3,380095,3484362,4511135,72886,8765113541,3403789,207572866,3242
714380.56,18,253952,62,414651,27317224314,19,111120176,2421,22,22,4125,2706,4,1089,3459039,8,162759,9,206498565,2180,1,1081,4,3998,516014344,7,2064057376,8,36,4,3680,1089,1081,9,215466479,5073011,8938778381,1089,1003,3,1,14,14,4586,3,8932568773,8627252622,331223599,523602468,523602468,1,3,1,27225624432,73389,73389,14,14,14,523569704,7,1,3,385154,3540958,4583158,74244,8932568773,3459039,210890923,3461
716390.08,18,253952,62,423824,27920543104,19,112393003,2495,22,22,4125,2774,4,1269,3545037,8,166328,9,237685468,2540,1,1081,4,3998,527289073,7,2109156292,8,36,4,3680,1269,1081,9,220170270,5147766,9161779173,1269,1174,3,1,14,14,4586,3,9153965012,8820057563,337287082,535028976,535028976,1,3,1,27821506784,73389,73389,14,14,14,535028980,7,1,3,387132,3628916,4686049,76120,9153965012,3545037,215492406,4061
718396.76,18,253952,62,433198,28537885188,19,113740073,2571,22,22,4125,2827,4,1377,3624979,8,169970,9,256249833,2756,1,1081,4,3998,538845200,7,2155316044,8,36,4,3680,1377,1081,9,224848419,5163585,9379594917,1377,1277,3,1,14,14,4586,3,9372235863,9016696188,343308314,546760747,546760747,1,3,1,28431558876,73389,73389,14,14,14,546760751,7,1,3,391378,3710736,4789828,77918,9372235863,3624979,220066961,4429
720402.42,18,253952,62,442679,29163370642,19,115076477,2646,22,22,4125,2883,4,1458,3706376,8,173649,9,271342068,2918,1,1081,4,3998,550488083,7,2201952332,8,36,4,3680,1458,1081,9,229516331,5187134,9606235644,1458,1361,3,1,14,14,4586,3,9598038484,9215763448,349350139,558619272,558619272,1,3,1,29047350208,73389,73389,14,14,14,558602892,7,1,3,397740,3794037,4914753,79792,9598038484,3706376,224610152,4690
722406.86,20,253952,62,451198,29724181554,19,116229825,2699,22,22,4125,2943,4,1629,3773916,8,176946,9,300761690,3260,1,1081,4,3998,560940610,7,2243697796,8,36,4,3680,1629,1081,9,233390343,5196577,9814754686,1629,1549,3,1,14,14,4586,3,9806394356,9394728721,354385640,569235216,569235216,1,3,1,29600231264,73389,73389,14,14,14,569235220,7,1,3,403057,3863201,4998816,81518,9806394356,3773916,228400271,5173
724411.37,20,253952,62,457359,30130796426,20,118840626,2733,22,22,4125,2985,4,1764,3812979,8,179346,9,324564293,3530,1,1081,4,3998,568545883,7,2274183532,8,36,4,3680,1764,1081,9,235842551,5196702,9969294871,1764,1646,3,1,14,14,4586,3,9960444762,9525108133,359447707,576916265,576916265,1,3,1,29999645812,73389,73389,14,14,14,576916269,7,1,3,405441,3903288,5042823,82784,9960444762,3812979,230808572,5482
726419.55,20,253952,62,464768,30619176094,20,120334022,2764,23,23,4125,3024,4,1764,3866375,8,182233,9,325819157,3530,1,1081,4,3998,577716503,7,2310866012,8,37,4,3680,1764,1081,9,239143519,5216592,10144636754,1764,1646,3,1,14,14,4586,3,10135786359,9680614408,364259781,586202946,586202946,1,3,1,30482553224,73389,73389,14,14,14,586202950,7,1,3,409239,3958004,5117889,84219,10135786359,3866375,234034607,5482
728424.36,21,253952,62,472498,31127724066,21,122369280,2820,23,23,4125,3079,4,1782,3927560,8,185224,9,329109265,3566,1,1081,4,3998,587251007,7,2349004028,8,37,4,3680,1782,1081,9,242769775,5235573,10331700892,1782,1658,3,1,14,14,4586,3,10322705225,9842516522,369933401,595856552,595856552,1,3,1,30984540736,73389,73389,14,14,14,595856556,7,1,3,413381,4020673,5191756,85749,10322705225,3927560,237587141,5526
