timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
260109.27,33,253952,62,393857,25946911252,15,93745697,2654,18,18,4947,2573,13,1215,3139316,9,154376,18,23,231647456,2432,1,0,4,483,489404432,7,1957617728,17,32,73,13,87,1215,0,0,205842025,3906642,8633539606,0,1215,959,3,1,14,14,994,0,3,8626016554,8206544173,303104730,496548671,496548671,1,3,1,0,25820530924,73389,73389,14,14,14,496548675,5,3,340976,3218573,4325948,71751,8626016554,3139316,201523674,3678
262120.49,33,253952,62,400519,26386070076,15,95495818,2692,18,18,4947,2609,14,1242,3202948,9,156969,18,23,237038504,2486,1,0,4,483,497627901,7,1990511604,17,32,73,13,87,1242,0,0,209937824,4119741,8792350434,0,1242,998,3,1,14,14,994,0,3,8785071480,8346244587,309148171,504903623,504903623,1,3,1,0,26254136460,73389,73389,14,14,14,504887243,5,3,342537,3283776,4412725,73055,8785071480,3202948,205532834,3770
264133.32,33,253952,62,407295,26833918670,15,97130481,2748,18,18,4947,2663,14,1332,3269418,9,159618,18,23,252312585,2666,1,0,4,483,506015612,7,2023933408,17,32,73,13,87,1332,0,0,214114431,4350388,8957799738,0,1332,1124,3,1,14,14,994,0,3,8950378940,8489250038,315186434,513381011,513381011,1,3,1,0,26695812604,73389,73389,14,14,14,513381015,5,3,350895,3351820,4485694,74456,8950378940,3269418,209636618,4110
266138.60,33,253952,62,413261,27226475026,16,99701047,2778,18,18,4947,2689,14,1332,3319978,9,161936,18,23,252626301,2666,1,0,4,483,513421460,7,2053685840,17,32,73,13,87,1332,0,0,217260926,4391482,9093750724,0,1332,1124,3,1,14,14,994,0,3,9086473143,8613537011,320783552,520890472,520906856,1,3,1,0,27086304576,73389,73389,14,14,14,520890476,5,3,354356,3403637,4561606,75562,9086473143,3319978,212707313,4110
268147.95,33,253952,62,419185,27616315068,16,101350284,2795,19,19,4947,2737,14,1566,3369880,9,164252,18,23,292232185,3134,1,0,4,483,520727177,7,2082908708,17,33,73,13,87,1566,0,0,220339080,4429771,9240687432,0,1566,1323,3,1,14,14,994,0,3,9232772094,8737771579,325710113,528301629,528301629,1,3,1,0,27471684740,73389,73389,14,14,14,528301633,5,3,363260,3454737,4625532,76790,9232772094,3369880,215721660,4849
270155.78,33,253952,62,426160,28075562574,16,103082045,2824,19,19,4947,2776,14,1638,3429377,9,166965,18,23,305257111,3278,1,0,4,483,529338547,7,2117354188,17,33,73,13,87,1638,0,0,224347917,4679306,9406432743,0,1638,1389,3,1,14,14,994,0,3,9399034797,8884311308,331490333,537019188,537035572,1,3,1,0,27924997808,73389,73389,14,14,14,537019192,5,3,365242,3515784,4707532,78154,9399034797,3429377,219648632,5105
272162.22,33,253952,62,430929,28389918620,18,105820583,2840,19,19,4947,2813,14,1701,3460347,9,168815,18,23,316863929,3404,1,0,4,483,535179130,7,2140716520,17,33,73,13,87,1701,0,0,226528496,4679695,9523836386,0,1701,1417,3,1,14,14,994,0,3,9515557535,8984495720,336472069,542992427,542992427,1,3,1,0,28235606236,73389,73389,14,14,14,542992431,5,3,366385,3547567,4749591,79128,9515557535,3460347,221787251,5269
274179.61,33,253952,62,436312,28744279554,18,106771549,2889,20,20,4947,2841,14,1701,3503004,9,170903,18,23,317780945,3404,1,0,4,483,541856740,7,2167362468,17,34,73,13,87,1701,0,0,229380378,4745899,9645987701,0,1701,1417,3,1,14,14,994,0,3,9638379314,9097042830,340335715,549731840,549731840,1,3,1,0,28586055712,73389,73389,14,14,14,549731844,5,3,375964,3591256,4812549,80127,9638379314,3503004,224576290,5269
276194.69,33,253952,62,442483,29150306988,18,108134474,2936,21,21,4947,2887,15,1701,3569236,9,173287,18,23,318420443,3404,1,0,4,483,549389655,7,2197429044,17,35,73,13,87,1701,0,0,233091441,4994115,9799337233,0,1701,1417,3,1,14,14,994,0,3,9790686700,9226738355,345653164,557421525,557421525,1,3,1,0,28985919332,73389,73389,14,14,14,557421529,5,3,378626,3658896,4901404,81398,9790686700,3569236,228198634,5269
278209.58,34,253952,62,448592,29553212338,18,109957111,2988,21,21,4947,2919,15,1701,3632531,9,175673,18,23,319059941,3404,1,0,4,483,556933961,7,2227735844,17,35,73,13,87,1701,0,0,236784253,5207600,9946002342,0,1701,1417,3,1,14,14,994,0,3,9937356331,9355150001,351361917,565055581,565071965,1,3,1,0,29382890244,73389,73389,14,14,14,565055585,5,3,381920,3723499,4977181,82600,9937356331,3632531,231815801,5269
280224.69,34,253952,62,454988,29973937108,18,112550133,3024,21,21,4947,2954,15,1701,3698333,9,178155,18,23,320001089,3404,1,0,4,483,564836530,7,2259346120,17,35,73,13,87,1701,0,0,240595281,5361835,10101394619,0,1701,1417,3,1,14,14,994,0,3,10092486026,9489215784,357919759,573056562,573056562,1,3,1,0,29798941256,73389,73389,14,14,14,573056566,5,3,385963,3790633,5064966,83874,10092486026,3698333,235539177,5269
282229.74,34,253952,62,460686,30350546660,19,115253264,3058,21,21,4947,2996,15,1701,3746929,9,180381,18,23,320966369,3404,1,0,4,483,571877270,7,2287509080,17,35,73,13,87,1701,0,0,243504399,5410085,10242986850,0,1701,1417,3,1,14,14,994,0,3,10233964046,9609674015,363574577,580194780,580194780,1,3,1,0,30170128592,73389,73389,14,14,14,580194784,5,3,390941,3840299,5130865,85057,10233964046,3746929,238382511,5269
284238.65,34,253952,62,466808,30753399028,19,116212789,3071,21,21,4947,3029,15,1701,3800444,9,182745,18,23,321545537,3404,1,0,4,483,579392013,7,2317568052,17,35,73,13,87,1701,0,0,246734950,5444352,10390793576,0,1701,1417,3,1,14,14,994,0,3,10381783674,9738508108,367796517,587818929,587818929,1,3,1,0,30566584340,73389,73389,14,14,14,587818933,5,3,397162,3895023,5195846,86279,10381783674,3800444,241547203,5269
286253.99,35,253952,62,473517,31195638044,19,117853701,3101,22,22,4947,3086,15,1701,3868158,9,185369,18,23,322209167,3404,1,0,4,483,587741218,7,2350964872,17,36,73,13,87,1701,0,0,250652371,5619142,10552969681,0,1701,1417,3,1,14,14,994,0,3,10544349010,9879424320,373520312,596173881,596206649,1,3,1,0,31001041844,73389,73389,14,14,14,596173885,5,3,401274,3964182,5281554,87617,10544349010,3868158,245380054,5269
287285.35,35,253952,62,476530,31394040570,19,118849893,3115,24,24,4947,3129,15,1701,3893865,9,186584,24,23,330165006,3411,1,1226,4,483,591599349,7,2366397396,23,45,73,19,900,1701,1226,1051,252637747,5749487,10619761347,8,1701,1417,3,1,14,14,994,139627821,3,10610409896,9941728089,655920038,600037902,600037902,1,3,1,139627821,31201970936,73389,73389,14,14,14,600037906,5,3,402317,3990547,5311819,88147,10610409896,3893865,247335238,5269
