timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,RWLockReadersWaitMilliseconds,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
276545.70,46,253952,62,357718,23568227910,16,95898464,2318,19,19,4030,2339,12,1053,2982507,2,8,140170,13,0,205144629,2108,1,0,4,864,444376961,5,1777507844,12,33,6,7,339,1053,0,0,0,195106342,4580880,7868912397,0,1051,1027,2,3,1,14,14,1441,3,1,7862473831,7456051853,295153003,450894147,450894147,1,3,1,23446495676,73389,73389,14,14,14,450894151,10,3,254975,3055539,3854964,65253,7862473831,2982507,191258358,3618
278555.87,46,253952,62,363972,23980466812,16,98514561,2373,19,19,4030,2383,12,1116,3041429,2,8,142612,13,0,216263429,2234,1,0,4,864,452119395,5,1808477580,12,33,6,7,339,1116,0,0,0,198821570,4829865,8012426343,0,1114,1117,2,3,1,14,14,1441,3,1,8006247640,7587000436,301723713,458747228,458747228,1,3,1,23854855888,73389,73389,14,14,14,458747232,10,3,261295,3115907,3947669,66461,8006247640,3041429,194880998,3870
280572.33,46,253952,62,370522,24411479316,16,100365690,2408,19,19,4030,2425,12,1179,3099941,2,8,145175,13,0,227696034,2360,1,0,4,864,460206924,5,1840827696,12,33,6,7,339,1179,0,0,0,202646824,4972956,8164715984,0,1177,1200,2,3,1,14,14,1441,3,1,8158012213,7724024073,307534712,466933381,466949765,1,3,1,24280535844,73389,73389,14,14,14,466933385,10,3,265563,3175893,4025575,67712,8158012213,3099941,198628485,4101
282577.93,46,253952,62,376083,24777831440,17,103026229,2436,19,19,4030,2460,12,1188,3137264,2,8,147333,13,0,229508518,2378,1,0,4,864,467109338,5,1868437352,12,33,6,7,339,1188,0,0,0,205249985,4982637,8292736062,0,1186,1209,2,3,1,14,14,1441,3,1,8285406827,7840167701,312805907,473932779,473932779,1,3,1,24644504540,73389,73389,14,14,14,473932783,10,3,270232,3214248,4075631,68769,8285406827,3137264,201181689,4126
284592.53,47,253952,62,382535,25202576140,17,104434947,2461,20,20,4030,2503,12,1188,3192688,2,8,149854,13,0,229822234,2378,1,0,4,864,475058397,5,1900169068,12,34,6,7,339,1188,0,0,0,208800895,5116579,8444152609,0,1186,1209,2,3,1,14,14,1441,3,1,8436696422,7975340561,317898811,482013521,482013521,1,3,1,25064703124,73389,73389,14,14,14,482013525,10,3,276521,3271022,4154430,70017,8436696422,3192688,204653926,4126
286606.37,47,253952,62,389400,25654688858,17,106252494,2492,20,20,4030,2539,12,1188,3256845,2,8,152506,13,0,230449666,2378,1,0,4,864,483490684,5,1933962736,12,34,6,7,339,1188,0,0,0,212711776,5244563,8602886247,0,1186,1209,2,3,1,14,14,1441,3,1,8595817451,8119132908,323680080,490600008,490600008,1,3,1,25511200448,73389,73389,14,14,14,490600012,10,3,280954,3336696,4233361,71323,8595817451,3256845,208486021,4126
288622.63,47,253952,62,396210,26102895446,17,108258579,2534,20,20,4030,2587,12,1188,3323342,2,8,155168,13,0,230763382,2378,1,0,4,864,491910738,5,1967642952,12,34,6,7,339,1188,0,0,0,216743203,5436271,8765034551,0,1186,1209,2,3,1,14,14,1441,3,1,8758218450,8261789605,329967424,499106734,499123118,1,3,1,25953550200,73389,73389,14,14,14,499106738,10,3,287109,3404744,4334451,72670,8758218450,3323342,212416500,4126
290637.29,47,253952,62,403135,26559640152,17,110101063,2577,20,20,4030,2629,12,1188,3386547,2,8,157875,13,0,230763382,2378,1,0,4,864,500518192,5,2002072768,12,34,6,7,339,1188,0,0,0,220781103,5613655,8924659915,0,1186,1209,2,3,1,14,14,1441,3,1,8917193223,8406739048,336011485,507819975,507836359,1,3,1,26406638732,73389,73389,14,14,14,507819979,10,3,293801,3469447,4426520,73985,8917193223,3386547,216362475,4126
292646.71,47,253952,62,409788,26998160888,17,111896582,2614,20,20,4030,2677,12,1188,3458052,2,8,160475,13,0,231089164,2378,1,0,4,864,508754947,5,2035019788,12,34,6,7,339,1188,0,0,0,224844209,5746542,9085054049,0,1186,1209,2,3,1,14,14,1441,3,1,9077306992,8545980735,341853111,516191311,516191311,1,3,1,26841948204,73389,73389,14,14,14,516191315,10,3,297256,3542442,4510455,75312,9077306992,3458052,220341785,4126
294661.69,47,253952,62,416502,27440353538,17,113713817,2660,20,20,4030,2716,12,1188,3528630,2,8,163083,13,0,231402880,2378,1,0,4,864,517026763,5,2068042576,12,34,6,7,339,1188,0,0,0,228992836,5906546,9241833918,0,1186,1209,2,3,1,14,14,1441,3,1,9234081885,8686826194,348104600,524581190,524597574,1,3,1,27278221912,73389,73389,14,14,14,524581194,10,3,302366,3614525,4596477,76605,9234081885,3528630,224404529,4126
296669.92,49,253952,62,423623,27908994438,17,115178481,2735,20,20,4030,2760,12,1368,3596937,2,8,165862,13,0,262050875,2738,1,0,4,864,525823272,5,2103293088,12,34,6,7,339,1368,0,0,0,233387955,6086973,9406205141,0,1366,1394,2,3,1,14,14,1441,3,1,9398820917,8835873507,354120398,533519489,533519489,1,3,1,27742161492,73389,73389,14,14,14,533503109,10,3,311271,3684462,4700519,77972,9398820917,3596937,228695764,4788
298685.18,49,253952,62,430670,28374241308,17,116704536,2808,20,20,4030,2806,12,1503,3671882,2,8,168609,13,0,286394275,3008,1,0,4,864,534540333,5,2138032164,12,34,6,7,339,1503,0,0,0,237800488,6245838,9575646308,0,1501,1558,2,3,1,14,14,1441,3,1,9567471156,8984401945,360193714,542343100,542359484,1,3,1,28201841232,73389,73389,14,14,14,542343104,10,3,315829,3761023,4788333,79366,9567471156,3671882,233020641,5321
300690.55,55,253952,62,437011,28790770364,17,118053273,2857,20,20,4030,2844,12,1575,3730974,2,8,171059,13,0,298549547,3152,1,0,4,864,542319074,5,2169276296,12,34,6,7,339,1575,0,0,0,241697238,6332587,9725633330,0,1573,1641,2,3,1,14,14,1441,3,1,9717330031,9116664019,365519931,550266479,550282863,1,3,1,28613856940,73389,73389,14,14,14,550266483,10,3,318041,3821499,4855205,80604,9717330031,3730974,236850646,5581
302700.77,55,253952,62,442191,29132466988,18,120755916,2876,21,21,4030,2879,12,1575,3768696,2,8,173097,13,0,299189045,3152,1,0,4,864,548765384,5,2195061536,12,35,6,7,339,1575,0,0,0,244307757,6337935,9848312495,0,1573,1641,2,3,1,14,14,1441,3,1,9840038540,9225455076,370801430,556772198,556772198,1,3,1,28952154328,73389,73389,14,14,14,556772202,10,3,322979,3860153,4915218,81625,9840038540,3768696,239401252,5581
304708.28,57,253952,62,449505,29612600264,18,122109374,2958,21,21,4030,2923,13,1584,3846298,2,8,175930,13,0,301026448,3170,1,0,4,864,557761511,5,2231046044,12,35,6,7,339,1584,0,0,0,248824834,6531493,10026579494,0,1582,1652,2,3,1,14,14,1441,3,1,10018260326,9378431146,376856702,565881258,565881258,1,3,1,29425825448,73389,73389,14,14,14,565881262,10,3,326117,3939495,5029234,83101,10018260326,3846298,243804468,5619
306714.65,58,253952,62,457037,30109994074,18,123344845,3033,21,21,4030,2973,14,1584,3926423,2,8,178863,13,0,302293378,3170,1,0,4,864,567057396,5,2268229584,12,35,6,7,339,1584,0,0,0,253406152,6668668,10211206413,0,1582,1652,2,3,1,14,14,1441,3,1,10203082750,9537392126,382807201,575308918,575308918,1,3,1,29916063768,73389,73389,14,14,14,575308922,10,3,329947,4021445,5128107,84655,10203082750,3926423,248287063,5619
308720.37,58,253952,62,462457,30468010572,19,126097121,3051,21,21,4030,3003,14,1584,3961007,2,8,180954,13,0,303512044,3170,1,0,4,864,573709620,5,2294838480,12,35,6,7,339,1584,0,0,0,255667961,6668840,10342043748,0,1582,1652,2,3,1,14,14,1441,3,1,10334281904,9651399364,387814106,582121615,582121615,1,3,1,30269472044,73389,73389,14,14,14,582105235,10,3,335898,4056936,5177120,85733,10334281904,3961007,250499949,5619
310725.41,59,253952,62,470083,30969778998,19,127205464,3104,22,22,4030,3054,14,1584,4033216,2,8,183889,13,0,303861958,3170,1,0,4,864,583049515,5,2332198060,12,36,6,7,339,1584,0,0,0,259472432,6766182,10533352781,0,1582,1652,2,3,1,14,14,1441,3,1,10524272444,9812591535,392831740,591545845,591545845,1,3,1,30760383972,73389,73389,14,14,14,591545849,10,3,342392,4130700,5260060,87312,10524272444,4033216,254221629,5619
312733.78,59,253952,62,475730,31341755152,20,129809869,3117,23,23,4030,3096,14,1584,4069654,2,8,186114,13,0,304803106,3170,1,0,4,864,590143780,5,2360510560,12,37,6,7,339,1584,0,0,0,262063867,6779307,10658654519,0,1582,1652,2,3,1,14,14,1441,3,1,10650372251,9929869635,398029412,598676315,598709083,1,3,1,31131168412,73389,73389,14,14,14,598676319,10,3,348948,4168055,5317759,88325,10650372251,4069654,256755457,5619
313088.43,59,253952,62,476786,31411288360,20,130026705,3130,23,23,4030,3127,14,1584,4079001,2,8,186584,20,2,312746879,3177,1,1226,4,864,591599349,5,2366397396,19,44,6,12,367,1584,1,1226,136,262852738,6819660,10682624208,8,1582,1652,2,3,1,14,14,1441,3,1,10673287765,9951797002,544078251,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,10,3,349277,4177644,5331161,88512,10673287765,4079001,257530968,5619
