timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
479560.98,39,253952,62,417624,27515349520,11,84810909,0,3517,14,14,5141,2729,9,1125,3291896,28,163862,20,30,218168438,2252,1,0,4,851,519491904,5,2077967616,19,28,8,14,111,1125,0,0,223641370,4886155,9073232976,0,1125,1394,3,1,14,14,1320,0,3,9065592126,8694224879,312670201,527049338,527049338,1,3,1,0,27406565608,73389,73389,14,14,14,527049342,6,3,325918,3376586,4298908,75176,9065592126,3291896,219350922,3187
481571.27,39,253952,62,423517,27903749180,11,86766896,0,3568,14,14,5141,2759,10,1125,3353938,28,166145,20,30,218807936,2252,1,0,4,851,526746029,5,2106984116,19,28,8,14,111,1125,0,0,227164405,5500072,9209242684,0,1125,1394,3,1,14,14,1320,0,3,9200812892,8817387021,318745986,534456177,534456177,1,3,1,0,27791721236,73389,73389,14,14,14,534456181,6,3,331719,3440120,4369373,76274,9200812892,3353938,222803614,3187
483576.87,39,253952,62,429254,28281623574,11,88503567,0,3626,14,14,5141,2794,10,1125,3412927,28,168375,20,30,219435368,2252,1,0,4,851,533872882,5,2135426868,19,28,8,14,111,1125,0,0,230293271,5817196,9343996623,0,1125,1394,3,1,14,14,1320,0,3,9335576712,8937887852,323904793,541635799,541635799,1,3,1,0,28165061580,73389,73389,14,14,14,541635803,6,3,335743,3500412,4440144,77389,9335576712,3412927,225861828,3187
485589.56,40,253952,62,434473,28624621238,12,91174809,0,3644,14,14,5141,2832,10,1125,3453962,28,170409,20,30,219737018,2252,1,0,4,851,540296360,5,2161185440,19,28,8,14,111,1125,0,0,232648556,5869308,9471771350,0,1125,1394,3,1,14,14,1320,0,3,9464032344,9047238320,328976863,548150154,548150154,1,3,1,0,28503808040,73389,73389,14,14,14,548150158,6,3,336542,3542536,4486151,78461,9464032344,3453962,228171198,3187
487603.00,40,253952,62,440663,29032847070,12,92634532,0,3704,15,15,5141,2867,10,1125,3526480,28,172812,20,30,219737018,2252,1,0,4,851,547920225,5,2191680900,19,29,8,14,111,1125,0,0,236065744,6259553,9619762647,0,1125,1394,3,1,14,14,1320,0,3,9611636091,9177521006,334224033,555882514,555898898,1,3,1,0,28905890760,73389,73389,14,14,14,555882518,6,3,340421,3616575,4566958,79673,9611636091,3526480,231507717,3187
489624.58,40,253952,62,446409,29411938720,12,95296580,0,3746,15,15,5141,2905,10,1125,3586223,28,175051,20,30,220074866,2252,1,0,4,851,555027218,5,2220108872,19,29,8,14,111,1125,0,0,239363597,6884703,9757329263,0,1125,1394,3,1,14,14,1320,0,3,9748809869,9298135220,340808985,563090586,563106970,1,3,1,0,29280710504,73389,73389,14,14,14,563090590,6,3,342373,3677744,4625740,80810,9748809869,3586223,234746924,3187
491633.51,43,253952,62,452196,29793403630,12,97504919,0,3798,15,15,5141,2942,10,1125,3672470,28,177296,20,30,220702298,2252,1,0,4,851,562118776,5,2248475104,19,29,8,14,111,1125,0,0,242598104,7490938,9898350725,0,1125,1394,3,1,14,14,1320,0,3,9889698638,9420244926,346576753,570284433,570300817,1,3,1,0,29654790548,73389,73389,14,14,14,570284437,6,3,347902,3765519,4722767,81975,9889698638,3672470,237884543,3187
493650.82,43,253952,62,457819,30163203620,12,99834773,0,3852,15,15,5141,2975,10,1224,3734270,28,179475,20,30,236913915,2450,1,0,4,851,569075257,5,2276171428,19,29,8,14,111,1224,0,0,245816887,8174386,10032473580,0,1224,1484,3,1,14,14,1320,0,3,10023297038,9537679078,353057061,577337301,577337301,1,3,1,0,30021539684,73389,73389,14,14,14,577337305,6,3,353844,3828737,4811681,83084,10023297038,3734270,241014546,3556
495664.52,44,253952,62,463309,30524104670,12,101493372,0,3903,15,15,5141,3009,10,1413,3805806,28,181615,20,30,268306005,2828,1,0,4,851,575811545,5,2303246180,19,29,8,14,111,1413,0,0,248960184,9078111,10164169939,0,1413,1717,3,1,14,14,1320,0,3,10154991752,9652199110,358648153,584220926,584220926,1,3,1,0,30379488184,73389,73389,14,14,14,584220930,6,3,359081,3901685,4888489,84182,10154991752,3805806,244081165,6208
497670.71,45,253952,62,468387,30858157592,13,104577137,0,3946,15,15,5141,3048,10,1692,3856037,28,183589,20,30,316042136,3386,1,0,4,851,582036871,5,2328147484,19,29,8,14,111,1692,0,0,251623189,9351416,10292270722,0,1692,2009,3,1,14,14,1320,0,3,10283113203,9759407345,364738275,590536070,590536070,1,3,1,0,30707875672,73389,73389,14,14,14,590536074,6,3,363805,3953095,4963269,85245,10283113203,3856037,246669501,7285
499678.48,45,253952,62,473137,31171082502,13,106276426,0,3973,15,15,5141,3075,10,1809,3891247,28,185435,20,30,336742659,3620,1,0,4,851,587940576,5,2351762304,19,29,8,14,111,1809,0,0,253910113,9414038,10401292851,0,1809,2099,3,1,14,14,1320,0,3,10391774661,9858503519,368780093,596507594,596507594,1,3,1,0,31018394920,73389,73389,14,14,14,596507598,6,3,365429,3989264,5011256,86115,10391774661,3891247,248908539,7659
500996.95,45,253952,62,475948,31356055476,14,107542702,1,3983,15,15,5141,3130,10,1809,3909016,28,186584,27,30,345012214,3627,1,1226,4,851,591599349,5,2366397396,26,36,8,19,135,1809,1226,91,255322299,9414066,10463024970,8,1809,2099,3,1,14,14,1320,131881593,3,10453442147,9916870385,635191936,600037902,600037902,1,3,1,131881593,31201970936,73389,73389,14,14,14,600037906,6,3,369495,4007556,5040433,86589,10453442147,3909016,250291604,7659
