timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
341477.02,34,253952,62,405885,26740849280,12,94484482,2828,15,15,8506,2654,24,1206,3393060,24,159127,19,50,228428684,2414,1,0,4,1432,504464748,6,2017794312,18,29,4,14,127,1206,0,0,218592415,5274406,8880566856,0,1206,871,3,1,14,14,1895,3,8872761131,8456336007,317674890,511792207,511792207,1,3,1,26613194796,73389,73389,14,14,14,511792211,6,3,351814,3474526,4461950,73910,8872761131,3393060,214138615,3340
343482.36,34,253952,62,415333,27363206766,12,95911601,2898,15,15,8506,2706,24,1233,3465659,24,162798,19,50,233263023,2468,1,0,4,1432,516123086,6,2064492344,18,29,4,14,127,1233,0,0,223176723,5274840,9102398363,0,1233,888,3,1,14,14,1895,3,9095187524,8654510026,323668128,523616249,523616249,1,3,1,27228044980,73389,73389,14,14,14,523616253,6,3,358491,3549004,4558967,75749,9095187524,3465659,218626107,3421
345486.89,34,253952,62,421524,27770243270,14,98371359,2925,16,16,8506,2747,24,1233,3502830,24,165184,19,50,234228303,2468,1,0,4,1432,523705848,6,2094823392,18,30,4,14,127,1233,0,0,225695762,5275783,9251567345,0,1233,888,3,1,14,14,1895,3,9243863242,8784158461,328663592,531357245,531357245,1,3,1,27630576772,73389,73389,14,14,14,531357249,6,3,363328,3587262,4602971,76982,9243863242,3502830,221101233,3421
347491.59,34,253952,62,431398,28420869006,14,99569423,2978,17,17,8506,2807,24,1251,3573343,24,169036,19,50,238780808,2504,1,0,4,1432,535943647,6,2143710112,18,31,4,14,127,1251,0,0,230118462,5275974,9490873250,0,1251,905,3,1,14,14,1895,3,9482584565,8991314782,334283655,543719800,543719800,1,3,1,28273429632,73389,73389,14,14,14,543719804,6,3,373584,3659654,4704073,78964,9482584565,3573343,225423021,3480
349496.74,37,253952,62,441362,29077972150,14,101134922,3045,17,17,8506,2870,24,1341,3646719,24,172895,19,50,255056542,2684,1,0,4,1432,548155258,6,2192621032,18,31,4,14,127,1341,0,0,234585456,5276199,9733522667,0,1341,966,3,1,14,14,1895,3,9725171710,9201737260,340313871,556137540,556137540,1,3,1,28919152112,73389,73389,14,14,14,556137544,6,3,380096,3734895,4789156,80981,9725171710,3646719,229805119,3746
351501.17,37,253952,62,451257,29730037658,14,102692094,3110,17,17,8506,2942,24,1440,3723064,24,176738,19,50,272286849,2882,1,0,4,1432,560299439,6,2241133080,18,31,4,14,127,1440,0,0,239032903,5276490,9981899298,0,1440,1039,3,1,14,14,1895,3,9973226907,9410062256,346319316,568471201,568471201,1,3,1,29560502484,73389,73389,14,14,14,568471205,6,3,384333,3813134,4886203,83063,9973226907,3723064,234155712,4047
353505.26,37,253952,62,461073,30376596854,14,104278872,3171,17,17,8506,2993,24,1476,3791832,24,180549,19,50,279921241,2954,1,0,4,1432,572425894,6,2289703576,18,31,4,14,127,1476,0,0,243466904,5276707,10216076174,0,1476,1060,3,1,14,14,1895,3,10207209946,9615840667,352337725,580770379,580770379,1,3,1,30200059740,73389,73389,14,14,14,580770383,6,3,390321,3883663,4971089,84988,10207209946,3791832,238505020,4142
355509.09,37,253952,62,469897,30958096074,14,105611298,3235,17,17,8506,3062,24,1566,3849205,24,183982,19,50,296058539,3134,1,0,4,1432,583292012,6,2333168048,18,31,4,14,127,1566,0,0,247327484,5276784,10442110226,0,1566,1103,3,1,14,14,1895,3,10432945116,9801862396,357529902,591758837,591758837,1,3,1,30771459556,73389,73389,14,14,14,591758841,6,3,396328,3942533,5033037,86887,10432945116,3849205,242303834,4358
357513.35,37,253952,62,476449,31389685368,15,107985831,3248,18,18,8506,3127,24,1566,3884328,24,186564,19,50,297602987,3134,1,0,4,1432,591599349,6,2366397396,18,32,4,14,127,1566,0,0,250187697,5276843,10583249828,0,1566,1103,3,1,14,14,1895,3,10573842186,9938166657,362798431,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,6,3,410330,3978596,5082991,87993,10573842186,3884328,245114206,4358
357523.99,37,253952,62,476449,31389685368,15,107985831,3248,18,18,8506,3127,24,1566,3884328,24,186584,26,50,304943460,3141,1,1226,4,1432,591599349,6,2366397396,25,39,4,18,146,1566,1226,92,250226750,5276843,10583256746,8,1566,1103,3,1,14,14,1895,3,10573842186,9938166657,493383221,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,6,3,421778,3978596,5097046,87993,10573842186,3884328,245139207,4358
