timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
604748.02,26,253952,62,366093,24117751614,14,106894706,2656,17,17,6064,2399,17,891,2986360,25,143812,10,0,173224193,1784,1,0,4,3724,455953368,9,1823748924,9,31,5,3158,891,0,0,200744810,12759143,7826527432,0,891,963,3,1,14,14,4362,3,7818977587,7612123531,319851534,462569648,462569648,1,3,1,24053621728,73389,73389,14,14,14,462569652,11,3,347046,3061325,4186352,64866,7818977587,2986360,196566117,6100
606760.53,26,253952,62,371498,24473276822,15,109427456,2672,17,17,6064,2440,17,891,3024306,25,145926,10,0,173224193,1784,1,0,4,3724,462616614,9,1850466456,9,31,5,3158,891,0,0,203228333,12766322,7949269484,0,891,963,3,1,14,14,4362,3,7942654028,7725337770,324874134,469327604,469327604,1,3,1,24405035440,73389,73389,14,14,14,469327608,11,3,349111,3100281,4218235,65901,7942654028,3024306,199017865,6100
608767.78,26,253952,62,378565,24938977726,15,110297312,2690,18,18,6064,2480,17,891,3096806,25,148704,10,0,173236259,1784,1,0,4,3724,471451315,9,1885805260,9,32,5,3158,891,0,0,207142389,12926684,8102687469,0,891,963,3,1,14,14,4362,3,8096178588,7872357930,329814875,478255996,478255996,1,3,1,24869311824,73389,73389,14,14,14,478256000,11,3,353388,3174325,4282026,67163,8096178588,3096806,202868277,6100
610774.90,26,253952,62,386106,25436321862,15,112009814,2741,18,18,6064,2536,17,891,3171253,25,151648,10,0,173851625,1784,1,0,4,3724,480781877,9,1922998508,9,32,5,3158,891,0,0,211328542,13117177,8275653539,0,891,963,3,1,14,14,4362,3,8268508241,8030386026,335870015,487737126,487737126,1,3,1,25362330584,73389,73389,14,14,14,487737130,11,3,357290,3250387,4365757,68611,8268508241,3171253,206970850,6100
612785.32,26,253952,62,393821,25944743480,15,113654594,2787,18,18,6064,2579,17,909,3241553,25,154674,10,0,177163191,1820,1,0,4,3724,490373193,9,1961492772,9,32,5,3158,909,0,0,215609223,13260310,8444178076,0,909,983,3,1,14,14,4362,3,8436877694,8191103557,341953028,497449791,497482559,1,3,1,25867389164,73389,73389,14,14,14,497449795,11,3,363285,3322323,4458572,69995,8436877694,3241553,211158875,6167
614796.05,26,253952,62,402388,26508836032,15,115057224,2860,18,18,6064,2630,17,954,3315139,25,158022,10,0,184852747,1910,1,0,4,3724,501020708,9,2004018212,9,32,5,3158,954,0,0,220159462,13346524,8634394568,0,954,1018,3,1,14,14,4362,3,8626119861,8369436572,347980863,508266217,508266217,1,3,1,26429843316,73389,73389,14,14,14,508266221,11,3,366533,3397632,4545567,71569,8626119861,3315139,215622294,6324
616800.70,26,253952,62,409634,26986533332,16,117264163,2906,18,18,6064,2681,17,1008,3369313,25,160852,10,0,194158325,2018,1,0,4,3724,509967086,9,2039868344,9,32,5,3158,1008,0,0,223552513,13372949,8803287093,0,1008,1044,3,1,14,14,4362,3,8795660698,8521549261,353601427,517339906,517339906,1,3,1,26901675144,73389,73389,14,14,14,517339910,11,3,370161,3453166,4619607,72982,8795660698,3369313,218941437,6488
618806.12,26,253952,62,415621,27380550406,16,118803170,2928,18,18,6064,2713,17,1035,3404919,25,163176,10,0,198997850,2072,1,0,4,3724,517346814,9,2069387256,9,32,5,3158,1035,0,0,226165546,13373323,8938557120,0,1035,1055,3,1,14,14,4362,3,8930302067,8646638227,357753936,524841175,524857559,1,3,1,27291741132,73389,73389,14,14,14,524841179,11,3,371061,3489748,4664563,74090,8930302067,3404919,221509626,6563
620811.80,26,253952,62,420882,27729099894,16,120611103,2950,18,18,6064,2753,17,1125,3437329,25,165236,10,0,215492021,2252,1,0,4,3724,523851718,9,2095342040,9,32,5,3158,1125,0,0,228438860,13373499,9064241499,0,1125,1108,3,1,14,14,4362,3,9055761938,8757911526,361834635,531452946,531452946,1,3,1,27635553224,73389,73389,14,14,14,531452950,11,3,373612,3523057,4704403,75142,9055761938,3437329,223743201,6792
622819.75,26,253952,62,426468,28096112184,16,122120417,2973,18,18,6064,2783,18,1197,3473072,25,167409,10,0,227351538,2396,1,0,4,3724,530755592,9,2123022368,9,32,5,3158,1197,0,0,230949262,13377880,9191911202,0,1197,1153,3,1,14,14,4362,3,9183198187,8874447984,365857047,538442437,538442437,1,3,1,27999006756,73389,73389,14,14,14,538442441,11,3,375604,3559753,4744307,76188,9183198187,3473072,226213795,6990
624826.14,26,253952,62,431926,28456176682,16,123814777,2995,18,18,6064,2825,18,1260,3508997,25,169524,10,0,239108041,2522,1,0,4,3724,537424142,9,2149632004,9,32,5,3158,1260,0,0,233268068,13378058,9327416032,0,1260,1186,3,1,14,14,4362,3,9318607593,8989450218,369870999,545238750,545238750,1,3,1,28352415032,73389,73389,14,14,14,545238754,11,3,377042,3596653,4783343,77321,9318607593,3508997,228493663,7161
626833.85,26,253952,62,439536,28957198182,16,124998228,3033,19,19,6064,2867,18,1314,3579501,25,172475,10,0,249727487,2630,1,0,4,3724,546796541,9,2187186164,9,33,5,3158,1314,0,0,237304740,13473676,9498138618,0,1314,1252,3,1,14,14,4362,3,9489834419,9148120009,375137834,554777668,554810436,1,3,1,28848438768,73389,73389,14,14,14,554777672,11,3,381133,3668744,4869200,78724,9489834419,3579501,232444641,7370
628841.08,26,253952,62,444633,29294034486,17,127815951,3049,19,19,6064,2905,18,1458,3612459,25,174467,10,0,274320259,2918,1,0,4,3724,553093491,9,2212373964,9,33,5,3158,1458,0,0,239507675,13473983,9622612568,0,1458,1389,3,1,14,14,4362,3,9613705185,9255927373,380202565,561164381,561180765,1,3,1,29180547844,73389,73389,14,14,14,561164385,11,3,382454,3702600,4908239,79762,9613705185,3612459,234608627,7756
630846.50,26,253952,62,450109,29654031516,17,128794161,3072,19,19,6064,2935,18,1557,3651489,25,176593,10,0,291463347,3116,1,0,4,3724,559843508,9,2239374032,9,33,5,3158,1557,0,0,242012297,13483048,9748120862,0,1557,1496,3,1,14,14,4362,3,9739740765,9370238122,383692257,568026674,568043058,1,3,1,29537387080,73389,73389,14,14,14,568026678,11,3,384193,3742620,4953340,80801,9739740765,3651489,237068251,8049
632852.40,26,253952,62,455483,30008393860,17,130804698,3112,19,19,6064,2973,18,1611,3688768,25,178686,10,0,301425482,3224,1,0,4,3724,566460104,9,2265840416,9,33,5,3158,1611,0,0,244388732,13510413,9879256284,0,1611,1548,3,1,14,14,4362,3,9870258186,9483302071,388103921,574753577,574753577,1,3,1,29887186036,73389,73389,14,14,14,574753581,11,3,388616,3780909,5007354,81894,9870258186,3688768,239390774,8207
634866.46,26,253952,62,461566,30408074958,17,132113974,3153,20,20,6064,3006,18,1647,3739283,25,181053,10,0,307467655,3296,1,0,4,3724,573997598,9,2295990392,9,34,5,3158,1647,0,0,247512957,13704832,10018433877,0,1647,1586,3,1,14,14,4362,3,10009444469,9610239694,392637879,582382044,582382044,1,3,1,30283866320,73389,73389,14,14,14,582382048,11,3,391834,3832633,5071970,83038,10009444469,3739283,242450502,8309
636880.14,26,253952,62,468238,30848420046,17,134500167,3210,20,20,6064,3045,18,1656,3807199,25,183666,10,0,310510310,3314,1,0,4,3724,582295746,9,2329182984,9,34,5,3158,1656,0,0,251074665,13971468,10175343488,0,1656,1598,3,1,14,14,4362,3,10166598189,9749784523,398926891,590781830,590781830,1,3,1,30720655192,73389,73389,14,14,14,590781834,11,3,395003,3902033,5143649,84336,10166598189,3807199,245940660,8341
638886.73,27,253952,62,473914,31221983028,18,137317252,3247,20,20,6064,3093,18,1656,3853419,25,185866,10,0,311113610,3314,1,0,4,3724,589327942,9,2357311768,9,34,5,3158,1656,0,0,253703629,14059180,10307610586,0,1656,1598,3,1,14,14,4362,3,10297981690,9869075080,404459847,597848923,597848923,1,3,1,31088144028,73389,73389,14,14,14,597848927,11,3,396356,3949261,5199620,85394,10297981690,3853419,248513757,8341
639603.38,27,253952,62,475621,31334782062,18,138011726,3255,21,21,6064,3127,18,1656,3863998,25,186584,16,1,318466149,3321,1,1226,4,3724,591599349,9,2366397396,15,42,9,3871,1656,1226,109,254580379,14084687,10345197660,8,1656,1598,3,1,14,14,4362,3,10335528001,9904319483,557541117,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,11,3,398554,3960149,5213760,85694,10335528001,3863998,249376411,8341
