timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPReceiveBytes,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolLockWaitMicroseconds,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkReceiveBytes,NetworkReceiveElapsedMicroseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
273704.27,47,253952,62,369574,24348918344,14,91004300,0,2146,16,16,7039,2424,5,900,2990869,6,17,145152,18,20,174094755,1802,1,1081,0,4,1477,460176213,8,1840704852,17,30,158,13,109,900,1081,113,0,0,187081102,4598736,7930951818,0,894,797,6,3,1,14,14,2067,3,7924236838,7686877873,282185352,466873878,466873878,1,3,1,24277441688,73389,73389,14,14,14,466873882,9,3,344137,3062337,4019313,65844,7924236838,2990869,183068864,3036
275712.44,47,253952,62,375910,24765607322,14,92747418,0,2195,17,17,7039,2464,5,918,3045521,6,17,147636,18,20,177092286,1838,1,1081,0,4,1477,468055319,8,1872156632,17,31,158,13,109,918,1081,113,0,0,190755487,4829970,8070164109,0,912,816,6,3,1,14,14,2067,3,8062921430,7818704217,287811342,474848124,474848124,1,3,1,24692102480,73389,73389,14,14,14,474848128,9,3,344452,3118314,4081159,66999,8062921430,3045521,186681544,3097
277723.57,47,253952,62,382325,25187915124,14,94637977,0,2245,17,17,7039,2504,5,927,3104761,6,17,150137,18,20,178589905,1856,1,1081,0,4,1477,475990176,8,1903896188,17,31,158,13,109,927,1081,113,0,0,194439230,4984845,8212201636,0,921,821,6,3,1,14,14,2067,3,8205089595,7952378553,293461688,482912482,482912482,1,3,1,25111449096,73389,73389,14,14,14,482912486,9,3,348966,3178956,4151655,68179,8205089595,3104761,190294925,3130
279738.01,47,253952,62,388969,25625592650,14,96663267,0,2290,17,17,7039,2544,5,936,3159760,6,17,152739,18,20,180426246,1874,1,1081,0,4,1477,484262388,8,1937049552,17,31,158,13,109,936,1081,113,0,0,198213082,5244761,8359762014,0,930,827,6,3,1,14,14,2067,3,8352248892,8090976428,299579854,491285977,491285977,1,3,1,25546870836,73389,73389,14,14,14,491285981,9,3,357271,3235391,4251222,69394,8352248892,3159760,193969353,3163
281743.55,47,253952,62,395422,26051331968,15,99525930,0,2328,17,17,7039,2589,10,936,3210012,6,17,155271,18,20,180715830,1874,1,1081,0,4,1477,492255983,8,1969023932,17,31,158,13,109,936,1081,113,0,0,201555649,5314729,8508970275,0,930,827,6,3,1,14,14,2067,3,8501332578,8226062544,305850040,499409394,499409394,1,3,1,25969288520,73389,73389,14,14,14,499409398,9,3,360849,3286962,4313098,70638,8501332578,3210012,197250171,3163
283757.57,47,253952,62,401344,26441016806,15,100785761,0,2343,17,17,7039,2624,10,936,3250228,6,17,157565,18,20,180715830,1874,1,1081,0,4,1477,499546854,8,1998187416,17,31,158,13,109,936,1081,113,0,0,204329763,5319806,8643033559,0,930,827,6,3,1,14,14,2067,3,8636342119,8349835296,309883467,506836935,506836935,1,3,1,26354668684,73389,73389,14,14,14,506820555,9,3,364778,3328289,4361938,71751,8636342119,3250228,199975548,3163
285771.53,47,253952,62,408281,26898173898,15,102104987,0,2372,18,18,7039,2668,10,936,3307810,6,17,160286,18,20,180715830,1874,1,1081,0,4,1477,508189315,8,2032757260,17,32,158,13,109,936,1081,113,0,0,208256022,5566137,8797492197,0,930,827,6,3,1,14,14,2067,3,8790008556,8494631608,315260590,515568719,515568719,1,3,1,26809573420,73389,73389,14,14,14,515568723,9,3,371556,3387344,4448019,73024,8790008556,3307810,203815864,3163
287779.41,48,253952,62,415054,27343867518,15,104273197,0,2402,18,18,7039,2714,13,1017,3374736,6,17,162923,18,20,194527626,2036,1,1081,0,4,1477,516546778,8,2066122444,17,32,158,13,109,1017,1081,113,0,0,212204068,5714703,8954480085,0,1011,909,6,3,1,14,14,2067,3,8946992036,8636306627,321417370,524048710,524048710,1,3,1,27250532952,73389,73389,14,14,14,524048714,9,3,376536,3455764,4526801,74335,8946992036,3374736,207685266,3480
289798.88,48,253952,62,422007,27802616156,15,105992381,0,2440,18,18,7039,2751,13,1062,3433391,6,17,165645,18,20,202962137,2126,1,1081,0,4,1477,525169034,8,2100676136,17,32,158,13,109,1062,1081,113,0,0,216237778,5898136,9107980684,0,1056,951,6,3,1,14,14,2067,3,9100746388,8781612425,327180338,532825328,532825328,1,3,1,27706065120,73389,73389,14,14,14,532808948,9,3,383699,3515930,4601519,75597,9100746388,3433391,211644398,3641
291808.68,48,253952,62,429075,28268093012,15,107843014,0,2474,18,18,7039,2801,13,1197,3497093,6,17,168406,18,20,226157434,2396,1,1081,0,4,1477,533925798,8,2135703192,17,32,158,13,109,1197,1081,113,0,0,220300924,6071098,9272971224,0,1191,1080,6,3,1,14,14,2067,3,9265204264,8929395059,333514802,541690343,541690343,1,3,1,28167897868,73389,73389,14,14,14,541690347,9,3,390979,3581141,4689406,76965,9265204264,3497093,215619797,4135
293818.46,48,253952,62,436015,28724653542,15,109763010,0,2503,18,18,7039,2845,13,1359,3561888,6,17,171106,18,20,254032757,2720,1,1081,0,4,1477,542457672,8,2169830688,17,32,158,13,109,1359,1081,113,0,0,224405218,6212059,9435215098,0,1353,1231,6,3,1,14,14,2067,3,9426784725,9074647768,339674005,550377293,550393677,1,3,1,28619619268,73389,73389,14,14,14,550377297,9,3,395530,3647466,4763255,78299,9426784725,3561888,219650379,4764
295826.71,49,253952,62,442596,29158817666,15,111316010,0,2563,18,18,7039,2882,13,1404,3630230,6,17,173667,18,20,263704375,2810,1,1081,0,4,1477,550613643,8,2202390052,17,32,158,13,109,1404,1081,113,0,0,228677358,6427179,9591143483,0,1398,1271,6,3,1,14,14,2067,3,9582838068,9212905307,345646995,558631782,558631782,1,3,1,29048852696,73389,73389,14,14,14,558631786,9,3,401533,3717399,4850271,79594,9582838068,3630230,223835631,4935
297836.38,50,253952,62,449818,29634498846,15,112772002,0,2642,18,18,7039,2930,13,1494,3698444,6,17,176468,18,20,280286050,2990,1,1081,0,4,1477,559462675,8,2237786036,17,32,158,13,109,1494,1081,113,0,0,233095406,6605216,9764276826,0,1488,1351,6,3,1,14,14,2067,3,9756214445,9364474513,351726899,567639935,567656319,1,3,1,29517276652,73389,73389,14,14,14,567639939,9,3,405828,3787269,4935017,81028,9756214445,3698444,228168083,5280
299843.97,51,253952,62,456864,30099764642,15,114336514,0,2713,18,18,7039,2975,13,1521,3766627,6,17,179199,18,20,287030489,3044,1,1081,0,4,1477,568097597,8,2272390388,17,32,158,13,109,1521,1081,113,0,0,237434289,6752250,9938521646,0,1515,1377,6,3,1,14,14,2067,3,9929657312,9513265470,357774583,576447162,576447162,1,3,1,29975252456,73389,73389,14,14,14,576447166,9,3,411891,3857108,5028859,82457,9929657312,3766627,232414266,5389
301849.49,51,253952,62,462455,30467357998,16,116884060,0,2742,18,18,7039,3011,13,1611,3806428,6,17,181357,18,20,302166081,3224,1,1081,0,4,1477,574969632,8,2299878528,17,32,158,13,109,1611,1081,113,0,0,240044946,6780587,10075330744,0,1605,1414,6,3,1,14,14,2067,3,10066627658,9630538812,362957831,583401726,583418110,1,3,1,30336889784,73389,73389,14,14,14,583401730,9,3,412048,3897959,5077778,83596,10066627658,3806428,234976098,5620
303861.74,51,253952,62,469371,30923010182,16,118126507,0,2795,19,19,7039,3052,13,1791,3869231,6,17,184037,18,20,334080523,3584,1,1081,0,4,1477,583455751,8,2333823004,17,33,158,13,109,1791,1081,113,0,0,244035115,6900448,10242672835,0,1785,1589,6,3,1,14,14,2067,3,10235397654,9776244317,368296961,592024855,592024855,1,3,1,30783588556,73389,73389,14,14,14,591992091,9,3,414698,3962235,5141585,84989,10235397654,3869231,238901596,6259
305698.85,51,253952,62,475716,31341032114,17,119363286,1,2872,20,20,7039,3127,13,1863,3926393,6,17,186584,26,20,355344833,3735,1,1081,1226,4,1477,591599349,8,2366397396,25,41,158,18,907,1863,1081,113,1226,141,248221337,7036918,10390048160,8,1857,1654,6,3,1,14,14,2067,3,10380802302,9908387966,510249572,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,9,3,431045,4020837,5224946,86143,10380802302,3926393,243005604,6531
