timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,QueryTimeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectQueryTimeMicroseconds,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
269635.06,27,253952,62,394900,26017368832,15,99028404,2638,18,18,4133,2585,16,1053,3005153,25,154935,18,91,206228812,2108,1,0,4,3065,491180464,7,1964721856,17,32,12,208,1053,0,0,210330002,4807079,8573400547,0,1053,1037,3,1,14,14,3650,0,3,8565983770,8221707848,313661334,498349837,498349837,1,3,1,0,25914191556,73389,73389,14,14,14,498349841,10,3,319875,3080639,4056696,71101,8565983770,3005153,206281004,3481
271640.53,27,253952,62,400545,26388598548,16,100966661,2667,18,18,4133,2620,16,1053,3043309,25,157123,18,91,206228812,2108,1,0,4,3065,498134644,7,1992538576,17,32,12,208,1053,0,0,213017767,4868030,8701539690,0,1053,1037,3,1,14,14,3650,0,3,8694279837,8339627868,318385047,505435473,505435473,1,3,1,0,26282644628,73389,73389,14,14,14,505435477,10,3,324892,3119809,4100640,72161,8694279837,3043309,208924928,3481
273656.00,27,253952,62,405846,26738200896,17,102880489,2699,19,19,4133,2647,16,1053,3077594,25,159195,18,91,206542528,2108,1,0,4,3065,504727006,7,2018908024,17,33,12,208,1053,0,0,215457547,4892634,8821375121,0,1053,1037,3,1,14,14,3650,0,3,8813867711,8450404888,322759765,512105032,512121416,1,3,1,0,26629461696,73389,73389,14,14,14,512105036,10,3,336285,3155086,4169672,73147,8813998783,3077638,211295780,3481
275666.14,27,253952,62,412247,27160544408,17,104680669,2753,20,20,4133,2690,16,1053,3134647,25,161693,18,91,206542528,2108,1,0,4,3065,512639402,7,2050557608,17,34,12,208,1053,0,0,219119759,5210836,8972718057,0,1053,1037,3,1,14,14,3650,0,3,8965607061,8584673017,328456460,520146529,520146529,1,3,1,0,27047619540,73389,73389,14,14,14,520146533,10,3,339262,3213550,4243718,74398,8965607061,3134647,214884082,3481
277680.83,28,253952,62,418634,27581314534,17,106749355,2803,20,20,4133,2728,16,1053,3194331,25,164172,18,91,207145828,2108,1,0,4,3065,520506594,7,2081961720,17,34,12,208,1053,0,0,222825482,5542792,9121544497,0,1053,1037,3,1,14,14,3650,0,3,9113643320,8718571835,334627193,528126808,528143192,1,3,1,0,27462594048,73389,73389,14,14,14,528126812,10,3,342992,3274695,4315309,75626,9113643320,3194331,218518345,3481
279694.12,28,253952,62,425272,28018153046,17,108827921,2841,20,20,4133,2774,16,1260,3255723,25,166779,18,91,241957149,2522,1,0,4,3065,528746567,7,2114986268,17,34,12,208,1260,0,0,226595330,5714260,9281692984,0,1260,1215,3,1,14,14,3650,0,3,9273657603,8857575654,340632458,536467535,536467535,1,3,1,0,27896311852,73389,73389,14,14,14,536467539,10,3,352905,3337580,4401093,76952,9273657603,3255723,222202539,4174
281699.13,28,253952,62,431630,28437500706,17,110483356,2879,20,20,4133,2814,16,1404,3307283,25,169248,18,91,267232050,2810,1,0,4,3065,536615908,7,2146463632,17,34,12,208,1404,0,0,229961132,5787923,9429346906,0,1404,1313,3,1,14,14,3650,0,3,9421292621,8990901052,345721876,544449529,544449529,1,3,1,0,28311375540,73389,73389,14,14,14,544449533,10,3,359521,3390440,4476941,78171,9421292621,3307283,225492623,4616
283706.12,28,253952,62,437381,28816907970,18,112791628,2893,20,20,4133,2853,18,1404,3348943,25,171491,18,91,268173198,2810,1,0,4,3065,543690078,7,2174695784,17,34,12,208,1404,0,0,232722660,5801768,9566078966,0,1404,1313,3,1,14,14,3650,0,3,9557555431,9111872498,350804002,551641217,551641217,1,3,1,0,28685343316,73389,73389,14,14,14,551641221,10,3,364822,3433198,4529027,79301,9557555431,3348943,228202165,4616
285723.09,28,253952,62,444215,29267278656,18,113856342,2919,21,21,4133,2889,18,1413,3410189,25,174151,18,91,271239881,2828,1,0,4,3065,552121644,7,2208486576,17,35,12,208,1413,0,0,236637410,5966166,9725994640,0,1413,1325,3,1,14,14,3650,0,3,9717464290,9255210775,355950490,560209161,560209161,1,3,1,0,29130876404,73389,73389,14,14,14,560209165,10,3,366209,3495954,4613901,80607,9717464290,3410189,232032182,4656
287732.07,28,253952,62,450989,29713138014,18,115965047,2949,21,21,4133,2942,18,1413,3477869,25,176785,18,91,271891445,2828,1,0,4,3065,560459336,7,2241837344,17,35,12,208,1413,0,0,240563047,6098990,9895874633,0,1413,1325,3,1,14,14,3650,0,3,9887735204,9397570772,361951566,568650351,568666735,1,3,1,0,29569818284,73389,73389,14,14,14,568650355,10,3,369214,3565232,4711663,82035,9887735204,3477869,235860187,4656
289745.59,29,253952,62,457930,30170195270,18,117899083,2982,21,21,4133,2980,28,1413,3541354,25,179474,18,91,273435893,2828,1,0,4,3065,569005948,7,2276023792,17,35,12,208,1413,0,0,244629553,6203932,10058669532,0,1413,1325,3,1,14,14,3650,0,3,10051419754,9543187451,368209543,577335142,577351526,1,3,1,0,30020575448,73389,73389,14,14,14,577318762,10,3,371219,3630272,4786745,83385,10051550826,3541354,239851758,4656
291754.96,29,253952,62,464799,30622831910,18,119843350,3009,21,21,4133,3026,28,1422,3610183,25,182136,18,91,276108229,2846,1,0,4,3065,577451570,7,2309741492,17,35,12,208,1422,0,0,248688238,6331566,10231232333,0,1422,1332,3,1,14,14,3650,0,3,10222163860,9687722687,374340924,585917311,585917311,1,3,1,0,30467700204,73389,73389,14,14,14,585917315,10,3,375505,3700711,4881669,84809,10222163860,3610183,243815661,4688
293769.67,30,253952,62,471584,31069047126,18,121633743,3051,21,21,4133,3064,28,1548,3676705,25,184764,18,91,297175905,3098,1,0,4,3065,585808924,7,2343235696,17,35,12,208,1548,0,0,252765469,6507716,10391462538,0,1548,1467,3,1,14,14,3650,0,3,10382518686,9829877105,380389240,594393428,594393428,1,3,1,0,30908458288,73389,73389,14,14,14,594393432,10,3,380642,3768804,4960750,86138,10382518686,3676705,247813951,5219
295202.69,30,253952,62,476057,31362655930,18,122763389,3086,21,21,4133,3130,28,1557,3717971,25,186584,25,91,306341186,3123,1,1226,4,3065,591599349,7,2366397396,24,42,17,237,1557,1226,151,255780086,6675988,10488568047,8,1557,1474,3,1,14,14,3650,140023693,3,10479255773,9922232238,664714603,600037902,600037902,1,3,1,140023693,31201970936,73389,73389,14,14,14,600037906,10,3,381324,3811065,5013737,86907,10479255773,3717971,250775686,5262
