timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
318396.19,38,253952,62,383659,25277676120,15,98244533,0,2491,18,18,4878,2503,16,756,3075120,24,150580,16,16,150850444,1514,1,0,4,1111,477435949,8,1909743796,15,32,11,1501,756,0,0,207283897,5800677,8291604703,0,756,720,3,1,14,14,1731,3,8284491646,7985075968,310869460,484360948,484360948,1,3,1,25186769328,73389,73389,14,14,14,484360952,8,3,323740,3147419,4201773,68740,8284491646,3075120,203089710,2511
320401.30,38,253952,62,391169,25772638726,15,99321426,0,2559,18,18,4878,2559,16,837,3138643,24,153505,16,16,165164076,1676,1,0,4,1111,486693227,8,1946772908,15,32,11,1501,837,0,0,211272284,5870568,8468955776,0,837,781,3,1,14,14,1731,3,8461956916,8143095929,315994235,493733867,493733867,1,3,1,25674161116,73389,73389,14,14,14,493733871,8,3,330214,3212445,4299634,70227,8461956916,3138643,206980390,2789
322410.14,38,253952,62,397385,26180949874,16,101965801,0,2578,19,19,4878,2591,16,900,3180277,24,155913,16,16,175507919,1802,1,0,4,1111,494343825,8,1977375300,15,33,11,1501,900,0,0,214079622,5889314,8615387715,0,900,828,3,1,14,14,1731,3,8608024506,8272841454,321463902,501509790,501509790,1,3,1,26078509112,73389,73389,14,14,14,501509794,8,3,334511,3255112,4359632,71421,8608024506,3180277,209727833,2993
324419.16,39,253952,62,405823,26737000302,16,103218043,0,2659,19,19,4878,2650,16,927,3253319,24,159199,16,16,181084584,1856,1,0,4,1111,504731983,8,2018863308,15,33,11,1501,927,0,0,218779523,5982968,8814637440,0,927,851,3,1,14,14,1731,3,8806838409,8449642040,327496473,512078297,512078297,1,3,1,26628071476,73389,73389,14,14,14,512078301,8,3,336325,3329963,4451663,73094,8806838409,3253319,214335883,3088
326429.80,39,253952,62,414333,27297897086,16,104467315,0,2739,19,19,4878,2703,16,972,3327376,24,162501,16,16,189228846,1946,1,0,4,1111,515193666,8,2060774664,15,33,11,1501,972,0,0,223447927,6084376,9016597158,0,972,885,3,1,14,14,1731,3,9009539944,8628972601,333504689,522673539,522689923,1,3,1,27179024060,73389,73389,14,14,14,522673543,8,3,339562,3405762,4541800,74798,9009539944,3327376,218914330,3246
328440.36,39,253952,62,423537,27904541306,16,105480030,0,2836,19,19,4878,2765,16,1017,3405363,24,166094,16,16,197012612,2036,1,0,4,1111,526590809,8,2106298788,15,33,11,1501,1017,0,0,228483286,6103983,9235501081,0,1017,924,3,1,14,14,1731,3,9227331740,8821844204,339565953,534249662,534249662,1,3,1,27780982456,73389,73389,14,14,14,534249666,8,3,345013,3485655,4635061,76629,9227331740,3405363,223856632,3392
330446.21,40,253952,62,432914,28521823182,16,106593921,0,2933,19,19,4878,2822,20,1107,3480818,24,169748,16,16,212646642,2216,1,0,4,1111,538178859,8,2152715436,15,33,11,1501,1107,0,0,233377337,6111655,9456479525,0,1107,1024,3,1,14,14,1731,3,9447983940,9018215047,345553625,545983592,545999976,1,3,1,28391146816,73389,73389,14,14,14,545983596,8,3,346422,3562910,4728043,78464,9447983940,3480818,228657896,3677
332454.51,41,253952,62,442289,29138310600,16,107768855,0,3014,19,19,4878,2880,20,1305,3558806,24,173378,16,16,246657311,2612,1,0,4,1111,549688990,8,2198755960,15,33,11,1501,1305,0,0,238197077,6130939,9679460253,0,1305,1185,3,1,14,14,1731,3,9670902543,9215026375,351587555,557677006,557677006,1,3,1,28999204344,73389,73389,14,14,14,557677010,8,3,350132,3642731,4820874,80299,9670902543,3558806,233384999,4330
334468.57,41,253952,62,451513,29747825240,16,108592002,0,3115,19,19,4878,2944,20,1431,3650171,24,176970,16,16,270046020,2864,1,0,4,1111,561089395,8,2244163448,15,33,11,1501,1431,0,0,243391858,6159626,9905989914,0,1431,1308,3,1,14,14,1731,3,9897632309,9409743150,357626376,569229824,569229824,1,3,1,29599950880,73389,73389,14,14,14,569229828,8,3,352289,3736117,4918670,82175,9897632309,3650171,238482178,4761
336475.79,41,253952,62,460877,30365063814,16,109670966,0,3217,19,19,4878,2990,20,1458,3733103,24,180615,16,16,275401828,2918,1,0,4,1111,572637231,8,2290548924,15,33,11,1501,1458,0,0,248344602,6167977,10129029455,0,1458,1329,3,1,14,14,1731,3,10119949090,9606104428,363666568,580969787,580986171,1,3,1,30210428956,73389,73389,14,14,14,580969791,8,3,357949,3821055,5033663,83985,10119949090,3733103,243320126,4858
338482.07,41,253952,62,470373,30990166586,16,110791537,0,3315,19,19,4878,3055,20,1530,3821775,24,184290,16,16,287426677,3062,1,0,4,1111,584293581,8,2337109968,15,33,11,1501,1530,0,0,253229789,6181953,10362730568,0,1530,1390,3,1,14,14,1731,3,10353975536,9806119726,369683139,592764935,592781319,1,3,1,30823776652,73389,73389,14,14,14,592764939,8,3,358720,3911717,5114596,85926,10353975536,3821775,248124587,5100
339797.39,42,253952,62,476106,31366156778,18,111470579,2,3378,21,21,4878,3127,28,1611,3867891,24,186584,24,16,307980265,3231,1,1226,4,1111,591599349,8,2366397396,23,42,17,1610,1611,1226,847,256506131,6187296,10489272986,8,1611,1458,3,1,14,14,1731,3,10479860935,9924184307,507588298,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,8,3,359437,3958914,5152584,86942,10479860935,3867891,251363072,5370
