timestamp_ms,AnalyzePatchRangesMicroseconds,ArenaAllocBytes,ArenaAllocChunks,CompressedReadBufferBlocks,CompressedReadBufferBytes,ConcurrencyControlDownscales,ConcurrencyControlPreemptedMicroseconds,ConcurrencyControlPreemptionResumes,ConcurrencyControlPreemptions,ConcurrencyControlSlotsAcquired,ConcurrencyControlUpscales,ConcurrencyControlWaitMicroseconds,ContextLock,ContextLockWaitMicroseconds,CreatedReadBufferOrdinary,DiskReadElapsedMicroseconds,FileOpen,FilteringMarksWithPrimaryKeyMicroseconds,FunctionExecute,GlobalThreadPoolJobs,GlobalThreadPoolLockWaitMicroseconds,IOBufferAllocBytes,IOBufferAllocs,InitialQuery,InterfaceHTTPSendBytes,JoinBuildTableRowCount,JoinOptimizeMicroseconds,JoinProbeTableRowCount,JoinReorderMicroseconds,JoinResultRowCount,LocalThreadPoolExpansions,LocalThreadPoolJobs,LocalThreadPoolShrinks,LocalThreadPoolThreadCreationMicroseconds,MarkCacheHits,MergingSortedMilliseconds,NetworkSendBytes,NetworkSendElapsedMicroseconds,OSCPUVirtualTimeMicroseconds,OSCPUWaitMicroseconds,OSReadChars,OSWriteChars,OpenedFileCacheHits,OpenedFileCacheMicroseconds,OpenedFileCacheMisses,QueriesWithSubqueries,Query,QueryConditionCacheHits,QueryConditionCacheMisses,QueryPlanOptimizeMicroseconds,RWLockAcquiredReadLocks,ReadBufferFromFileDescriptorReadBytes,ReadCompressedBytes,RealTimeMicroseconds,RowsReadByMainReader,RowsReadByPrewhereReaders,SchedulerNodeUpdate,SelectQueriesWithSubqueries,SelectQuery,SelectedBytes,SelectedMarks,SelectedMarksTotal,SelectedParts,SelectedPartsTotal,SelectedRanges,SelectedRows,SharedPartsLockHoldMicroseconds,SharedPartsLocks,SoftPageFaults,SynchronousReadWaitMicroseconds,SystemTimeMicroseconds,ThreadPoolReaderPageCacheHit,ThreadPoolReaderPageCacheHitBytes,ThreadPoolReaderPageCacheHitElapsedMicroseconds,UserTimeMicroseconds,WaitMarksLoadMicroseconds
666263.92,26,253952,62,365466,24076312648,15,96582528,0,2029,18,18,2910,2399,5,873,2896719,4,34,143527,11,1231,169601998,1748,1,0,4,4893,455019807,9,1820014680,10,32,6,1819,873,0,0,0,184672801,4104743,7844039163,0,869,771,4,3,1,14,14,5484,3,7837089085,7600907510,284464101,461642237,461642237,1,3,1,24005396356,73389,73389,14,14,14,461642241,17,3,325906,2963545,3956457,65177,7837089085,2896719,180723466,2731
668277.41,26,253952,62,372940,24569241252,15,98752000,0,2069,18,18,2910,2441,5,909,2966947,4,34,146469,11,1231,176050955,1820,1,0,4,4893,464324306,9,1857297224,10,32,6,1819,909,0,0,0,188456275,4206176,8008957920,0,905,804,4,3,1,14,14,5484,3,8002121229,7756636444,291044584,471075930,471092314,1,3,1,24495948392,73389,73389,14,14,14,471075934,17,3,332995,3035272,4052247,66539,8002121229,2966947,184411289,2851
670287.57,26,253952,62,380470,25065538710,16,100872032,0,2106,18,18,2910,2498,5,936,3037285,4,34,149402,11,1231,181161925,1874,1,0,4,4893,473606899,9,1894363028,10,32,6,1819,936,0,0,0,192256790,4311239,8180714455,0,932,840,4,3,1,14,14,5484,3,8174243594,7914692153,297061445,480510067,480510067,1,3,1,24986523516,73389,73389,14,14,14,480510071,17,3,340339,3107135,4151038,67991,8174243594,3037285,188113160,2944
672302.38,27,253952,62,387812,25548308800,17,102636698,0,2144,19,19,2910,2539,7,945,3108961,4,34,152281,11,1231,182672793,1892,1,0,4,4893,482755474,9,1931021896,10,33,6,1819,945,0,0,0,195985307,4439610,8341476039,0,941,846,4,3,1,14,14,5484,3,8334477419,8067153705,302677914,489772616,489772616,1,3,1,25468176064,73389,73389,14,14,14,489772620,17,3,343500,3180295,4228802,69305,8334477419,3108961,191763697,2973
674307.67,27,253952,62,393742,25937974956,18,104927557,0,2175,20,20,2910,2579,7,945,3155444,4,34,154570,11,1231,182696925,1892,1,0,4,4893,490034369,9,1960137476,10,34,6,1819,945,0,0,0,198633759,4501018,8479783926,0,941,846,4,3,1,14,14,5484,3,8472655920,8191418761,307675642,497171707,497171707,1,3,1,25852928796,73389,73389,14,14,14,497171711,17,3,343889,3227857,4272786,70472,8472655920,3155444,194368619,2973
676320.12,27,253952,62,400202,26365729540,18,105878775,0,2204,20,20,2910,2619,7,945,3211178,4,34,157113,11,1231,183010641,1892,1,0,4,4893,498064725,9,1992258900,10,34,6,1819,945,0,0,0,201679246,4562990,8628352626,0,941,846,4,3,1,14,14,5484,3,8620866576,8327002146,311727299,505333481,505333481,1,3,1,26277341044,73389,73389,14,14,14,505333485,17,3,346539,3284783,4337700,71705,8620866576,3211178,197349313,2973
678330.46,28,253952,62,407651,26856404866,18,106843646,0,2237,21,21,2910,2664,7,945,3285906,4,34,160019,11,1231,183300225,1892,1,0,4,4893,507336657,9,2029217484,10,35,6,1819,945,0,0,0,205480753,4686025,8795069710,0,941,846,4,3,1,14,14,5484,3,8787450123,8482496731,316616795,514704241,514704241,1,3,1,26764620564,73389,73389,14,14,14,514704245,17,3,349773,3361009,4424491,73089,8787450123,3285906,201064177,2973
680349.62,28,253952,62,414888,27333851600,19,108804896,0,2269,21,21,2910,2712,7,963,3352902,4,34,162875,11,1231,186612135,1928,1,0,4,4893,516333993,9,2065335972,10,35,6,1819,963,0,0,0,209267106,4777419,8955826169,0,959,863,4,3,1,14,14,5484,3,8948049104,8633484200,322447371,523845181,523845181,1,3,1,27239949444,73389,73389,14,14,14,523845185,17,3,352980,3429430,4509439,74425,8948049104,3352902,204765728,3034
682363.18,28,253952,62,422554,27838458654,19,109488303,0,2287,22,22,2910,2756,7,990,3427139,4,34,165840,11,1231,191421397,1982,1,0,4,4893,525769787,9,2103014612,10,36,6,1819,990,0,0,0,213249393,4830476,9125826006,0,986,886,4,3,1,14,14,5484,3,9117783317,8793766419,327160302,533463860,533463860,1,3,1,27740120752,73389,73389,14,14,14,533463864,17,3,358824,3505223,4602307,75822,9117783317,3427139,208655288,3133
684375.78,28,253952,62,430394,28354517236,19,111352673,0,2335,22,22,2910,2816,13,999,3510349,4,34,168912,11,1231,192943903,2000,1,0,4,4893,535478104,9,2141912416,10,36,6,1819,999,0,0,0,217394264,5063567,9307974936,0,995,893,4,3,1,14,14,5484,3,9300036641,8957763018,333313237,543295531,543295531,1,3,1,28251367644,73389,73389,14,14,14,543295535,17,3,364638,3590161,4709000,77360,9300036641,3510349,212693630,3163
686389.52,28,253952,62,438661,28898535558,19,112934830,0,2391,22,22,2910,2861,13,1035,3593298,4,34,172145,11,1231,198939196,2072,1,0,4,4893,545767540,9,2183005760,10,36,6,1819,1035,0,0,0,221759165,5162919,9493589959,0,1031,920,4,3,1,14,14,5484,3,9485469745,9129836744,339342658,553700642,553700642,1,3,1,28792433416,73389,73389,14,14,14,553700646,17,3,369307,3674874,4794726,78893,9485469745,3593298,216972975,3284
688397.98,39,253952,62,446758,29433898356,19,114432328,0,2464,22,22,2910,2911,13,1107,3682669,4,34,175305,11,1231,212074373,2216,1,0,4,4893,555766544,9,2223066176,10,36,6,1819,1107,0,0,0,226196728,5306972,9684431222,0,1103,982,4,3,1,14,14,5484,3,9676012236,9300483794,345410871,563859105,563859105,1,3,1,29320673492,73389,73389,14,14,14,563859109,17,3,381618,3766837,4920826,80484,9676012236,3682669,221284595,3537
690403.87,41,253952,62,452913,29839154732,20,116721731,0,2493,22,22,2910,2952,14,1242,3730895,4,34,177688,11,1231,235282957,2486,1,0,4,4893,563330451,9,2253321804,10,36,6,1819,1242,0,0,0,228908208,5334322,9833862369,0,1238,1096,4,3,1,14,14,5484,3,9825983162,9429568041,350433043,571546631,571546631,1,3,1,29720424844,73389,73389,14,14,14,571546635,17,3,385496,3816189,4977906,81738,9825983162,3730895,223939095,3955
692411.96,41,253952,62,460534,30341150514,20,118207646,0,2540,23,23,2910,2997,14,1350,3800479,4,34,180643,11,1231,254158406,2702,1,0,4,4893,572733461,9,2290869224,10,37,6,1819,1350,0,0,0,232753775,5441832,10017705067,0,1346,1206,4,3,1,14,14,5484,3,10009425700,9589832750,355862706,581067006,581067006,1,3,1,30214632376,73389,73389,14,14,14,581050626,17,3,392172,3887312,5086925,83274,10009425700,3800479,227675785,4367
694423.24,42,253952,62,469231,30913663032,20,119507402,0,2631,23,23,2910,3055,14,1377,3889653,4,34,184016,11,1231,259294365,2756,1,0,4,4893,583417953,9,2333607132,10,37,6,1819,1377,0,0,0,237422503,5527845,10233872561,0,1373,1222,4,3,1,14,14,5484,3,10224759418,9773059629,361901654,591904134,591904134,1,3,1,30779015000,73389,73389,14,14,14,591904138,17,3,393531,3978457,5175951,85087,10224759418,3889653,232255669,4456
696203.17,42,253952,62,475695,31339305944,22,121329069,2,2691,23,23,2910,3127,16,1377,3940574,4,34,186584,18,1231,268179286,2763,1,1226,4,4893,591599349,9,2366397396,17,44,10,1840,1377,1,1226,79,240946448,5552748,10379111436,8,1373,1222,4,3,1,14,14,5484,3,10369859173,9907680915,505671827,600037902,600037902,1,3,1,31201970936,73389,73389,14,14,14,600037906,17,3,394295,4030624,5226009,86255,10369859173,3940574,235729687,4456
